t 1 jL0300
5.9870000e-001 -2.5161936e-003 2.5161936e-003
5.9880000e-001 -2.5136799e-003 2.5136799e-003
5.9890000e-001 -2.5111688e-003 2.5111688e-003
5.9900000e-001 -2.5086601e-003 2.5086601e-003
5.9910000e-001 -2.5061539e-003 2.5061539e-003
5.9920000e-001 -2.5036503e-003 2.5036503e-003
5.9930000e-001 -2.5011491e-003 2.5011491e-003
5.9940000e-001 -2.4986505e-003 2.4986505e-003
5.9950000e-001 -2.4961543e-003 2.4961543e-003
5.9960000e-001 -2.4936607e-003 2.4936607e-003
5.9970000e-001 -2.4911695e-003 2.4911695e-003
5.9980000e-001 -2.4886808e-003 2.4886808e-003
5.9990000e-001 -2.4861946e-003 2.4861946e-003
6.0000000e-001 -2.4837109e-003 2.4837109e-003
6.0010000e-001 -2.4812297e-003 2.4812297e-003
6.0020000e-001 -2.4787509e-003 2.4787509e-003
6.0030000e-001 -2.4762747e-003 2.4762747e-003
6.0040000e-001 -2.4738009e-003 2.4738009e-003
6.0050000e-001 -2.4713295e-003 2.4713295e-003
6.0060000e-001 -2.4688607e-003 2.4688607e-003
6.0070000e-001 -2.4663943e-003 2.4663943e-003
6.0080000e-001 -2.4639303e-003 2.4639303e-003
6.0090000e-001 -2.4614689e-003 2.4614689e-003
6.0100000e-001 -2.4590099e-003 2.4590099e-003
6.0110000e-001 -2.4565533e-003 2.4565533e-003
6.0120000e-001 -2.4540992e-003 2.4540992e-003
6.0130000e-001 -2.4516476e-003 2.4516476e-003
6.0140000e-001 -2.4491984e-003 2.4491984e-003
6.0150000e-001 -2.4467516e-003 2.4467516e-003
6.0160000e-001 -2.4443073e-003 2.4443073e-003
6.0170000e-001 -2.4418654e-003 2.4418654e-003
6.0180000e-001 -2.4394260e-003 2.4394260e-003
6.0190000e-001 -2.4369890e-003 2.4369890e-003
6.0200000e-001 -2.4345545e-003 2.4345545e-003
6.0210000e-001 -2.4321224e-003 2.4321224e-003
6.0220000e-001 -2.4296927e-003 2.4296927e-003
6.0230000e-001 -2.4272654e-003 2.4272654e-003
6.0240000e-001 -2.4248406e-003 2.4248406e-003
6.0250000e-001 -2.4224181e-003 2.4224181e-003
6.0260000e-001 -2.4199981e-003 2.4199981e-003
6.0270000e-001 -2.4175806e-003 2.4175806e-003
6.0280000e-001 -2.4151654e-003 2.4151654e-003
6.0290000e-001 -2.4127526e-003 2.4127526e-003
6.0300000e-001 -2.4103423e-003 2.4103423e-003
6.0310000e-001 -2.4079344e-003 2.4079344e-003
6.0320000e-001 -2.4055288e-003 2.4055288e-003
6.0330000e-001 -2.4031257e-003 2.4031257e-003
6.0340000e-001 -2.4007250e-003 2.4007250e-003
6.0350000e-001 -2.3983267e-003 2.3983267e-003
6.0360000e-001 -2.3959307e-003 2.3959307e-003
6.0370000e-001 -2.3935372e-003 2.3935372e-003
6.0380000e-001 -2.3911460e-003 2.3911460e-003
6.0390000e-001 -2.3887573e-003 2.3887573e-003
6.0400000e-001 -2.3863709e-003 2.3863709e-003
6.0410000e-001 -2.3839869e-003 2.3839869e-003
6.0420000e-001 -2.3816053e-003 2.3816053e-003
6.0430000e-001 -2.3792261e-003 2.3792261e-003
6.0440000e-001 -2.3768492e-003 2.3768492e-003
6.0450000e-001 -2.3744748e-003 2.3744748e-003
6.0460000e-001 -2.3721027e-003 2.3721027e-003
6.0470000e-001 -2.3697329e-003 2.3697329e-003
6.0480000e-001 -2.3673656e-003 2.3673656e-003
6.0490000e-001 -2.3650006e-003 2.3650006e-003
6.0500000e-001 -2.3626379e-003 2.3626379e-003
6.0510000e-001 -2.3602777e-003 2.3602777e-003
6.0520000e-001 -2.3579197e-003 2.3579197e-003
6.0530000e-001 -2.3555642e-003 2.3555642e-003
6.0540000e-001 -2.3532110e-003 2.3532110e-003
6.0550000e-001 -2.3508601e-003 2.3508601e-003
6.0560000e-001 -2.3485116e-003 2.3485116e-003
6.0570000e-001 -2.3461654e-003 2.3461654e-003
6.0580000e-001 -2.3438216e-003 2.3438216e-003
6.0590000e-001 -2.3414801e-003 2.3414801e-003
6.0600000e-001 -2.3391410e-003 2.3391410e-003
6.0610000e-001 -2.3368042e-003 2.3368042e-003
6.0620000e-001 -2.3344697e-003 2.3344697e-003
6.0630000e-001 -2.3321376e-003 2.3321376e-003
6.0640000e-001 -2.3298078e-003 2.3298078e-003
6.0650000e-001 -2.3274803e-003 2.3274803e-003
6.0660000e-001 -2.3251551e-003 2.3251551e-003
6.0670000e-001 -2.3228323e-003 2.3228323e-003
6.0680000e-001 -2.3205118e-003 2.3205118e-003
6.0690000e-001 -2.3181936e-003 2.3181936e-003
6.0700000e-001 -2.3158777e-003 2.3158777e-003
6.0710000e-001 -2.3135641e-003 2.3135641e-003
6.0720000e-001 -2.3112529e-003 2.3112529e-003
6.0730000e-001 -2.3089440e-003 2.3089440e-003
6.0740000e-001 -2.3066373e-003 2.3066373e-003
6.0750000e-001 -2.3043330e-003 2.3043330e-003
6.0760000e-001 -2.3020309e-003 2.3020309e-003
6.0770000e-001 -2.2997312e-003 2.2997312e-003
6.0780000e-001 -2.2974338e-003 2.2974338e-003
6.0790000e-001 -2.2951386e-003 2.2951386e-003
6.0800000e-001 -2.2928458e-003 2.2928458e-003
6.0810000e-001 -2.2905552e-003 2.2905552e-003
6.0820000e-001 -2.2882670e-003 2.2882670e-003
6.0830000e-001 -2.2859810e-003 2.2859810e-003
6.0840000e-001 -2.2836973e-003 2.2836973e-003
6.0850000e-001 -2.2814159e-003 2.2814159e-003
6.0860000e-001 -2.2791367e-003 2.2791367e-003
6.0870000e-001 -2.2768599e-003 2.2768599e-003
6.0880000e-001 -2.2745853e-003 2.2745853e-003
6.0890000e-001 -2.2723130e-003 2.2723130e-003
6.0900000e-001 -2.2700429e-003 2.2700429e-003
6.0910000e-001 -2.2677752e-003 2.2677752e-003
6.0920000e-001 -2.2655097e-003 2.2655097e-003
6.0930000e-001 -2.2632464e-003 2.2632464e-003
6.0940000e-001 -2.2609854e-003 2.2609854e-003
6.0950000e-001 -2.2587267e-003 2.2587267e-003
6.0960000e-001 -2.2564702e-003 2.2564702e-003
6.0970000e-001 -2.2542160e-003 2.2542160e-003
6.0980000e-001 -2.2519641e-003 2.2519641e-003
6.0990000e-001 -2.2497143e-003 2.2497143e-003
6.1000000e-001 -2.2474669e-003 2.2474669e-003
6.1010000e-001 -2.2452216e-003 2.2452216e-003
6.1020000e-001 -2.2429787e-003 2.2429787e-003
6.1030000e-001 -2.2407379e-003 2.2407379e-003
6.1040000e-001 -2.2384994e-003 2.2384994e-003
6.1050000e-001 -2.2362632e-003 2.2362632e-003
6.1060000e-001 -2.2340291e-003 2.2340291e-003
6.1070000e-001 -2.2317973e-003 2.2317973e-003
6.1080000e-001 -2.2295678e-003 2.2295678e-003
6.1090000e-001 -2.2273404e-003 2.2273404e-003
6.1100000e-001 -2.2251153e-003 2.2251153e-003
6.1110000e-001 -2.2228924e-003 2.2228924e-003
6.1120000e-001 -2.2206718e-003 2.2206718e-003
6.1130000e-001 -2.2184533e-003 2.2184533e-003
6.1140000e-001 -2.2162371e-003 2.2162371e-003
6.1150000e-001 -2.2140230e-003 2.2140230e-003
6.1160000e-001 -2.2118112e-003 2.2118112e-003
6.1170000e-001 -2.2096016e-003 2.2096016e-003
6.1180000e-001 -2.2073942e-003 2.2073942e-003
6.1190000e-001 -2.2051890e-003 2.2051890e-003
6.1200000e-001 -2.2029861e-003 2.2029861e-003
6.1210000e-001 -2.2007853e-003 2.2007853e-003
6.1220000e-001 -2.1985867e-003 2.1985867e-003
6.1230000e-001 -2.1963903e-003 2.1963903e-003
6.1240000e-001 -2.1941961e-003 2.1941961e-003
6.1250000e-001 -2.1920041e-003 2.1920041e-003
6.1260000e-001 -2.1898143e-003 2.1898143e-003
6.1270000e-001 -2.1876267e-003 2.1876267e-003
6.1280000e-001 -2.1854412e-003 2.1854412e-003
6.1290000e-001 -2.1832580e-003 2.1832580e-003
6.1300000e-001 -2.1810769e-003 2.1810769e-003
6.1310000e-001 -2.1788980e-003 2.1788980e-003
6.1320000e-001 -2.1767213e-003 2.1767213e-003
6.1330000e-001 -2.1745467e-003 2.1745467e-003
6.1340000e-001 -2.1723743e-003 2.1723743e-003
6.1350000e-001 -2.1702041e-003 2.1702041e-003
6.1360000e-001 -2.1680361e-003 2.1680361e-003
6.1370000e-001 -2.1658702e-003 2.1658702e-003
6.1380000e-001 -2.1637065e-003 2.1637065e-003
6.1390000e-001 -2.1615450e-003 2.1615450e-003
6.1400000e-001 -2.1593856e-003 2.1593856e-003
6.1410000e-001 -2.1572284e-003 2.1572284e-003
6.1420000e-001 -2.1550733e-003 2.1550733e-003
6.1430000e-001 -2.1529204e-003 2.1529204e-003
6.1440000e-001 -2.1507696e-003 2.1507696e-003
6.1450000e-001 -2.1486210e-003 2.1486210e-003
6.1460000e-001 -2.1464745e-003 2.1464745e-003
6.1470000e-001 -2.1443302e-003 2.1443302e-003
6.1480000e-001 -2.1421880e-003 2.1421880e-003
6.1490000e-001 -2.1400479e-003 2.1400479e-003
6.1500000e-001 -2.1379100e-003 2.1379100e-003
6.1510000e-001 -2.1357743e-003 2.1357743e-003
6.1520000e-001 -2.1336406e-003 2.1336406e-003
6.1530000e-001 -2.1315091e-003 2.1315091e-003
6.1540000e-001 -2.1293797e-003 2.1293797e-003
6.1550000e-001 -2.1272525e-003 2.1272525e-003
6.1560000e-001 -2.1251273e-003 2.1251273e-003
6.1570000e-001 -2.1230043e-003 2.1230043e-003
6.1580000e-001 -2.1208835e-003 2.1208835e-003
6.1590000e-001 -2.1187647e-003 2.1187647e-003
6.1600000e-001 -2.1166480e-003 2.1166480e-003
6.1610000e-001 -2.1145335e-003 2.1145335e-003
6.1620000e-001 -2.1124211e-003 2.1124211e-003
6.1630000e-001 -2.1103108e-003 2.1103108e-003
6.1640000e-001 -2.1082026e-003 2.1082026e-003
6.1650000e-001 -2.1060965e-003 2.1060965e-003
6.1660000e-001 -2.1039925e-003 2.1039925e-003
6.1670000e-001 -2.1018906e-003 2.1018906e-003
6.1680000e-001 -2.0997908e-003 2.0997908e-003
6.1690000e-001 -2.0976931e-003 2.0976931e-003
6.1700000e-001 -2.0955975e-003 2.0955975e-003
6.1710000e-001 -2.0935040e-003 2.0935040e-003
6.1720000e-001 -2.0914126e-003 2.0914126e-003
6.1730000e-001 -2.0893233e-003 2.0893233e-003
6.1740000e-001 -2.0872360e-003 2.0872360e-003
6.1750000e-001 -2.0851509e-003 2.0851509e-003
6.1760000e-001 -2.0830678e-003 2.0830678e-003
6.1770000e-001 -2.0809868e-003 2.0809868e-003
6.1780000e-001 -2.0789079e-003 2.0789079e-003
6.1790000e-001 -2.0768311e-003 2.0768311e-003
6.1800000e-001 -2.0747563e-003 2.0747563e-003
6.1810000e-001 -2.0726837e-003 2.0726837e-003
6.1820000e-001 -2.0706130e-003 2.0706130e-003
6.1830000e-001 -2.0685445e-003 2.0685445e-003
6.1840000e-001 -2.0664780e-003 2.0664780e-003
6.1850000e-001 -2.0644136e-003 2.0644136e-003
6.1860000e-001 -2.0623513e-003 2.0623513e-003
6.1870000e-001 -2.0602910e-003 2.0602910e-003
6.1880000e-001 -2.0582327e-003 2.0582327e-003
6.1890000e-001 -2.0561766e-003 2.0561766e-003
6.1900000e-001 -2.0541224e-003 2.0541224e-003
6.1910000e-001 -2.0520704e-003 2.0520704e-003
6.1920000e-001 -2.0500203e-003 2.0500203e-003
6.1930000e-001 -2.0479724e-003 2.0479724e-003
6.1940000e-001 -2.0459264e-003 2.0459264e-003
6.1950000e-001 -2.0438826e-003 2.0438826e-003
6.1960000e-001 -2.0418407e-003 2.0418407e-003
6.1970000e-001 -2.0398009e-003 2.0398009e-003
6.1980000e-001 -2.0377632e-003 2.0377632e-003
6.1990000e-001 -2.0357274e-003 2.0357274e-003
6.2000000e-001 -2.0336937e-003 2.0336937e-003
6.2010000e-001 -2.0316621e-003 2.0316621e-003
6.2020000e-001 -2.0296324e-003 2.0296324e-003
6.2030000e-001 -2.0276048e-003 2.0276048e-003
6.2040000e-001 -2.0255793e-003 2.0255793e-003
6.2050000e-001 -2.0235557e-003 2.0235557e-003
6.2060000e-001 -2.0215342e-003 2.0215342e-003
6.2070000e-001 -2.0195147e-003 2.0195147e-003
6.2080000e-001 -2.0174972e-003 2.0174972e-003
6.2090000e-001 -2.0154817e-003 2.0154817e-003
6.2100000e-001 -2.0134682e-003 2.0134682e-003
6.2110000e-001 -2.0114567e-003 2.0114567e-003
6.2120000e-001 -2.0094473e-003 2.0094473e-003
6.2130000e-001 -2.0074399e-003 2.0074399e-003
6.2140000e-001 -2.0054344e-003 2.0054344e-003
6.2150000e-001 -2.0034310e-003 2.0034310e-003
6.2160000e-001 -2.0014296e-003 2.0014296e-003
6.2170000e-001 -1.9994301e-003 1.9994301e-003
6.2180000e-001 -1.9974327e-003 1.9974327e-003
6.2190000e-001 -1.9954373e-003 1.9954373e-003
6.2200000e-001 -1.9934438e-003 1.9934438e-003
6.2210000e-001 -1.9914524e-003 1.9914524e-003
6.2220000e-001 -1.9894629e-003 1.9894629e-003
6.2230000e-001 -1.9874754e-003 1.9874754e-003
6.2240000e-001 -1.9854899e-003 1.9854899e-003
6.2250000e-001 -1.9835064e-003 1.9835064e-003
6.2260000e-001 -1.9815249e-003 1.9815249e-003
6.2270000e-001 -1.9795454e-003 1.9795454e-003
6.2280000e-001 -1.9775678e-003 1.9775678e-003
6.2290000e-001 -1.9755922e-003 1.9755922e-003
6.2300000e-001 -1.9736186e-003 1.9736186e-003
6.2310000e-001 -1.9716469e-003 1.9716469e-003
6.2320000e-001 -1.9696773e-003 1.9696773e-003
6.2330000e-001 -1.9677096e-003 1.9677096e-003
6.2340000e-001 -1.9657438e-003 1.9657438e-003
6.2350000e-001 -1.9637800e-003 1.9637800e-003
6.2360000e-001 -1.9618182e-003 1.9618182e-003
6.2370000e-001 -1.9598584e-003 1.9598584e-003
6.2380000e-001 -1.9579005e-003 1.9579005e-003
6.2390000e-001 -1.9559445e-003 1.9559445e-003
6.2400000e-001 -1.9539905e-003 1.9539905e-003
6.2410000e-001 -1.9520385e-003 1.9520385e-003
6.2420000e-001 -1.9500884e-003 1.9500884e-003
6.2430000e-001 -1.9481402e-003 1.9481402e-003
6.2440000e-001 -1.9461941e-003 1.9461941e-003
6.2450000e-001 -1.9442498e-003 1.9442498e-003
6.2460000e-001 -1.9423075e-003 1.9423075e-003
6.2470000e-001 -1.9403671e-003 1.9403671e-003
6.2480000e-001 -1.9384287e-003 1.9384287e-003
6.2490000e-001 -1.9364922e-003 1.9364922e-003
6.2500000e-001 -1.9345577e-003 1.9345577e-003
6.2510000e-001 -1.9326250e-003 1.9326250e-003
6.2520000e-001 -1.9306943e-003 1.9306943e-003
6.2530000e-001 -1.9287656e-003 1.9287656e-003
6.2540000e-001 -1.9268387e-003 1.9268387e-003
6.2550000e-001 -1.9249138e-003 1.9249138e-003
6.2560000e-001 -1.9229908e-003 1.9229908e-003
6.2570000e-001 -1.9210698e-003 1.9210698e-003
6.2580000e-001 -1.9191506e-003 1.9191506e-003
6.2590000e-001 -1.9172334e-003 1.9172334e-003
6.2600000e-001 -1.9153181e-003 1.9153181e-003
6.2610000e-001 -1.9134046e-003 1.9134046e-003
6.2620000e-001 -1.9114932e-003 1.9114932e-003
6.2630000e-001 -1.9095836e-003 1.9095836e-003
6.2640000e-001 -1.9076759e-003 1.9076759e-003
6.2650000e-001 -1.9057701e-003 1.9057701e-003
6.2660000e-001 -1.9038663e-003 1.9038663e-003
6.2670000e-001 -1.9019643e-003 1.9019643e-003
6.2680000e-001 -1.9000642e-003 1.9000642e-003
6.2690000e-001 -1.8981661e-003 1.8981661e-003
6.2700000e-001 -1.8962698e-003 1.8962698e-003
6.2710000e-001 -1.8943754e-003 1.8943754e-003
6.2720000e-001 -1.8924829e-003 1.8924829e-003
6.2730000e-001 -1.8905923e-003 1.8905923e-003
6.2740000e-001 -1.8887036e-003 1.8887036e-003
6.2750000e-001 -1.8868168e-003 1.8868168e-003
6.2760000e-001 -1.8849319e-003 1.8849319e-003
6.2770000e-001 -1.8830488e-003 1.8830488e-003
6.2780000e-001 -1.8811677e-003 1.8811677e-003
6.2790000e-001 -1.8792884e-003 1.8792884e-003
6.2800000e-001 -1.8774110e-003 1.8774110e-003
6.2810000e-001 -1.8755354e-003 1.8755354e-003
6.2820000e-001 -1.8736618e-003 1.8736618e-003
6.2830000e-001 -1.8717900e-003 1.8717900e-003
6.2840000e-001 -1.8699201e-003 1.8699201e-003
6.2850000e-001 -1.8680520e-003 1.8680520e-003
6.2860000e-001 -1.8661858e-003 1.8661858e-003
6.2870000e-001 -1.8643215e-003 1.8643215e-003
6.2880000e-001 -1.8624590e-003 1.8624590e-003
6.2890000e-001 -1.8605985e-003 1.8605985e-003
6.2900000e-001 -1.8587397e-003 1.8587397e-003
6.2910000e-001 -1.8568828e-003 1.8568828e-003
6.2920000e-001 -1.8550278e-003 1.8550278e-003
6.2930000e-001 -1.8531746e-003 1.8531746e-003
6.2940000e-001 -1.8513233e-003 1.8513233e-003
6.2950000e-001 -1.8494738e-003 1.8494738e-003
6.2960000e-001 -1.8476262e-003 1.8476262e-003
6.2970000e-001 -1.8457804e-003 1.8457804e-003
6.2980000e-001 -1.8439365e-003 1.8439365e-003
6.2990000e-001 -1.8420944e-003 1.8420944e-003
6.3000000e-001 -1.8402541e-003 1.8402541e-003
6.3010000e-001 -1.8384157e-003 1.8384157e-003
6.3020000e-001 -1.8365791e-003 1.8365791e-003
6.3030000e-001 -1.8347444e-003 1.8347444e-003
6.3040000e-001 -1.8329115e-003 1.8329115e-003
6.3050000e-001 -1.8310804e-003 1.8310804e-003
6.3060000e-001 -1.8292512e-003 1.8292512e-003
6.3070000e-001 -1.8274237e-003 1.8274237e-003
6.3080000e-001 -1.8255981e-003 1.8255981e-003
6.3090000e-001 -1.8237744e-003 1.8237744e-003
6.3100000e-001 -1.8219524e-003 1.8219524e-003
6.3110000e-001 -1.8201323e-003 1.8201323e-003
6.3120000e-001 -1.8183140e-003 1.8183140e-003
6.3130000e-001 -1.8164975e-003 1.8164975e-003
6.3140000e-001 -1.8146828e-003 1.8146828e-003
6.3150000e-001 -1.8128699e-003 1.8128699e-003
6.3160000e-001 -1.8110589e-003 1.8110589e-003
6.3170000e-001 -1.8092496e-003 1.8092496e-003
6.3180000e-001 -1.8074422e-003 1.8074422e-003
6.3190000e-001 -1.8056365e-003 1.8056365e-003
6.3200000e-001 -1.8038327e-003 1.8038327e-003
6.3210000e-001 -1.8020307e-003 1.8020307e-003
6.3220000e-001 -1.8002304e-003 1.8002304e-003
6.3230000e-001 -1.7984320e-003 1.7984320e-003
6.3240000e-001 -1.7966354e-003 1.7966354e-003
6.3250000e-001 -1.7948405e-003 1.7948405e-003
6.3260000e-001 -1.7930475e-003 1.7930475e-003
6.3270000e-001 -1.7912562e-003 1.7912562e-003
6.3280000e-001 -1.7894668e-003 1.7894668e-003
6.3290000e-001 -1.7876791e-003 1.7876791e-003
6.3300000e-001 -1.7858932e-003 1.7858932e-003
6.3310000e-001 -1.7841091e-003 1.7841091e-003
6.3320000e-001 -1.7823267e-003 1.7823267e-003
6.3330000e-001 -1.7805462e-003 1.7805462e-003
6.3340000e-001 -1.7787674e-003 1.7787674e-003
6.3350000e-001 -1.7769904e-003 1.7769904e-003
6.3360000e-001 -1.7752152e-003 1.7752152e-003
6.3370000e-001 -1.7734418e-003 1.7734418e-003
6.3380000e-001 -1.7716701e-003 1.7716701e-003
6.3390000e-001 -1.7699002e-003 1.7699002e-003
6.3400000e-001 -1.7681321e-003 1.7681321e-003
6.3410000e-001 -1.7663657e-003 1.7663657e-003
6.3420000e-001 -1.7646011e-003 1.7646011e-003
6.3430000e-001 -1.7628383e-003 1.7628383e-003
6.3440000e-001 -1.7610772e-003 1.7610772e-003
6.3450000e-001 -1.7593179e-003 1.7593179e-003
6.3460000e-001 -1.7575603e-003 1.7575603e-003
6.3470000e-001 -1.7558045e-003 1.7558045e-003
6.3480000e-001 -1.7540505e-003 1.7540505e-003
6.3490000e-001 -1.7522982e-003 1.7522982e-003
6.3500000e-001 -1.7505476e-003 1.7505476e-003
6.3510000e-001 -1.7487988e-003 1.7487988e-003
6.3520000e-001 -1.7470518e-003 1.7470518e-003
6.3530000e-001 -1.7453065e-003 1.7453065e-003
6.3540000e-001 -1.7435629e-003 1.7435629e-003
6.3550000e-001 -1.7418211e-003 1.7418211e-003
6.3560000e-001 -1.7400810e-003 1.7400810e-003
6.3570000e-001 -1.7383427e-003 1.7383427e-003
6.3580000e-001 -1.7366060e-003 1.7366060e-003
6.3590000e-001 -1.7348712e-003 1.7348712e-003
6.3600000e-001 -1.7331380e-003 1.7331380e-003
6.3610000e-001 -1.7314066e-003 1.7314066e-003
6.3620000e-001 -1.7296770e-003 1.7296770e-003
6.3630000e-001 -1.7279490e-003 1.7279490e-003
6.3640000e-001 -1.7262228e-003 1.7262228e-003
6.3650000e-001 -1.7244983e-003 1.7244983e-003
6.3660000e-001 -1.7227755e-003 1.7227755e-003
6.3670000e-001 -1.7210545e-003 1.7210545e-003
6.3680000e-001 -1.7193351e-003 1.7193351e-003
6.3690000e-001 -1.7176175e-003 1.7176175e-003
6.3700000e-001 -1.7159016e-003 1.7159016e-003
6.3710000e-001 -1.7141874e-003 1.7141874e-003
6.3720000e-001 -1.7124749e-003 1.7124749e-003
6.3730000e-001 -1.7107642e-003 1.7107642e-003
6.3740000e-001 -1.7090551e-003 1.7090551e-003
6.3750000e-001 -1.7073478e-003 1.7073478e-003
6.3760000e-001 -1.7056421e-003 1.7056421e-003
6.3770000e-001 -1.7039382e-003 1.7039382e-003
6.3780000e-001 -1.7022360e-003 1.7022360e-003
6.3790000e-001 -1.7005354e-003 1.7005354e-003
6.3800000e-001 -1.6988366e-003 1.6988366e-003
6.3810000e-001 -1.6971394e-003 1.6971394e-003
6.3820000e-001 -1.6954440e-003 1.6954440e-003
6.3830000e-001 -1.6937502e-003 1.6937502e-003
6.3840000e-001 -1.6920582e-003 1.6920582e-003
6.3850000e-001 -1.6903678e-003 1.6903678e-003
6.3860000e-001 -1.6886791e-003 1.6886791e-003
6.3870000e-001 -1.6869922e-003 1.6869922e-003
6.3880000e-001 -1.6853068e-003 1.6853068e-003
6.3890000e-001 -1.6836232e-003 1.6836232e-003
6.3900000e-001 -1.6819413e-003 1.6819413e-003
6.3910000e-001 -1.6802610e-003 1.6802610e-003
6.3920000e-001 -1.6785824e-003 1.6785824e-003
6.3930000e-001 -1.6769055e-003 1.6769055e-003
6.3940000e-001 -1.6752303e-003 1.6752303e-003
6.3950000e-001 -1.6735567e-003 1.6735567e-003
6.3960000e-001 -1.6718849e-003 1.6718849e-003
6.3970000e-001 -1.6702146e-003 1.6702146e-003
6.3980000e-001 -1.6685461e-003 1.6685461e-003
6.3990000e-001 -1.6668792e-003 1.6668792e-003
6.4000000e-001 -1.6652140e-003 1.6652140e-003
6.4010000e-001 -1.6635505e-003 1.6635505e-003
6.4020000e-001 -1.6618886e-003 1.6618886e-003
6.4030000e-001 -1.6602283e-003 1.6602283e-003
6.4040000e-001 -1.6585698e-003 1.6585698e-003
6.4050000e-001 -1.6569129e-003 1.6569129e-003
6.4060000e-001 -1.6552576e-003 1.6552576e-003
6.4070000e-001 -1.6536040e-003 1.6536040e-003
6.4080000e-001 -1.6519520e-003 1.6519520e-003
6.4090000e-001 -1.6503017e-003 1.6503017e-003
6.4100000e-001 -1.6486531e-003 1.6486531e-003
6.4110000e-001 -1.6470061e-003 1.6470061e-003
6.4120000e-001 -1.6453607e-003 1.6453607e-003
6.4130000e-001 -1.6437170e-003 1.6437170e-003
6.4140000e-001 -1.6420749e-003 1.6420749e-003
6.4150000e-001 -1.6404345e-003 1.6404345e-003
6.4160000e-001 -1.6387957e-003 1.6387957e-003
6.4170000e-001 -1.6371585e-003 1.6371585e-003
6.4180000e-001 -1.6355230e-003 1.6355230e-003
6.4190000e-001 -1.6338891e-003 1.6338891e-003
6.4200000e-001 -1.6322569e-003 1.6322569e-003
6.4210000e-001 -1.6306262e-003 1.6306262e-003
6.4220000e-001 -1.6289972e-003 1.6289972e-003
6.4230000e-001 -1.6273699e-003 1.6273699e-003
6.4240000e-001 -1.6257441e-003 1.6257441e-003
6.4250000e-001 -1.6241200e-003 1.6241200e-003
6.4260000e-001 -1.6224975e-003 1.6224975e-003
6.4270000e-001 -1.6208766e-003 1.6208766e-003
6.4280000e-001 -1.6192574e-003 1.6192574e-003
6.4290000e-001 -1.6176397e-003 1.6176397e-003
6.4300000e-001 -1.6160237e-003 1.6160237e-003
6.4310000e-001 -1.6144093e-003 1.6144093e-003
6.4320000e-001 -1.6127965e-003 1.6127965e-003
6.4330000e-001 -1.6111853e-003 1.6111853e-003
6.4340000e-001 -1.6095758e-003 1.6095758e-003
6.4350000e-001 -1.6079678e-003 1.6079678e-003
6.4360000e-001 -1.6063614e-003 1.6063614e-003
6.4370000e-001 -1.6047567e-003 1.6047567e-003
6.4380000e-001 -1.6031535e-003 1.6031535e-003
6.4390000e-001 -1.6015520e-003 1.6015520e-003
6.4400000e-001 -1.5999520e-003 1.5999520e-003
6.4410000e-001 -1.5983537e-003 1.5983537e-003
6.4420000e-001 -1.5967569e-003 1.5967569e-003
6.4430000e-001 -1.5951617e-003 1.5951617e-003
6.4440000e-001 -1.5935682e-003 1.5935682e-003
6.4450000e-001 -1.5919762e-003 1.5919762e-003
6.4460000e-001 -1.5903858e-003 1.5903858e-003
6.4470000e-001 -1.5887970e-003 1.5887970e-003
6.4480000e-001 -1.5872098e-003 1.5872098e-003
6.4490000e-001 -1.5856242e-003 1.5856242e-003
6.4500000e-001 -1.5840401e-003 1.5840401e-003
6.4510000e-001 -1.5824577e-003 1.5824577e-003
6.4520000e-001 -1.5808768e-003 1.5808768e-003
6.4530000e-001 -1.5792975e-003 1.5792975e-003
6.4540000e-001 -1.5777198e-003 1.5777198e-003
6.4550000e-001 -1.5761436e-003 1.5761436e-003
6.4560000e-001 -1.5745691e-003 1.5745691e-003
6.4570000e-001 -1.5729961e-003 1.5729961e-003
6.4580000e-001 -1.5714246e-003 1.5714246e-003
6.4590000e-001 -1.5698548e-003 1.5698548e-003
6.4600000e-001 -1.5682865e-003 1.5682865e-003
6.4610000e-001 -1.5667198e-003 1.5667198e-003
6.4620000e-001 -1.5651546e-003 1.5651546e-003
6.4630000e-001 -1.5635910e-003 1.5635910e-003
6.4640000e-001 -1.5620290e-003 1.5620290e-003
6.4650000e-001 -1.5604685e-003 1.5604685e-003
6.4660000e-001 -1.5589096e-003 1.5589096e-003
6.4670000e-001 -1.5573523e-003 1.5573523e-003
6.4680000e-001 -1.5557965e-003 1.5557965e-003
6.4690000e-001 -1.5542422e-003 1.5542422e-003
6.4700000e-001 -1.5526896e-003 1.5526896e-003
6.4710000e-001 -1.5511384e-003 1.5511384e-003
6.4720000e-001 -1.5495888e-003 1.5495888e-003
6.4730000e-001 -1.5480408e-003 1.5480408e-003
6.4740000e-001 -1.5464943e-003 1.5464943e-003
6.4750000e-001 -1.5449493e-003 1.5449493e-003
6.4760000e-001 -1.5434059e-003 1.5434059e-003
6.4770000e-001 -1.5418641e-003 1.5418641e-003
6.4780000e-001 -1.5403237e-003 1.5403237e-003
6.4790000e-001 -1.5387850e-003 1.5387850e-003
6.4800000e-001 -1.5372477e-003 1.5372477e-003
6.4810000e-001 -1.5357120e-003 1.5357120e-003
6.4820000e-001 -1.5341778e-003 1.5341778e-003
6.4830000e-001 -1.5326452e-003 1.5326452e-003
6.4840000e-001 -1.5311141e-003 1.5311141e-003
6.4850000e-001 -1.5295845e-003 1.5295845e-003
