t 1 jL0300
2.6720000e-001 -6.9137058e-002 6.9137058e-002
2.6730000e-001 -6.9067990e-002 6.9067990e-002
2.6740000e-001 -6.8998991e-002 6.8998991e-002
2.6750000e-001 -6.8930061e-002 6.8930061e-002
2.6760000e-001 -6.8861200e-002 6.8861200e-002
2.6770000e-001 -6.8792408e-002 6.8792408e-002
2.6780000e-001 -6.8723684e-002 6.8723684e-002
2.6790000e-001 -6.8655029e-002 6.8655029e-002
2.6800000e-001 -6.8586443e-002 6.8586443e-002
2.6810000e-001 -6.8517925e-002 6.8517925e-002
2.6820000e-001 -6.8449475e-002 6.8449475e-002
2.6830000e-001 -6.8381094e-002 6.8381094e-002
2.6840000e-001 -6.8312781e-002 6.8312781e-002
2.6850000e-001 -6.8244537e-002 6.8244537e-002
2.6860000e-001 -6.8176360e-002 6.8176360e-002
2.6870000e-001 -6.8108252e-002 6.8108252e-002
2.6880000e-001 -6.8040212e-002 6.8040212e-002
2.6890000e-001 -6.7972240e-002 6.7972240e-002
2.6900000e-001 -6.7904335e-002 6.7904335e-002
2.6910000e-001 -6.7836499e-002 6.7836499e-002
2.6920000e-001 -6.7768730e-002 6.7768730e-002
2.6930000e-001 -6.7701029e-002 6.7701029e-002
2.6940000e-001 -6.7633396e-002 6.7633396e-002
2.6950000e-001 -6.7565830e-002 6.7565830e-002
2.6960000e-001 -6.7498332e-002 6.7498332e-002
2.6970000e-001 -6.7430901e-002 6.7430901e-002
2.6980000e-001 -6.7363537e-002 6.7363537e-002
2.6990000e-001 -6.7296241e-002 6.7296241e-002
2.7000000e-001 -6.7229012e-002 6.7229012e-002
2.7010000e-001 -6.7161850e-002 6.7161850e-002
2.7020000e-001 -6.7094755e-002 6.7094755e-002
2.7030000e-001 -6.7027728e-002 6.7027728e-002
2.7040000e-001 -6.6960767e-002 6.6960767e-002
2.7050000e-001 -6.6893873e-002 6.6893873e-002
2.7060000e-001 -6.6827046e-002 6.6827046e-002
2.7070000e-001 -6.6760286e-002 6.6760286e-002
2.7080000e-001 -6.6693592e-002 6.6693592e-002
2.7090000e-001 -6.6626965e-002 6.6626965e-002
2.7100000e-001 -6.6560405e-002 6.6560405e-002
2.7110000e-001 -6.6493911e-002 6.6493911e-002
2.7120000e-001 -6.6427483e-002 6.6427483e-002
2.7130000e-001 -6.6361122e-002 6.6361122e-002
2.7140000e-001 -6.6294827e-002 6.6294827e-002
2.7150000e-001 -6.6228599e-002 6.6228599e-002
2.7160000e-001 -6.6162436e-002 6.6162436e-002
2.7170000e-001 -6.6096340e-002 6.6096340e-002
2.7180000e-001 -6.6030310e-002 6.6030310e-002
2.7190000e-001 -6.5964345e-002 6.5964345e-002
2.7200000e-001 -6.5898447e-002 6.5898447e-002
2.7210000e-001 -6.5832614e-002 6.5832614e-002
2.7220000e-001 -6.5766847e-002 6.5766847e-002
2.7230000e-001 -6.5701146e-002 6.5701146e-002
2.7240000e-001 -6.5635511e-002 6.5635511e-002
2.7250000e-001 -6.5569941e-002 6.5569941e-002
2.7260000e-001 -6.5504436e-002 6.5504436e-002
2.7270000e-001 -6.5438997e-002 6.5438997e-002
2.7280000e-001 -6.5373624e-002 6.5373624e-002
2.7290000e-001 -6.5308315e-002 6.5308315e-002
2.7300000e-001 -6.5243072e-002 6.5243072e-002
2.7310000e-001 -6.5177894e-002 6.5177894e-002
2.7320000e-001 -6.5112782e-002 6.5112782e-002
2.7330000e-001 -6.5047734e-002 6.5047734e-002
2.7340000e-001 -6.4982751e-002 6.4982751e-002
2.7350000e-001 -6.4917833e-002 6.4917833e-002
2.7360000e-001 -6.4852980e-002 6.4852980e-002
2.7370000e-001 -6.4788192e-002 6.4788192e-002
2.7380000e-001 -6.4723469e-002 6.4723469e-002
2.7390000e-001 -6.4658810e-002 6.4658810e-002
2.7400000e-001 -6.4594216e-002 6.4594216e-002
2.7410000e-001 -6.4529686e-002 6.4529686e-002
2.7420000e-001 -6.4465221e-002 6.4465221e-002
2.7430000e-001 -6.4400820e-002 6.4400820e-002
2.7440000e-001 -6.4336483e-002 6.4336483e-002
2.7450000e-001 -6.4272211e-002 6.4272211e-002
2.7460000e-001 -6.4208003e-002 6.4208003e-002
2.7470000e-001 -6.4143859e-002 6.4143859e-002
2.7480000e-001 -6.4079780e-002 6.4079780e-002
2.7490000e-001 -6.4015764e-002 6.4015764e-002
2.7500000e-001 -6.3951812e-002 6.3951812e-002
2.7510000e-001 -6.3887924e-002 6.3887924e-002
2.7520000e-001 -6.3824100e-002 6.3824100e-002
2.7530000e-001 -6.3760340e-002 6.3760340e-002
2.7540000e-001 -6.3696643e-002 6.3696643e-002
2.7550000e-001 -6.3633010e-002 6.3633010e-002
2.7560000e-001 -6.3569441e-002 6.3569441e-002
2.7570000e-001 -6.3505935e-002 6.3505935e-002
2.7580000e-001 -6.3442492e-002 6.3442492e-002
2.7590000e-001 -6.3379113e-002 6.3379113e-002
2.7600000e-001 -6.3315797e-002 6.3315797e-002
2.7610000e-001 -6.3252545e-002 6.3252545e-002
2.7620000e-001 -6.3189355e-002 6.3189355e-002
2.7630000e-001 -6.3126229e-002 6.3126229e-002
2.7640000e-001 -6.3063166e-002 6.3063166e-002
2.7650000e-001 -6.3000166e-002 6.3000166e-002
2.7660000e-001 -6.2937229e-002 6.2937229e-002
2.7670000e-001 -6.2874354e-002 6.2874354e-002
2.7680000e-001 -6.2811543e-002 6.2811543e-002
2.7690000e-001 -6.2748794e-002 6.2748794e-002
2.7700000e-001 -6.2686108e-002 6.2686108e-002
2.7710000e-001 -6.2623484e-002 6.2623484e-002
2.7720000e-001 -6.2560923e-002 6.2560923e-002
2.7730000e-001 -6.2498425e-002 6.2498425e-002
2.7740000e-001 -6.2435989e-002 6.2435989e-002
2.7750000e-001 -6.2373615e-002 6.2373615e-002
2.7760000e-001 -6.2311304e-002 6.2311304e-002
2.7770000e-001 -6.2249055e-002 6.2249055e-002
2.7780000e-001 -6.2186868e-002 6.2186868e-002
2.7790000e-001 -6.2124743e-002 6.2124743e-002
2.7800000e-001 -6.2062681e-002 6.2062681e-002
2.7810000e-001 -6.2000680e-002 6.2000680e-002
2.7820000e-001 -6.1938741e-002 6.1938741e-002
2.7830000e-001 -6.1876864e-002 6.1876864e-002
2.7840000e-001 -6.1815049e-002 6.1815049e-002
2.7850000e-001 -6.1753296e-002 6.1753296e-002
2.7860000e-001 -6.1691604e-002 6.1691604e-002
2.7870000e-001 -6.1629974e-002 6.1629974e-002
2.7880000e-001 -6.1568406e-002 6.1568406e-002
2.7890000e-001 -6.1506899e-002 6.1506899e-002
2.7900000e-001 -6.1445454e-002 6.1445454e-002
2.7910000e-001 -6.1384070e-002 6.1384070e-002
2.7920000e-001 -6.1322747e-002 6.1322747e-002
2.7930000e-001 -6.1261485e-002 6.1261485e-002
2.7940000e-001 -6.1200285e-002 6.1200285e-002
2.7950000e-001 -6.1139146e-002 6.1139146e-002
2.7960000e-001 -6.1078068e-002 6.1078068e-002
2.7970000e-001 -6.1017051e-002 6.1017051e-002
2.7980000e-001 -6.0956095e-002 6.0956095e-002
2.7990000e-001 -6.0895200e-002 6.0895200e-002
2.8000000e-001 -6.0834365e-002 6.0834365e-002
2.8010000e-001 -6.0773592e-002 6.0773592e-002
2.8020000e-001 -6.0712879e-002 6.0712879e-002
2.8030000e-001 -6.0652226e-002 6.0652226e-002
2.8040000e-001 -6.0591635e-002 6.0591635e-002
2.8050000e-001 -6.0531104e-002 6.0531104e-002
2.8060000e-001 -6.0470633e-002 6.0470633e-002
2.8070000e-001 -6.0410223e-002 6.0410223e-002
2.8080000e-001 -6.0349873e-002 6.0349873e-002
2.8090000e-001 -6.0289583e-002 6.0289583e-002
2.8100000e-001 -6.0229354e-002 6.0229354e-002
2.8110000e-001 -6.0169185e-002 6.0169185e-002
2.8120000e-001 -6.0109076e-002 6.0109076e-002
2.8130000e-001 -6.0049027e-002 6.0049027e-002
2.8140000e-001 -5.9989038e-002 5.9989038e-002
2.8150000e-001 -5.9929109e-002 5.9929109e-002
2.8160000e-001 -5.9869239e-002 5.9869239e-002
2.8170000e-001 -5.9809430e-002 5.9809430e-002
2.8180000e-001 -5.9749680e-002 5.9749680e-002
2.8190000e-001 -5.9689990e-002 5.9689990e-002
2.8200000e-001 -5.9630360e-002 5.9630360e-002
2.8210000e-001 -5.9570789e-002 5.9570789e-002
2.8220000e-001 -5.9511278e-002 5.9511278e-002
2.8230000e-001 -5.9451826e-002 5.9451826e-002
2.8240000e-001 -5.9392434e-002 5.9392434e-002
2.8250000e-001 -5.9333101e-002 5.9333101e-002
2.8260000e-001 -5.9273827e-002 5.9273827e-002
2.8270000e-001 -5.9214612e-002 5.9214612e-002
2.8280000e-001 -5.9155457e-002 5.9155457e-002
2.8290000e-001 -5.9096360e-002 5.9096360e-002
2.8300000e-001 -5.9037323e-002 5.9037323e-002
2.8310000e-001 -5.8978345e-002 5.8978345e-002
2.8320000e-001 -5.8919425e-002 5.8919425e-002
2.8330000e-001 -5.8860565e-002 5.8860565e-002
2.8340000e-001 -5.8801763e-002 5.8801763e-002
2.8350000e-001 -5.8743020e-002 5.8743020e-002
2.8360000e-001 -5.8684335e-002 5.8684335e-002
2.8370000e-001 -5.8625710e-002 5.8625710e-002
2.8380000e-001 -5.8567143e-002 5.8567143e-002
2.8390000e-001 -5.8508634e-002 5.8508634e-002
2.8400000e-001 -5.8450184e-002 5.8450184e-002
2.8410000e-001 -5.8391792e-002 5.8391792e-002
2.8420000e-001 -5.8333459e-002 5.8333459e-002
2.8430000e-001 -5.8275183e-002 5.8275183e-002
2.8440000e-001 -5.8216966e-002 5.8216966e-002
2.8450000e-001 -5.8158808e-002 5.8158808e-002
2.8460000e-001 -5.8100707e-002 5.8100707e-002
2.8470000e-001 -5.8042664e-002 5.8042664e-002
2.8480000e-001 -5.7984680e-002 5.7984680e-002
2.8490000e-001 -5.7926753e-002 5.7926753e-002
2.8500000e-001 -5.7868884e-002 5.7868884e-002
2.8510000e-001 -5.7811073e-002 5.7811073e-002
2.8520000e-001 -5.7753320e-002 5.7753320e-002
2.8530000e-001 -5.7695624e-002 5.7695624e-002
2.8540000e-001 -5.7637986e-002 5.7637986e-002
2.8550000e-001 -5.7580406e-002 5.7580406e-002
2.8560000e-001 -5.7522883e-002 5.7522883e-002
2.8570000e-001 -5.7465417e-002 5.7465417e-002
2.8580000e-001 -5.7408009e-002 5.7408009e-002
2.8590000e-001 -5.7350659e-002 5.7350659e-002
2.8600000e-001 -5.7293365e-002 5.7293365e-002
2.8610000e-001 -5.7236129e-002 5.7236129e-002
2.8620000e-001 -5.7178950e-002 5.7178950e-002
2.8630000e-001 -5.7121828e-002 5.7121828e-002
2.8640000e-001 -5.7064764e-002 5.7064764e-002
2.8650000e-001 -5.7007756e-002 5.7007756e-002
2.8660000e-001 -5.6950805e-002 5.6950805e-002
2.8670000e-001 -5.6893911e-002 5.6893911e-002
2.8680000e-001 -5.6837074e-002 5.6837074e-002
2.8690000e-001 -5.6780294e-002 5.6780294e-002
2.8700000e-001 -5.6723570e-002 5.6723570e-002
2.8710000e-001 -5.6666903e-002 5.6666903e-002
2.8720000e-001 -5.6610293e-002 5.6610293e-002
2.8730000e-001 -5.6553739e-002 5.6553739e-002
2.8740000e-001 -5.6497242e-002 5.6497242e-002
2.8750000e-001 -5.6440801e-002 5.6440801e-002
2.8760000e-001 -5.6384417e-002 5.6384417e-002
2.8770000e-001 -5.6328089e-002 5.6328089e-002
2.8780000e-001 -5.6271817e-002 5.6271817e-002
2.8790000e-001 -5.6215601e-002 5.6215601e-002
2.8800000e-001 -5.6159442e-002 5.6159442e-002
2.8810000e-001 -5.6103338e-002 5.6103338e-002
2.8820000e-001 -5.6047291e-002 5.6047291e-002
2.8830000e-001 -5.5991300e-002 5.5991300e-002
2.8840000e-001 -5.5935364e-002 5.5935364e-002
2.8850000e-001 -5.5879485e-002 5.5879485e-002
2.8860000e-001 -5.5823661e-002 5.5823661e-002
2.8870000e-001 -5.5767893e-002 5.5767893e-002
2.8880000e-001 -5.5712181e-002 5.5712181e-002
2.8890000e-001 -5.5656525e-002 5.5656525e-002
2.8900000e-001 -5.5600924e-002 5.5600924e-002
2.8910000e-001 -5.5545378e-002 5.5545378e-002
2.8920000e-001 -5.5489889e-002 5.5489889e-002
2.8930000e-001 -5.5434454e-002 5.5434454e-002
2.8940000e-001 -5.5379075e-002 5.5379075e-002
2.8950000e-001 -5.5323751e-002 5.5323751e-002
2.8960000e-001 -5.5268483e-002 5.5268483e-002
2.8970000e-001 -5.5213269e-002 5.5213269e-002
2.8980000e-001 -5.5158111e-002 5.5158111e-002
2.8990000e-001 -5.5103008e-002 5.5103008e-002
2.9000000e-001 -5.5047960e-002 5.5047960e-002
2.9010000e-001 -5.4992967e-002 5.4992967e-002
2.9020000e-001 -5.4938029e-002 5.4938029e-002
2.9030000e-001 -5.4883146e-002 5.4883146e-002
2.9040000e-001 -5.4828318e-002 5.4828318e-002
2.9050000e-001 -5.4773544e-002 5.4773544e-002
2.9060000e-001 -5.4718826e-002 5.4718826e-002
2.9070000e-001 -5.4664161e-002 5.4664161e-002
2.9080000e-001 -5.4609552e-002 5.4609552e-002
2.9090000e-001 -5.4554997e-002 5.4554997e-002
2.9100000e-001 -5.4500496e-002 5.4500496e-002
2.9110000e-001 -5.4446050e-002 5.4446050e-002
2.9120000e-001 -5.4391659e-002 5.4391659e-002
2.9130000e-001 -5.4337321e-002 5.4337321e-002
2.9140000e-001 -5.4283038e-002 5.4283038e-002
2.9150000e-001 -5.4228809e-002 5.4228809e-002
2.9160000e-001 -5.4174635e-002 5.4174635e-002
2.9170000e-001 -5.4120514e-002 5.4120514e-002
2.9180000e-001 -5.4066448e-002 5.4066448e-002
2.9190000e-001 -5.4012435e-002 5.4012435e-002
2.9200000e-001 -5.3958477e-002 5.3958477e-002
2.9210000e-001 -5.3904572e-002 5.3904572e-002
2.9220000e-001 -5.3850722e-002 5.3850722e-002
2.9230000e-001 -5.3796925e-002 5.3796925e-002
2.9240000e-001 -5.3743182e-002 5.3743182e-002
2.9250000e-001 -5.3689492e-002 5.3689492e-002
2.9260000e-001 -5.3635856e-002 5.3635856e-002
2.9270000e-001 -5.3582274e-002 5.3582274e-002
2.9280000e-001 -5.3528745e-002 5.3528745e-002
2.9290000e-001 -5.3475270e-002 5.3475270e-002
2.9300000e-001 -5.3421848e-002 5.3421848e-002
2.9310000e-001 -5.3368480e-002 5.3368480e-002
2.9320000e-001 -5.3315164e-002 5.3315164e-002
2.9330000e-001 -5.3261903e-002 5.3261903e-002
2.9340000e-001 -5.3208694e-002 5.3208694e-002
2.9350000e-001 -5.3155538e-002 5.3155538e-002
2.9360000e-001 -5.3102436e-002 5.3102436e-002
2.9370000e-001 -5.3049386e-002 5.3049386e-002
2.9380000e-001 -5.2996390e-002 5.2996390e-002
2.9390000e-001 -5.2943447e-002 5.2943447e-002
2.9400000e-001 -5.2890556e-002 5.2890556e-002
2.9410000e-001 -5.2837718e-002 5.2837718e-002
2.9420000e-001 -5.2784933e-002 5.2784933e-002
2.9430000e-001 -5.2732201e-002 5.2732201e-002
2.9440000e-001 -5.2679522e-002 5.2679522e-002
2.9450000e-001 -5.2626895e-002 5.2626895e-002
2.9460000e-001 -5.2574321e-002 5.2574321e-002
2.9470000e-001 -5.2521799e-002 5.2521799e-002
2.9480000e-001 -5.2469329e-002 5.2469329e-002
2.9490000e-001 -5.2416912e-002 5.2416912e-002
2.9500000e-001 -5.2364548e-002 5.2364548e-002
2.9510000e-001 -5.2312236e-002 5.2312236e-002
2.9520000e-001 -5.2259976e-002 5.2259976e-002
2.9530000e-001 -5.2207768e-002 5.2207768e-002
2.9540000e-001 -5.2155612e-002 5.2155612e-002
2.9550000e-001 -5.2103509e-002 5.2103509e-002
2.9560000e-001 -5.2051457e-002 5.2051457e-002
2.9570000e-001 -5.1999458e-002 5.1999458e-002
2.9580000e-001 -5.1947510e-002 5.1947510e-002
2.9590000e-001 -5.1895615e-002 5.1895615e-002
2.9600000e-001 -5.1843771e-002 5.1843771e-002
2.9610000e-001 -5.1791979e-002 5.1791979e-002
2.9620000e-001 -5.1740239e-002 5.1740239e-002
2.9630000e-001 -5.1688550e-002 5.1688550e-002
2.9640000e-001 -5.1636913e-002 5.1636913e-002
2.9650000e-001 -5.1585328e-002 5.1585328e-002
2.9660000e-001 -5.1533794e-002 5.1533794e-002
2.9670000e-001 -5.1482312e-002 5.1482312e-002
2.9680000e-001 -5.1430881e-002 5.1430881e-002
2.9690000e-001 -5.1379502e-002 5.1379502e-002
2.9700000e-001 -5.1328173e-002 5.1328173e-002
2.9710000e-001 -5.1276896e-002 5.1276896e-002
2.9720000e-001 -5.1225671e-002 5.1225671e-002
2.9730000e-001 -5.1174496e-002 5.1174496e-002
2.9740000e-001 -5.1123373e-002 5.1123373e-002
2.9750000e-001 -5.1072301e-002 5.1072301e-002
2.9760000e-001 -5.1021279e-002 5.1021279e-002
2.9770000e-001 -5.0970309e-002 5.0970309e-002
2.9780000e-001 -5.0919390e-002 5.0919390e-002
2.9790000e-001 -5.0868521e-002 5.0868521e-002
2.9800000e-001 -5.0817703e-002 5.0817703e-002
2.9810000e-001 -5.0766936e-002 5.0766936e-002
2.9820000e-001 -5.0716220e-002 5.0716220e-002
2.9830000e-001 -5.0665555e-002 5.0665555e-002
2.9840000e-001 -5.0614940e-002 5.0614940e-002
2.9850000e-001 -5.0564375e-002 5.0564375e-002
2.9860000e-001 -5.0513862e-002 5.0513862e-002
2.9870000e-001 -5.0463398e-002 5.0463398e-002
2.9880000e-001 -5.0412985e-002 5.0412985e-002
2.9890000e-001 -5.0362623e-002 5.0362623e-002
2.9900000e-001 -5.0312310e-002 5.0312310e-002
2.9910000e-001 -5.0262048e-002 5.0262048e-002
2.9920000e-001 -5.0211836e-002 5.0211836e-002
2.9930000e-001 -5.0161675e-002 5.0161675e-002
2.9940000e-001 -5.0111563e-002 5.0111563e-002
2.9950000e-001 -5.0061502e-002 5.0061502e-002
2.9960000e-001 -5.0011490e-002 5.0011490e-002
2.9970000e-001 -4.9961529e-002 4.9961529e-002
2.9980000e-001 -4.9911617e-002 4.9911617e-002
2.9990000e-001 -4.9861755e-002 4.9861755e-002
3.0000000e-001 -4.9811943e-002 4.9811943e-002
3.0010000e-001 -4.9762181e-002 4.9762181e-002
3.0020000e-001 -4.9712469e-002 4.9712469e-002
3.0030000e-001 -4.9662806e-002 4.9662806e-002
3.0040000e-001 -4.9613193e-002 4.9613193e-002
3.0050000e-001 -4.9563629e-002 4.9563629e-002
3.0060000e-001 -4.9514115e-002 4.9514115e-002
3.0070000e-001 -4.9464650e-002 4.9464650e-002
3.0080000e-001 -4.9415235e-002 4.9415235e-002
3.0090000e-001 -4.9365869e-002 4.9365869e-002
3.0100000e-001 -4.9316553e-002 4.9316553e-002
3.0110000e-001 -4.9267285e-002 4.9267285e-002
3.0120000e-001 -4.9218067e-002 4.9218067e-002
3.0130000e-001 -4.9168898e-002 4.9168898e-002
3.0140000e-001 -4.9119779e-002 4.9119779e-002
3.0150000e-001 -4.9070708e-002 4.9070708e-002
3.0160000e-001 -4.9021686e-002 4.9021686e-002
3.0170000e-001 -4.8972713e-002 4.8972713e-002
3.0180000e-001 -4.8923790e-002 4.8923790e-002
3.0190000e-001 -4.8874915e-002 4.8874915e-002
3.0200000e-001 -4.8826089e-002 4.8826089e-002
3.0210000e-001 -4.8777311e-002 4.8777311e-002
3.0220000e-001 -4.8728583e-002 4.8728583e-002
3.0230000e-001 -4.8679903e-002 4.8679903e-002
3.0240000e-001 -4.8631272e-002 4.8631272e-002
3.0250000e-001 -4.8582689e-002 4.8582689e-002
3.0260000e-001 -4.8534155e-002 4.8534155e-002
3.0270000e-001 -4.8485669e-002 4.8485669e-002
3.0280000e-001 -4.8437232e-002 4.8437232e-002
3.0290000e-001 -4.8388843e-002 4.8388843e-002
3.0300000e-001 -4.8340502e-002 4.8340502e-002
3.0310000e-001 -4.8292210e-002 4.8292210e-002
3.0320000e-001 -4.8243966e-002 4.8243966e-002
3.0330000e-001 -4.8195771e-002 4.8195771e-002
3.0340000e-001 -4.8147623e-002 4.8147623e-002
3.0350000e-001 -4.8099523e-002 4.8099523e-002
3.0360000e-001 -4.8051472e-002 4.8051472e-002
3.0370000e-001 -4.8003468e-002 4.8003468e-002
3.0380000e-001 -4.7955513e-002 4.7955513e-002
3.0390000e-001 -4.7907605e-002 4.7907605e-002
3.0400000e-001 -4.7859746e-002 4.7859746e-002
3.0410000e-001 -4.7811934e-002 4.7811934e-002
3.0420000e-001 -4.7764169e-002 4.7764169e-002
3.0430000e-001 -4.7716453e-002 4.7716453e-002
3.0440000e-001 -4.7668784e-002 4.7668784e-002
3.0450000e-001 -4.7621163e-002 4.7621163e-002
3.0460000e-001 -4.7573589e-002 4.7573589e-002
3.0470000e-001 -4.7526063e-002 4.7526063e-002
3.0480000e-001 -4.7478585e-002 4.7478585e-002
3.0490000e-001 -4.7431154e-002 4.7431154e-002
3.0500000e-001 -4.7383770e-002 4.7383770e-002
3.0510000e-001 -4.7336433e-002 4.7336433e-002
3.0520000e-001 -4.7289144e-002 4.7289144e-002
3.0530000e-001 -4.7241902e-002 4.7241902e-002
3.0540000e-001 -4.7194708e-002 4.7194708e-002
3.0550000e-001 -4.7147560e-002 4.7147560e-002
3.0560000e-001 -4.7100460e-002 4.7100460e-002
3.0570000e-001 -4.7053406e-002 4.7053406e-002
3.0580000e-001 -4.7006400e-002 4.7006400e-002
3.0590000e-001 -4.6959440e-002 4.6959440e-002
3.0600000e-001 -4.6912528e-002 4.6912528e-002
3.0610000e-001 -4.6865662e-002 4.6865662e-002
3.0620000e-001 -4.6818843e-002 4.6818843e-002
3.0630000e-001 -4.6772071e-002 4.6772071e-002
3.0640000e-001 -4.6725346e-002 4.6725346e-002
3.0650000e-001 -4.6678667e-002 4.6678667e-002
3.0660000e-001 -4.6632035e-002 4.6632035e-002
3.0670000e-001 -4.6585450e-002 4.6585450e-002
3.0680000e-001 -4.6538911e-002 4.6538911e-002
3.0690000e-001 -4.6492419e-002 4.6492419e-002
3.0700000e-001 -4.6445973e-002 4.6445973e-002
3.0710000e-001 -4.6399573e-002 4.6399573e-002
3.0720000e-001 -4.6353220e-002 4.6353220e-002
3.0730000e-001 -4.6306913e-002 4.6306913e-002
3.0740000e-001 -4.6260652e-002 4.6260652e-002
3.0750000e-001 -4.6214438e-002 4.6214438e-002
3.0760000e-001 -4.6168269e-002 4.6168269e-002
3.0770000e-001 -4.6122147e-002 4.6122147e-002
3.0780000e-001 -4.6076071e-002 4.6076071e-002
3.0790000e-001 -4.6030041e-002 4.6030041e-002
3.0800000e-001 -4.5984057e-002 4.5984057e-002
3.0810000e-001 -4.5938119e-002 4.5938119e-002
3.0820000e-001 -4.5892227e-002 4.5892227e-002
3.0830000e-001 -4.5846380e-002 4.5846380e-002
3.0840000e-001 -4.5800580e-002 4.5800580e-002
3.0850000e-001 -4.5754825e-002 4.5754825e-002
3.0860000e-001 -4.5709116e-002 4.5709116e-002
3.0870000e-001 -4.5663452e-002 4.5663452e-002
3.0880000e-001 -4.5617835e-002 4.5617835e-002
3.0890000e-001 -4.5572262e-002 4.5572262e-002
3.0900000e-001 -4.5526736e-002 4.5526736e-002
3.0910000e-001 -4.5481254e-002 4.5481254e-002
3.0920000e-001 -4.5435819e-002 4.5435819e-002
3.0930000e-001 -4.5390428e-002 4.5390428e-002
3.0940000e-001 -4.5345083e-002 4.5345083e-002
3.0950000e-001 -4.5299783e-002 4.5299783e-002
3.0960000e-001 -4.5254529e-002 4.5254529e-002
3.0970000e-001 -4.5209319e-002 4.5209319e-002
3.0980000e-001 -4.5164155e-002 4.5164155e-002
3.0990000e-001 -4.5119036e-002 4.5119036e-002
3.1000000e-001 -4.5073962e-002 4.5073962e-002
3.1010000e-001 -4.5028933e-002 4.5028933e-002
3.1020000e-001 -4.4983949e-002 4.4983949e-002
3.1030000e-001 -4.4939010e-002 4.4939010e-002
3.1040000e-001 -4.4894116e-002 4.4894116e-002
3.1050000e-001 -4.4849267e-002 4.4849267e-002
3.1060000e-001 -4.4804463e-002 4.4804463e-002
3.1070000e-001 -4.4759703e-002 4.4759703e-002
3.1080000e-001 -4.4714988e-002 4.4714988e-002
3.1090000e-001 -4.4670318e-002 4.4670318e-002
3.1100000e-001 -4.4625692e-002 4.4625692e-002
3.1110000e-001 -4.4581111e-002 4.4581111e-002
3.1120000e-001 -4.4536574e-002 4.4536574e-002
3.1130000e-001 -4.4492082e-002 4.4492082e-002
3.1140000e-001 -4.4447634e-002 4.4447634e-002
3.1150000e-001 -4.4403231e-002 4.4403231e-002
3.1160000e-001 -4.4358872e-002 4.4358872e-002
3.1170000e-001 -4.4314558e-002 4.4314558e-002
3.1180000e-001 -4.4270287e-002 4.4270287e-002
3.1190000e-001 -4.4226061e-002 4.4226061e-002
3.1200000e-001 -4.4181880e-002 4.4181880e-002
3.1210000e-001 -4.4137742e-002 4.4137742e-002
3.1220000e-001 -4.4093648e-002 4.4093648e-002
3.1230000e-001 -4.4049599e-002 4.4049599e-002
3.1240000e-001 -4.4005593e-002 4.4005593e-002
3.1250000e-001 -4.3961631e-002 4.3961631e-002
3.1260000e-001 -4.3917714e-002 4.3917714e-002
3.1270000e-001 -4.3873840e-002 4.3873840e-002
3.1280000e-001 -4.3830010e-002 4.3830010e-002
3.1290000e-001 -4.3786224e-002 4.3786224e-002
3.1300000e-001 -4.3742481e-002 4.3742481e-002
3.1310000e-001 -4.3698782e-002 4.3698782e-002
3.1320000e-001 -4.3655127e-002 4.3655127e-002
3.1330000e-001 -4.3611516e-002 4.3611516e-002
3.1340000e-001 -4.3567948e-002 4.3567948e-002
3.1350000e-001 -4.3524423e-002 4.3524423e-002
3.1360000e-001 -4.3480942e-002 4.3480942e-002
3.1370000e-001 -4.3437505e-002 4.3437505e-002
3.1380000e-001 -4.3394111e-002 4.3394111e-002
3.1390000e-001 -4.3350760e-002 4.3350760e-002
3.1400000e-001 -4.3307452e-002 4.3307452e-002
3.1410000e-001 -4.3264188e-002 4.3264188e-002
3.1420000e-001 -4.3220967e-002 4.3220967e-002
3.1430000e-001 -4.3177790e-002 4.3177790e-002
3.1440000e-001 -4.3134655e-002 4.3134655e-002
3.1450000e-001 -4.3091563e-002 4.3091563e-002
3.1460000e-001 -4.3048515e-002 4.3048515e-002
3.1470000e-001 -4.3005509e-002 4.3005509e-002
3.1480000e-001 -4.2962547e-002 4.2962547e-002
3.1490000e-001 -4.2919627e-002 4.2919627e-002
3.1500000e-001 -4.2876750e-002 4.2876750e-002
3.1510000e-001 -4.2833916e-002 4.2833916e-002
3.1520000e-001 -4.2791125e-002 4.2791125e-002
3.1530000e-001 -4.2748377e-002 4.2748377e-002
3.1540000e-001 -4.2705671e-002 4.2705671e-002
3.1550000e-001 -4.2663008e-002 4.2663008e-002
3.1560000e-001 -4.2620388e-002 4.2620388e-002
3.1570000e-001 -4.2577810e-002 4.2577810e-002
3.1580000e-001 -4.2535275e-002 4.2535275e-002
3.1590000e-001 -4.2492782e-002 4.2492782e-002
3.1600000e-001 -4.2450332e-002 4.2450332e-002
3.1610000e-001 -4.2407924e-002 4.2407924e-002
3.1620000e-001 -4.2365558e-002 4.2365558e-002
3.1630000e-001 -4.2323235e-002 4.2323235e-002
3.1640000e-001 -4.2280954e-002 4.2280954e-002
3.1650000e-001 -4.2238715e-002 4.2238715e-002
3.1660000e-001 -4.2196519e-002 4.2196519e-002
3.1670000e-001 -4.2154364e-002 4.2154364e-002
3.1680000e-001 -4.2112252e-002 4.2112252e-002
3.1690000e-001 -4.2070182e-002 4.2070182e-002
3.1700000e-001 -4.2028154e-002 4.2028154e-002
