t 1 2 3 4 5 jO1 jO2 
0.00264 -0.0193401 0.0563677 -0.0193401 -0.0386801 -0.0193401 3.86801e-06 -9.50478e-06
0.00265 -0.0179625 0.0757077 -0.0179625 -0.0359251 -0.0179625 3.59251e-06 -1.11633e-05
0.00266 -0.0163447 0.0936703 -0.0163447 -0.0326894 -0.0163447 3.26894e-06 -1.2636e-05
0.00267 -0.0145134 0.110015 -0.0145134 -0.0290268 -0.0145134 2.90268e-06 -1.39042e-05
0.00268 -0.0124983 0.124528 -0.0124983 -0.0249966 -0.0124983 2.49966e-06 -1.49525e-05
0.00269 -0.0103313 0.137027 -0.0103313 -0.0206625 -0.0103313 2.06625e-06 -1.57689e-05
0.0027 -0.00804591 0.147358 -0.00804591 -0.0160918 -0.00804591 1.60918e-06 -1.6345e-05
0.00271 -0.00567707 0.155404 -0.00567707 -0.0113541 -0.00567707 1.13541e-06 -1.66758e-05
0.00272 -0.00326029 0.161081 -0.00326029 -0.00652058 -0.00326029 6.52058e-07 -1.67601e-05
0.00273 -0.000831282 0.164341 -0.000831282 -0.00166256 -0.000831282 1.66256e-07 -1.66004e-05
0.00274 0.00157457 0.165172 0.00157457 0.00314914 0.00157457 -3.14914e-07 -1.62023e-05
0.00275 0.00392273 0.163598 0.00392273 0.00784546 0.00392273 -7.84546e-07 -1.55752e-05
0.00276 0.00618001 0.159675 0.00618001 0.01236 0.00618001 -1.236e-06 -1.47315e-05
0.00277 0.00831501 0.153495 0.00831501 0.01663 0.00831501 -1.663e-06 -1.36865e-05
0.00278 0.0102986 0.14518 0.0102986 0.0205971 0.0102986 -2.05971e-06 -1.24583e-05
0.00279 0.0121041 0.134882 0.0121041 0.0242082 0.0121041 -2.42082e-06 -1.10673e-05
0.0028 0.0137081 0.122777 0.0137081 0.0274162 0.0137081 -2.74162e-06 -9.53613e-06
0.00281 0.0150901 0.109069 0.0150901 0.0301802 0.0150901 -3.01802e-06 -7.88891e-06
0.00282 0.0162334 0.0939792 0.0162334 0.0324669 0.0162334 -3.24669e-06 -6.15123e-06
0.00283 0.0171249 0.0777458 0.0171249 0.0342499 0.0171249 -3.42499e-06 -4.34959e-06
0.00284 0.0177553 0.0606208 0.0177553 0.0355106 0.0177553 -3.55106e-06 -2.51102e-06
0.00285 0.0181192 0.0428655 0.0181192 0.0362384 0.0181192 -3.62384e-06 -6.6271e-07
0.00286 0.0182153 0.0247463 0.0182153 0.0364305 0.0182153 -3.64305e-06 1.16842e-06
0.00287 0.0180459 0.00653105 0.0180459 0.0360919 0.0180459 -3.60919e-06 2.95608e-06
0.00288 0.0176175 -0.0115149 0.0176175 0.035235 0.0176175 -3.5235e-06 4.67499e-06
0.00289 0.01694 -0.0291324 0.01694 0.03388 0.01694 -3.388e-06 6.30123e-06
0.0029 0.0160268 -0.0460724 0.0160268 0.0320535 0.0160268 -3.20535e-06 7.81259e-06
0.00291 0.0148945 -0.0620991 0.0148945 0.029789 0.0148945 -2.9789e-06 9.18881e-06
0.00292 0.0135628 -0.0769936 0.0135628 0.0271256 0.0135628 -2.71256e-06 1.04119e-05
0.00293 0.0120538 -0.0905564 0.0120538 0.0241076 0.0120538 -2.41076e-06 1.14664e-05
0.00294 0.010392 -0.10261 0.010392 0.020784 0.010392 -2.0784e-06 1.23394e-05
0.00295 0.00860369 -0.113002 0.00860369 0.0172074 0.00860369 -1.72074e-06 1.3021e-05
0.00296 0.00671659 -0.121606 0.00671659 0.0134332 0.00671659 -1.34332e-06 1.35039e-05
0.00297 0.00475951 -0.128323 0.00475951 0.00951901 0.00475951 -9.51901e-07 1.37842e-05
0.00298 0.0027618 -0.133082 0.0027618 0.00552361 0.0027618 -5.52361e-07 1.38606e-05
0.00299 0.000753026 -0.135844 0.000753026 0.00150605 0.000753026 -1.50605e-07 1.3735e-05
0.003 -0.00123755 -0.136597 -0.00123755 -0.0024751 -0.00123755 2.4751e-07 1.34122e-05
0.00301 -0.00318135 -0.135359 -0.00318135 -0.00636269 -0.00318135 6.36269e-07 1.28997e-05
0.00302 -0.00505086 -0.132178 -0.00505086 -0.0101017 -0.00505086 1.01017e-06 1.22076e-05
0.00303 -0.00682008 -0.127127 -0.00682008 -0.0136402 -0.00682008 1.36402e-06 1.13487e-05
0.00304 -0.00846482 -0.120307 -0.00846482 -0.0169296 -0.00846482 1.69296e-06 1.03377e-05
0.00305 -0.00996304 -0.111842 -0.00996304 -0.0199261 -0.00996304 1.99261e-06 9.19161e-06
0.00306 -0.0112952 -0.101879 -0.0112952 -0.0225903 -0.0112952 2.25903e-06 7.92888e-06
0.00307 -0.0124443 -0.090584 -0.0124443 -0.0248885 -0.0124443 2.48885e-06 6.56954e-06
0.00308 -0.0133964 -0.0781397 -0.0133964 -0.0267928 -0.0133964 2.67928e-06 5.13469e-06
0.00309 -0.0141405 -0.0647433 -0.0141405 -0.0282811 -0.0141405 2.82811e-06 3.64622e-06
0.0031 -0.014669 -0.0506028 -0.014669 -0.029338 -0.014669 2.9338e-06 2.12648e-06
0.00311 -0.0149772 -0.0359338 -0.0149772 -0.0299543 -0.0149772 2.99543e-06 5.97948e-07
0.00312 -0.0150638 -0.0209566 -0.0150638 -0.0301276 -0.0150638 3.01276e-06 -9.171e-07
0.00313 -0.0149309 -0.00589282 -0.0149309 -0.0298618 -0.0149309 2.98618e-06 -2.3969e-06
0.00314 -0.0145835 0.00903809 -0.0145835 -0.0291671 -0.0145835 2.91671e-06 -3.82052e-06
0.00315 -0.0140298 0.0236216 -0.0140298 -0.0280597 -0.0140298 2.80597e-06 -5.16813e-06
0.00316 -0.0132808 0.0376515 -0.0132808 -0.0265617 -0.0132808 2.65617e-06 -6.42131e-06
0.00317 -0.0123502 0.0509323 -0.0123502 -0.0247004 -0.0123502 2.47004e-06 -7.56327e-06
0.00318 -0.0112541 0.0632825 -0.0112541 -0.0225082 -0.0112541 2.25082e-06 -8.57906e-06
0.00319 -0.0100107 0.0745366 -0.0100107 -0.0200215 -0.0100107 2.00215e-06 -9.4558e-06
0.0032 -0.00864033 0.0845473 -0.00864033 -0.0172807 -0.00864033 1.72807e-06 -1.01828e-05
0.00321 -0.00716456 0.0931876 -0.00716456 -0.0143291 -0.00716456 1.43291e-06 -1.07517e-05
0.00322 -0.00560635 0.100352 -0.00560635 -0.0112127 -0.00560635 1.12127e-06 -1.11565e-05
0.00323 -0.00398947 0.105959 -0.00398947 -0.00797893 -0.00398947 7.97893e-07 -1.13937e-05
0.00324 -0.0023382 0.109948 -0.0023382 -0.0046764 -0.0023382 4.6764e-07 -1.14624e-05
0.00325 -0.000676975 0.112286 -0.000676975 -0.00135395 -0.000676975 1.35395e-07 -1.1364e-05
0.00326 0.000969984 0.112963 0.000969984 0.00193997 0.000969984 -1.93997e-07 -1.11023e-05
0.00327 0.00257902 0.111993 0.00257902 0.00515803 0.00257902 -5.15803e-07 -1.06835e-05
0.00328 0.00412735 0.109414 0.00412735 0.0082547 0.00412735 -8.2547e-07 -1.01159e-05
0.00329 0.00559343 0.105287 0.00559343 0.0111869 0.00559343 -1.11869e-06 -9.41e-06
0.0033 0.0069572 0.0996934 0.0069572 0.0139144 0.0069572 -1.39144e-06 -8.5779e-06
0.00331 0.00820037 0.0927362 0.00820037 0.0164007 0.00820037 -1.64007e-06 -7.63355e-06
0.00332 0.00930668 0.0845358 0.00930668 0.0186134 0.00930668 -1.86134e-06 -6.59225e-06
0.00333 0.0102621 0.0752291 0.0102621 0.0205242 0.0102621 -2.05242e-06 -5.4705e-06
0.00334 0.0110549 0.0649671 0.0110549 0.0221098 0.0110549 -2.21098e-06 -4.28573e-06
0.00335 0.011676 0.0539122 0.011676 0.0233521 0.011676 -2.33521e-06 -3.05601e-06
0.00336 0.0121189 0.0422361 0.0121189 0.0242379 0.0121189 -2.42379e-06 -1.79983e-06
0.00337 0.0123798 0.0301172 0.0123798 0.0247595 0.0123798 -2.47595e-06 -5.35766e-07
0.00338 0.0124574 0.0177374 0.0124574 0.0249148 0.0124574 -2.49148e-06 7.17741e-07
0.00339 0.0123534 0.00528001 0.0123534 0.0247068 0.0123534 -2.47068e-06 1.94268e-06
0.0034 0.0120719 -0.00707339 0.0120719 0.0241437 0.0120719 -2.41437e-06 3.12171e-06
0.00341 0.0116194 -0.0191452 0.0116194 0.0232389 0.0116194 -2.32389e-06 4.23841e-06
0.00342 0.0110052 -0.0307647 0.0110052 0.0220103 0.0110052 -2.20103e-06 5.2775e-06
0.00343 0.0102403 -0.0417698 0.0102403 0.0204806 0.0102403 -2.04806e-06 6.22505e-06
0.00344 0.00933813 -0.0520101 0.00933813 0.0186763 0.00933813 -1.86763e-06 7.06864e-06
0.00345 0.00831369 -0.0613483 0.00831369 0.0166274 0.00831369 -1.66274e-06 7.79757e-06
0.00346 0.00718361 -0.069662 0.00718361 0.0143672 0.00718361 -1.43672e-06 8.40292e-06
0.00347 0.00596579 -0.0768456 0.00596579 0.0119316 0.00596579 -1.19316e-06 8.87772e-06
0.00348 0.00467917 -0.0828114 0.00467917 0.00935834 0.00467917 -9.35834e-07 9.21697e-06
0.00349 0.00334338 -0.0874905 0.00334338 0.00668675 0.00334338 -6.68675e-07 9.41773e-06
0.0035 0.00197849 -0.0908339 0.00197849 0.00395698 0.00197849 -3.95698e-07 9.47909e-06
0.00351 0.000604707 -0.0928124 0.000604707 0.00120941 0.000604707 -1.20941e-07 9.40218e-06
0.00352 -0.000757928 -0.0934171 -0.000757928 -0.00151586 -0.000757928 1.51586e-07 9.19013e-06
0.00353 -0.00208983 -0.0926592 -0.00208983 -0.00417966 -0.00208983 4.17966e-07 8.84795e-06
0.00354 -0.00337214 -0.0905694 -0.00337214 -0.00674429 -0.00337214 6.74429e-07 8.38251e-06
0.00355 -0.004587 -0.0871972 -0.004587 -0.009174 -0.004587 9.174e-07 7.80232e-06
0.00356 -0.00571777 -0.0826102 -0.00571777 -0.0114355 -0.00571777 1.14355e-06 7.11747e-06
0.00357 -0.00674929 -0.0768924 -0.00674929 -0.0134986 -0.00674929 1.34986e-06 6.33939e-06
0.00358 -0.00766804 -0.0701432 -0.00766804 -0.0153361 -0.00766804 1.53361e-06 5.48071e-06
0.00359 -0.00846234 -0.0624751 -0.00846234 -0.0169247 -0.00846234 1.69247e-06 4.55504e-06
0.0036 -0.0091225 -0.0540128 -0.0091225 -0.018245 -0.0091225 1.8245e-06 3.57678e-06
0.00361 -0.00964087 -0.0448903 -0.00964087 -0.0192817 -0.00964087 1.92817e-06 2.56085e-06
0.00362 -0.010012 -0.0352494 -0.010012 -0.020024 -0.010012 2.0024e-06 1.52254e-06
0.00363 -0.0102327 -0.0252374 -0.0102327 -0.0204653 -0.0102327 2.04653e-06 4.77207e-07
0.00364 -0.0103018 -0.0150047 -0.0103018 -0.0206037 -0.0103018 2.06037e-06 -5.59891e-07
0.00365 -0.0102207 -0.00470291 -0.0102207 -0.0204414 -0.0102207 2.04414e-06 -1.57385e-06
0.00366 -0.00999259 0.00551777 -0.00999259 -0.0199852 -0.00999259 1.99852e-06 -2.55029e-06
0.00367 -0.00962298 0.0155104 -0.00962298 -0.019246 -0.00962298 1.9246e-06 -3.47563e-06
0.00368 -0.00911927 0.0251333 -0.00911927 -0.0182385 -0.00911927 1.82385e-06 -4.33719e-06
0.00369 -0.00849069 0.0342526 -0.00849069 -0.0169814 -0.00849069 1.69814e-06 -5.1234e-06
0.0037 -0.00774817 0.0427433 -0.00774817 -0.0154963 -0.00774817 1.54963e-06 -5.82396e-06
0.00371 -0.00690411 0.0504915 -0.00690411 -0.0138082 -0.00690411 1.38082e-06 -6.42997e-06
0.00372 -0.00597223 0.0573956 -0.00597223 -0.0119445 -0.00597223 1.19445e-06 -6.934e-06
0.00373 -0.00496731 0.0633678 -0.00496731 -0.00993461 -0.00496731 9.93461e-07 -7.33024e-06
0.00374 -0.00390495 0.0683351 -0.00390495 -0.0078099 -0.00390495 7.8099e-07 -7.6145e-06
0.00375 -0.0028014 0.0722401 -0.0028014 -0.0056028 -0.0028014 5.6028e-07 -7.78429e-06
0.00376 -0.00167324 0.0750415 -0.00167324 -0.00334649 -0.00167324 3.34649e-07 -7.8388e-06
0.00377 -0.000537186 0.0767147 -0.000537186 -0.00107437 -0.000537186 1.07437e-07 -7.77891e-06
0.00378 0.000590192 0.0772519 0.000590192 0.00118038 0.000590192 -1.18038e-07 -7.60715e-06
0.00379 0.00169268 0.0766617 0.00169268 0.00338535 0.00169268 -3.38535e-07 -7.32764e-06
0.0038 0.00275465 0.074969 0.00275465 0.00550931 0.00275465 -5.50931e-07 -6.94597e-06
0.00381 0.00376132 0.0722144 0.00376132 0.00752263 0.00376132 -7.52263e-07 -6.46917e-06
0.00382 0.00469888 0.0684531 0.00469888 0.00939776 0.00469888 -9.39776e-07 -5.90553e-06
0.00383 0.00555475 0.0637542 0.00555475 0.0111095 0.00555475 -1.11095e-06 -5.26447e-06
0.00384 0.00631772 0.0581994 0.00631772 0.0126354 0.00631772 -1.26354e-06 -4.5564e-06
0.00385 0.00697807 0.0518817 0.00697807 0.0139561 0.00697807 -1.39561e-06 -3.79256e-06
0.00386 0.00752771 0.0449036 0.00752771 0.0150554 0.00752771 -1.50554e-06 -2.98482e-06
0.00387 0.00796029 0.0373759 0.00796029 0.0159206 0.00796029 -1.59206e-06 -2.14553e-06
0.00388 0.00827124 0.0294156 0.00827124 0.0165425 0.00827124 -1.65425e-06 -1.28732e-06
0.00389 0.00845781 0.0211444 0.00845781 0.0169156 0.00845781 -1.69156e-06 -4.22878e-07
0.0039 0.0085191 0.0126866 0.0085191 0.0170382 0.0085191 -1.70382e-06 4.3516e-07
0.00391 0.00845603 0.00416749 0.00845603 0.0169121 0.00845603 -1.69121e-06 1.27446e-06
0.00392 0.00827133 -0.00428854 0.00827133 0.0165427 0.00827133 -1.65427e-06 2.08312e-06
0.00393 0.00796942 -0.0125599 0.00796942 0.0159388 0.00796942 -1.59388e-06 2.84987e-06
0.00394 0.0075564 -0.0205293 0.0075564 0.0151128 0.0075564 -1.51128e-06 3.56421e-06
0.00395 0.00703985 -0.0280857 0.00703985 0.0140797 0.00703985 -1.40797e-06 4.21654e-06
0.00396 0.00642875 -0.0351255 0.00642875 0.0128575 0.00642875 -1.28575e-06 4.7983e-06
0.00397 0.00573335 -0.0415543 0.00573335 0.0114667 0.00573335 -1.14667e-06 5.3021e-06
0.00398 0.00496493 -0.0472876 0.00496493 0.00992986 0.00496493 -9.92986e-07 5.72175e-06
0.00399 0.00413569 -0.0522526 0.00413569 0.00827138 0.00413569 -8.27138e-07 6.05239e-06
0.004 0.00325853 -0.0563883 0.00325853 0.00651706 0.00325853 -6.51706e-07 6.29053e-06
0.00401 0.00234686 -0.0596468 0.00234686 0.00469372 0.00234686 -4.69372e-07 6.43405e-06
0.00402 0.00141439 -0.0619936 0.00141439 0.00282878 0.00141439 -2.82878e-07 6.48224e-06
0.00403 0.000474933 -0.063408 0.000474933 0.000949866 0.000474933 -9.49866e-08 6.43579e-06
0.00404 -0.00045779 -0.063883 -0.00045779 -0.00091558 -0.00045779 9.1558e-08 6.29674e-06
0.00405 -0.00137036 -0.0634252 -0.00137036 -0.00274072 -0.00137036 2.74072e-07 6.06845e-06
0.00406 -0.00224985 -0.0620548 -0.00224985 -0.00449969 -0.00224985 4.49969e-07 5.75551e-06
0.00407 -0.00308398 -0.059805 -0.00308398 -0.00616796 -0.00308398 6.16796e-07 5.3637e-06
0.00408 -0.00386133 -0.056721 -0.00386133 -0.00772265 -0.00386133 7.72265e-07 4.89983e-06
0.00409 -0.00457145 -0.0528597 -0.00457145 -0.00914289 -0.00457145 9.14289e-07 4.37168e-06
0.0041 -0.00520502 -0.0482882 -0.00520502 -0.01041 -0.00520502 1.041e-06 3.78782e-06
0.00411 -0.00575398 -0.0430832 -0.00575398 -0.011508 -0.00575398 1.1508e-06 3.15752e-06
0.00412 -0.00621159 -0.0373292 -0.00621159 -0.0124232 -0.00621159 1.24232e-06 2.4906e-06
0.00413 -0.00657255 -0.0311176 -0.00657255 -0.0131451 -0.00657255 1.31451e-06 1.79725e-06
0.00414 -0.00683302 -0.0245451 -0.00683302 -0.013666 -0.00683302 1.3666e-06 1.0879e-06
0.00415 -0.00699069 -0.017712 -0.00699069 -0.0139814 -0.00699069 1.39814e-06 3.73067e-07
0.00416 -0.00704476 -0.0107214 -0.00704476 -0.0140895 -0.00704476 1.40895e-06 -3.36816e-07
0.00417 -0.00699594 -0.0036766 -0.00699594 -0.0139919 -0.00699594 1.39919e-06 -1.03153e-06
0.00418 -0.00684645 0.00331934 -0.00684645 -0.0136929 -0.00684645 1.36929e-06 -1.70122e-06
0.00419 -0.00659989 0.0101658 -0.00659989 -0.0131998 -0.00659989 1.31998e-06 -2.33656e-06
0.0042 -0.00626126 0.0167657 -0.00626126 -0.0125225 -0.00626126 1.25225e-06 -2.92882e-06
0.00421 -0.00583679 0.0230269 -0.00583679 -0.0116736 -0.00583679 1.16736e-06 -3.47005e-06
0.00422 -0.00533389 0.0288637 -0.00533389 -0.0106678 -0.00533389 1.06678e-06 -3.95315e-06
0.00423 -0.00476097 0.0341976 -0.00476097 -0.00952193 -0.00476097 9.52193e-07 -4.37196e-06
0.00424 -0.00412735 0.0389586 -0.00412735 -0.0082547 -0.00412735 8.2547e-07 -4.72133e-06
0.00425 -0.0034431 0.0430859 -0.0034431 -0.0068862 -0.0034431 6.8862e-07 -4.99721e-06
0.00426 -0.00271887 0.046529 -0.00271887 -0.00543773 -0.00271887 5.43773e-07 -5.19668e-06
0.00427 -0.00196572 0.0492479 -0.00196572 -0.00393145 -0.00196572 3.93145e-07 -5.31794e-06
0.00428 -0.00119501 0.0512136 -0.00119501 -0.00239002 -0.00119501 2.39002e-07 -5.36036e-06
0.00429 -0.000418144 0.0524086 -0.000418144 -0.000836289 -0.000418144 8.36289e-08 -5.32449e-06
0.0043 0.000353521 0.0528268 0.000353521 0.000707042 0.000353521 -7.07042e-08 -5.21197e-06
0.00431 0.00110888 0.0524733 0.00110888 0.00221776 0.00110888 -2.21776e-07 -5.02555e-06
0.00432 0.00183722 0.0513644 0.00183722 0.00367444 0.00183722 -3.67444e-07 -4.76899e-06
0.00433 0.00252838 0.0495272 0.00252838 0.00505676 0.00252838 -5.05676e-07 -4.44704e-06
0.00434 0.00317288 0.0469988 0.00317288 0.00634576 0.00317288 -6.34576e-07 -4.0653e-06
0.00435 0.00376205 0.0438259 0.00376205 0.0075241 0.00376205 -7.5241e-07 -3.63018e-06
0.00436 0.00428817 0.0400639 0.00428817 0.00857633 0.00428817 -8.57633e-07 -3.14875e-06
0.00437 0.00474451 0.0357757 0.00474451 0.00948901 0.00474451 -9.48901e-07 -2.62867e-06
0.00438 0.00512547 0.0310312 0.00512547 0.0102509 0.00512547 -1.02509e-06 -2.07802e-06
0.00439 0.00542664 0.0259057 0.00542664 0.0108533 0.00542664 -1.08533e-06 -1.50524e-06
0.0044 0.00564479 0.0204791 0.00564479 0.0112896 0.00564479 -1.12896e-06 -9.1895e-07
0.00441 0.00577797 0.0148343 0.00577797 0.0115559 0.00577797 -1.15559e-06 -3.27835e-07
0.00442 0.00582548 0.00905632 0.00582548 0.011651 0.00582548 -1.1651e-06 2.59464e-07
0.00443 0.00578788 0.00323084 0.00578788 0.0115758 0.00578788 -1.15758e-06 8.34491e-07
0.00444 0.00566694 -0.00255704 0.00566694 0.0113339 0.00566694 -1.13339e-06 1.38909e-06
0.00445 0.00546562 -0.00822397 0.00546562 0.0109312 0.00546562 -1.09312e-06 1.91552e-06
0.00446 0.00518801 -0.0136896 0.00518801 0.010376 0.00518801 -1.0376e-06 2.40656e-06
0.00447 0.00483923 -0.0188776 0.00483923 0.00967846 0.00483923 -9.67846e-07 2.85561e-06
0.00448 0.00442537 -0.0237168 0.00442537 0.00885075 0.00442537 -8.85075e-07 3.25676e-06
0.00449 0.00395338 -0.0281422 0.00395338 0.00790676 0.00395338 -7.90676e-07 3.6049e-06
0.0045 0.00343093 -0.0320956 0.00343093 0.00686186 0.00343093 -6.86186e-07 3.89574e-06
0.00451 0.00286633 -0.0355265 0.00286633 0.00573266 0.00286633 -5.73266e-07 4.12592e-06
0.00452 0.00226837 -0.0383928 0.00226837 0.00453674 0.00226837 -4.53674e-07 4.29296e-06
0.00453 0.0016462 -0.0406612 0.0016462 0.00329241 0.0016462 -3.29241e-07 4.39536e-06
0.00454 0.00100919 -0.0423074 0.00100919 0.00201839 0.00100919 -2.01839e-07 4.43258e-06
0.00455 0.000366792 -0.0433166 0.000366792 0.000733584 0.000366792 -7.33584e-08 4.40502e-06
0.00456 -0.000271617 -0.0436834 -0.000271617 -0.000543234 -0.000271617 5.43234e-08 4.31402e-06
0.00457 -0.000896837 -0.0434118 -0.000896837 -0.00179367 -0.000896837 1.79367e-07 4.16181e-06
0.00458 -0.0015 -0.042515 -0.0015 -0.003 -0.0015 3e-07 3.9515e-06
0.00459 -0.00207268 -0.041015 -0.00207268 -0.00414536 -0.00207268 4.14536e-07 3.68696e-06
0.0046 -0.00260702 -0.0389423 -0.00260702 -0.00521404 -0.00260702 5.21404e-07 3.37282e-06
0.00461 -0.00309584 -0.0363353 -0.00309584 -0.00619167 -0.00309584 6.19167e-07 3.01436e-06
0.00462 -0.0035327 -0.0332394 -0.0035327 -0.0070654 -0.0035327 7.0654e-07 2.6174e-06
0.00463 -0.00391203 -0.0297067 -0.00391203 -0.00782406 -0.00391203 7.82406e-07 2.18827e-06
0.00464 -0.00422917 -0.0257947 -0.00422917 -0.00845834 -0.00422917 8.45834e-07 1.73363e-06
0.00465 -0.00448042 -0.0215655 -0.00448042 -0.00896085 -0.00448042 8.96085e-07 1.26047e-06
0.00466 -0.0046631 -0.0170851 -0.0046631 -0.0093262 -0.0046631 9.3262e-07 7.75889e-07
0.00467 -0.00477555 -0.012422 -0.00477555 -0.0095511 -0.00477555 9.5511e-07 2.8709e-07
0.00468 -0.00481716 -0.00764644 -0.00481716 -0.00963431 -0.00481716 9.63431e-07 -1.98787e-07
0.00469 -0.00478835 -0.00282929 -0.00478835 -0.00957669 -0.00478835 9.57669e-07 -6.7474e-07
0.0047 -0.00469056 0.00195906 -0.00469056 -0.00938111 -0.00469056 9.38111e-07 -1.13402e-06
0.00471 -0.00452621 0.00664961 -0.00452621 -0.00905241 -0.00452621 9.05241e-07 -1.5702e-06
0.00472 -0.00429864 0.0111758 -0.00429864 -0.00859728 -0.00429864 8.59728e-07 -1.97731e-06
0.00473 -0.00401207 0.0154745 -0.00401207 -0.00802415 -0.00401207 8.02415e-07 -2.34986e-06
0.00474 -0.00367151 0.0194865 -0.00367151 -0.00734303 -0.00367151 7.34303e-07 -2.68296e-06
0.00475 -0.00328268 0.023158 -0.00328268 -0.00656536 -0.00328268 6.56536e-07 -2.97234e-06
0.00476 -0.00285191 0.0264407 -0.00285191 -0.00570381 -0.00285191 5.70381e-07 -3.21445e-06
0.00477 -0.00238604 0.0292926 -0.00238604 -0.00477209 -0.00238604 4.77209e-07 -3.40647e-06
0.00478 -0.00189235 0.0316787 -0.00189235 -0.0037847 -0.00189235 3.7847e-07 -3.54634e-06
0.00479 -0.00137839 0.033571 -0.00137839 -0.00275678 -0.00137839 2.75678e-07 -3.63278e-06
0.0048 -0.0008519 0.0349494 -0.0008519 -0.0017038 -0.0008519 1.7038e-07 -3.66532e-06
0.00481 -0.000320694 0.0358013 -0.000320694 -0.000641387 -0.000320694 6.41387e-08 -3.64427e-06
0.00482 0.000207462 0.036122 0.000207462 0.000414923 0.000207462 -4.14923e-08 -3.57071e-06
0.00483 0.000724956 0.0359146 0.000724956 0.00144991 0.000724956 -1.44991e-07 -3.44646e-06
0.00484 0.00122444 0.0351896 0.00122444 0.00244889 0.00122444 -2.44889e-07 -3.27407e-06
0.00485 0.00169895 0.0339652 0.00169895 0.00339789 0.00169895 -3.39789e-07 -3.05673e-06
0.00486 0.00214195 0.0322662 0.00214195 0.0042839 0.00214195 -4.2839e-07 -2.79823e-06
0.00487 0.00254749 0.0301243 0.00254749 0.00509498 0.00254749 -5.09498e-07 -2.50293e-06
0.00488 0.00291023 0.0275768 0.00291023 0.00582047 0.00291023 -5.82047e-07 -2.17563e-06
0.00489 0.00322554 0.0246665 0.00322554 0.00645109 0.00322554 -6.45109e-07 -1.82154e-06
0.0049 0.00348953 0.021441 0.00348953 0.00697907 0.00348953 -6.97907e-07 -1.44619e-06
0.00491 0.00369913 0.0179515 0.00369913 0.00739826 0.00369913 -7.39826e-07 -1.05532e-06
0.00492 0.00385207 0.0142523 0.00385207 0.00770415 0.00385207 -7.70415e-07 -6.54818e-07
0.00493 0.00394697 0.0104003 0.00394697 0.00789395 0.00394697 -7.89395e-07 -2.50631e-07
0.00494 0.0039833 0.00645328 0.0039833 0.00796659 0.0039833 -7.96659e-07 1.51331e-07
0.00495 0.00396137 0.00246999 0.00396137 0.00792273 0.00396137 -7.92273e-07 5.45275e-07
0.00496 0.00388234 -0.00149138 0.00388234 0.00776468 0.00388234 -7.76468e-07 9.25606e-07
0.00497 0.00374819 -0.00537372 0.00374819 0.00749639 0.00374819 -7.49639e-07 1.28701e-06
0.00498 0.00356167 -0.00912191 0.00356167 0.00712334 0.00356167 -7.12334e-07 1.62453e-06
0.00499 0.00332623 -0.0126836 0.00332623 0.00665246 0.00332623 -6.65246e-07 1.9336e-06
0.005 0.003046 -0.0160098 0.003046 0.006092 0.003046 -6.092e-07 2.21018e-06
0.00501 0.00272568 -0.0190558 0.00272568 0.00545137 0.00272568 -5.45137e-07 2.45072e-06
0.00502 0.00237051 -0.0217815 0.00237051 0.00474101 0.00237051 -4.74101e-07 2.65225e-06
0.00503 0.00198612 -0.024152 0.00198612 0.00397225 0.00198612 -3.97225e-07 2.81243e-06
0.00504 0.00157852 -0.0261381 0.00157852 0.00315705 0.00157852 -3.15705e-07 2.92952e-06
0.00505 0.00115396 -0.0277167 0.00115396 0.00230791 0.00115396 -2.30791e-07 3.00246e-06
0.00506 0.000718818 -0.0288706 0.000718818 0.00143764 0.000718818 -1.43764e-07 3.03082e-06
0.00507 0.000279568 -0.0295894 0.000279568 0.000559137 0.000279568 -5.59137e-08 3.01486e-06
0.00508 -0.000157367 -0.029869 -0.000157367 -0.000314735 -0.000157367 3.14735e-08 2.95543e-06
0.00509 -0.00058569 -0.0297116 -0.00058569 -0.00117138 -0.00058569 1.17138e-07 2.85403e-06
0.0051 -0.000999317 -0.0291259 -0.000999317 -0.00199863 -0.000999317 1.99863e-07 2.71273e-06
0.00511 -0.00139247 -0.0281266 -0.00139247 -0.00278493 -0.00139247 2.78493e-07 2.53417e-06
0.00512 -0.00175974 -0.0267342 -0.00175974 -0.00351947 -0.00175974 3.51947e-07 2.32147e-06
0.00513 -0.00209618 -0.0249744 -0.00209618 -0.00419236 -0.00209618 4.19236e-07 2.07821e-06
0.00514 -0.00239737 -0.0228782 -0.00239737 -0.00479474 -0.00239737 4.79474e-07 1.80835e-06
0.00515 -0.00265945 -0.0204809 -0.00265945 -0.0053189 -0.00265945 5.3189e-07 1.5162e-06
0.00516 -0.00287919 -0.0178214 -0.00287919 -0.00575838 -0.00287919 5.75838e-07 1.2063e-06
0.00517 -0.00305402 -0.0149422 -0.00305402 -0.00610803 -0.00305402 6.10803e-07 8.8342e-07
0.00518 -0.00318205 -0.0118882 -0.00318205 -0.0063641 -0.00318205 6.3641e-07 5.52412e-07
0.00519 -0.00326211 -0.00870616 -0.00326211 -0.00652421 -0.00326211 6.52421e-07 2.18195e-07
0.0052 -0.00329373 -0.00544406 -0.00329373 -0.00658746 -0.00329373 6.58746e-07 -1.1434e-07
0.00521 -0.00327716 -0.00215033 -0.00327716 -0.00655432 -0.00327716 6.55432e-07 -4.40399e-07
