t 1 2 3 4 5
2.4700000e-003 9.0934312e-004 -1.9881347e-001 9.0934312e-004 1.8186862e-003 9.0934312e-004
2.4800000e-003 -1.9983693e-003 -1.9972281e-001 -1.9983693e-003 -3.9967386e-003 -1.9983693e-003
2.4900000e-003 -4.8349790e-003 -1.9772444e-001 -4.8349790e-003 -9.6699581e-003 -4.8349790e-003
2.5000000e-003 -7.5604064e-003 -1.9288946e-001 -7.5604064e-003 -1.5120813e-002 -7.5604064e-003
2.5100000e-003 -1.0136764e-002 -1.8532906e-001 -1.0136764e-002 -2.0273527e-002 -1.0136764e-002
2.5200000e-003 -1.2528873e-002 -1.7519229e-001 -1.2528873e-002 -2.5057745e-002 -1.2528873e-002
2.5300000e-003 -1.4704736e-002 -1.6266342e-001 -1.4704736e-002 -2.9409472e-002 -1.4704736e-002
2.5400000e-003 -1.6635952e-002 -1.4795869e-001 -1.6635952e-002 -3.3271905e-002 -1.6635952e-002
2.5500000e-003 -1.8298080e-002 -1.3132273e-001 -1.8298080e-002 -3.6596159e-002 -1.8298080e-002
2.5600000e-003 -1.9670929e-002 -1.1302465e-001 -1.9670929e-002 -3.9341857e-002 -1.9670929e-002
2.5700000e-003 -2.0738795e-002 -9.3353725e-002 -2.0738795e-002 -4.1477590e-002 -2.0738795e-002
2.5800000e-003 -2.1490623e-002 -7.2614929e-002 -2.1490623e-002 -4.2981246e-002 -2.1490623e-002
2.5900000e-003 -2.1920097e-002 -5.1124306e-002 -2.1920097e-002 -4.3840194e-002 -2.1920097e-002
2.6000000e-003 -2.2025664e-002 -2.9204209e-002 -2.2025664e-002 -4.4051327e-002 -2.2025664e-002
2.6100000e-003 -2.1810488e-002 -7.1785456e-003 -2.1810488e-002 -4.3620976e-002 -2.1810488e-002
2.6200000e-003 -2.1282337e-002 1.4631942e-002 -2.1282337e-002 -4.2564674e-002 -2.1282337e-002
2.6300000e-003 -2.0453400e-002 3.5914279e-002 -2.0453400e-002 -4.0906801e-002 -2.0453400e-002
2.6400000e-003 -1.9340051e-002 5.6367680e-002 -1.9340051e-002 -3.8680103e-002 -1.9340051e-002
2.6500000e-003 -1.7962547e-002 7.5707731e-002 -1.7962547e-002 -3.5925095e-002 -1.7962547e-002
2.6600000e-003 -1.6344680e-002 9.3670279e-002 -1.6344680e-002 -3.2689361e-002 -1.6344680e-002
2.6700000e-003 -1.4513381e-002 1.1001496e-001 -1.4513381e-002 -2.9026762e-002 -1.4513381e-002
2.6800000e-003 -1.2498284e-002 1.2452834e-001 -1.2498284e-002 -2.4996568e-002 -1.2498284e-002
2.6900000e-003 -1.0331256e-002 1.3702662e-001 -1.0331256e-002 -2.0662512e-002 -1.0331256e-002
2.7000000e-003 -8.0459063e-003 1.4735788e-001 -8.0459063e-003 -1.6091813e-002 -8.0459063e-003
2.7100000e-003 -5.6770702e-003 1.5540379e-001 -5.6770702e-003 -1.1354140e-002 -5.6770702e-003
2.7200000e-003 -3.2602887e-003 1.6108086e-001 -3.2602887e-003 -6.5205773e-003 -3.2602887e-003
2.7300000e-003 -8.3128237e-004 1.6434115e-001 -8.3128237e-004 -1.6625647e-003 -8.3128237e-004
2.7400000e-003 1.5745685e-003 1.6517243e-001 1.5745685e-003 3.1491370e-003 1.5745685e-003
2.7500000e-003 3.9227321e-003 1.6359786e-001 3.9227321e-003 7.8454643e-003 3.9227321e-003
2.7600000e-003 6.1800132e-003 1.5967513e-001 6.1800132e-003 1.2360026e-002 6.1800132e-003
2.7700000e-003 8.3150147e-003 1.5349511e-001 8.3150147e-003 1.6630029e-002 8.3150147e-003
2.7800000e-003 1.0298567e-002 1.4518010e-001 1.0298567e-002 2.0597133e-002 1.0298567e-002
2.7900000e-003 1.2104117e-002 1.3488153e-001 1.2104117e-002 2.4208234e-002 1.2104117e-002
2.8000000e-003 1.3708078e-002 1.2277742e-001 1.3708078e-002 2.7416155e-002 1.3708078e-002
2.8100000e-003 1.5090125e-002 1.0906934e-001 1.5090125e-002 3.0180250e-002 1.5090125e-002
2.8200000e-003 1.6233445e-002 9.3979213e-002 1.6233445e-002 3.2466890e-002 1.6233445e-002
2.8300000e-003 1.7124928e-002 7.7745768e-002 1.7124928e-002 3.4249856e-002 1.7124928e-002
2.8400000e-003 1.7755304e-002 6.0620840e-002 1.7755304e-002 3.5510607e-002 1.7755304e-002
2.8500000e-003 1.8119220e-002 4.2865536e-002 1.8119220e-002 3.6238440e-002 1.8119220e-002
2.8600000e-003 1.8215265e-002 2.4746316e-002 1.8215265e-002 3.6430530e-002 1.8215265e-002
2.8700000e-003 1.8045928e-002 6.5310516e-003 1.8045928e-002 3.6091857e-002 1.8045928e-002
2.8800000e-003 1.7617511e-002 -1.1514877e-002 1.7617511e-002 3.5235022e-002 1.7617511e-002
2.8900000e-003 1.6939976e-002 -2.9132388e-002 1.6939976e-002 3.3879952e-002 1.6939976e-002
2.9000000e-003 1.6026754e-002 -4.6072364e-002 1.6026754e-002 3.2053508e-002 1.6026754e-002
2.9100000e-003 1.4894495e-002 -6.2099118e-002 1.4894495e-002 2.9788990e-002 1.4894495e-002
2.9200000e-003 1.3562783e-002 -7.6993613e-002 1.3562783e-002 2.7125566e-002 1.3562783e-002
2.9300000e-003 1.2053810e-002 -9.0556396e-002 1.2053810e-002 2.4107619e-002 1.2053810e-002
2.9400000e-003 1.0392012e-002 -1.0261021e-001 1.0392012e-002 2.0784024e-002 1.0392012e-002
2.9500000e-003 8.6036901e-003 -1.1300222e-001 8.6036901e-003 1.7207380e-002 8.6036901e-003
2.9600000e-003 6.7165944e-003 -1.2160591e-001 6.7165944e-003 1.3433189e-002 6.7165944e-003
2.9700000e-003 4.7595061e-003 -1.2832250e-001 4.7595061e-003 9.5190122e-003 4.7595061e-003
2.9800000e-003 2.7618030e-003 -1.3308201e-001 2.7618030e-003 5.5236059e-003 2.7618030e-003
2.9900000e-003 7.5302596e-004 -1.3584381e-001 7.5302596e-004 1.5060519e-003 7.5302596e-004
3.0000000e-003 -1.2375518e-003 -1.3659684e-001 -1.2375518e-003 -2.4751035e-003 -1.2375518e-003
3.0100000e-003 -3.1813450e-003 -1.3535929e-001 -3.1813450e-003 -6.3626900e-003 -3.1813450e-003
3.0200000e-003 -5.0508609e-003 -1.3217794e-001 -5.0508609e-003 -1.0101722e-002 -5.0508609e-003
3.0300000e-003 -6.8200814e-003 -1.2712708e-001 -6.8200814e-003 -1.3640163e-002 -6.8200814e-003
3.0400000e-003 -8.4648194e-003 -1.2030700e-001 -8.4648194e-003 -1.6929639e-002 -8.4648194e-003
3.0500000e-003 -9.9630420e-003 -1.1184218e-001 -9.9630420e-003 -1.9926084e-002 -9.9630420e-003
3.0600000e-003 -1.1295159e-002 -1.0187914e-001 -1.1295159e-002 -2.2590319e-002 -1.1295159e-002
3.0700000e-003 -1.2444273e-002 -9.0583977e-002 -1.2444273e-002 -2.4888545e-002 -1.2444273e-002
3.0800000e-003 -1.3396380e-002 -7.8139705e-002 -1.3396380e-002 -2.6792761e-002 -1.3396380e-002
3.0900000e-003 -1.4140539e-002 -6.4743325e-002 -1.4140539e-002 -2.8281078e-002 -1.4140539e-002
3.1000000e-003 -1.4668977e-002 -5.0602786e-002 -1.4668977e-002 -2.9337955e-002 -1.4668977e-002
3.1100000e-003 -1.4977163e-002 -3.5933808e-002 -1.4977163e-002 -2.9954326e-002 -1.4977163e-002
3.1200000e-003 -1.5063822e-002 -2.0956645e-002 -1.5063822e-002 -3.0127645e-002 -1.5063822e-002
3.1300000e-003 -1.4930909e-002 -5.8928227e-003 -1.4930909e-002 -2.9861819e-002 -1.4930909e-002
3.1400000e-003 -1.4583533e-002 9.0380866e-003 -1.4583533e-002 -2.9167065e-002 -1.4583533e-002
3.1500000e-003 -1.4029835e-002 2.3621619e-002 -1.4029835e-002 -2.8059670e-002 -1.4029835e-002
3.1600000e-003 -1.3280831e-002 3.7651454e-002 -1.3280831e-002 -2.6561661e-002 -1.3280831e-002
3.1700000e-003 -1.2350206e-002 5.0932285e-002 -1.2350206e-002 -2.4700411e-002 -1.2350206e-002
3.1800000e-003 -1.1254080e-002 6.3282490e-002 -1.1254080e-002 -2.2508159e-002 -1.1254080e-002
3.1900000e-003 -1.0010737e-002 7.4536570e-002 -1.0010737e-002 -2.0021474e-002 -1.0010737e-002
3.2000000e-003 -8.6403305e-003 8.4547307e-002 -8.6403305e-003 -1.7280661e-002 -8.6403305e-003
3.2100000e-003 -7.1645629e-003 9.3187637e-002 -7.1645629e-003 -1.4329126e-002 -7.1645629e-003
3.2200000e-003 -5.6063489e-003 1.0035220e-001 -5.6063489e-003 -1.1212698e-002 -5.6063489e-003
3.2300000e-003 -3.9894663e-003 1.0595855e-001 -3.9894663e-003 -7.9789326e-003 -3.9894663e-003
3.2400000e-003 -2.3381985e-003 1.0994802e-001 -2.3381985e-003 -4.6763969e-003 -2.3381985e-003
3.2500000e-003 -6.7697509e-004 1.1228621e-001 -6.7697509e-004 -1.3539502e-003 -6.7697509e-004
3.2600000e-003 9.6998380e-004 1.1296319e-001 9.6998380e-004 1.9399676e-003 9.6998380e-004
3.2700000e-003 2.5790160e-003 1.1199321e-001 2.5790160e-003 5.1580320e-003 2.5790160e-003
3.2800000e-003 4.1273518e-003 1.0941419e-001 4.1273518e-003 8.2547037e-003 4.1273518e-003
3.2900000e-003 5.5934313e-003 1.0528684e-001 5.5934313e-003 1.1186863e-002 5.5934313e-003
3.3000000e-003 6.9571991e-003 9.9693406e-002 6.9571991e-003 1.3914398e-002 6.9571991e-003
3.3100000e-003 8.2003731e-003 9.2736207e-002 8.2003731e-003 1.6400746e-002 8.2003731e-003
3.3200000e-003 9.3066841e-003 8.4535834e-002 9.3066841e-003 1.8613368e-002 9.3066841e-003
3.3300000e-003 1.0262082e-002 7.5229150e-002 1.0262082e-002 2.0524164e-002 1.0262082e-002
3.3400000e-003 1.1054908e-002 6.4967067e-002 1.1054908e-002 2.2109816e-002 1.1054908e-002
3.3500000e-003 1.1676028e-002 5.3912159e-002 1.1676028e-002 2.3352055e-002 1.1676028e-002
3.3600000e-003 1.2118928e-002 4.2236132e-002 1.2118928e-002 2.4237855e-002 1.2118928e-002
3.3700000e-003 1.2379772e-002 3.0117204e-002 1.2379772e-002 2.4759545e-002 1.2379772e-002
3.3800000e-003 1.2457420e-002 1.7737432e-002 1.2457420e-002 2.4914839e-002 1.2457420e-002
3.3900000e-003 1.2353399e-002 5.2800122e-003 1.2353399e-002 2.4706798e-002 1.2353399e-002
3.4000000e-003 1.2071852e-002 -7.0733869e-003 1.2071852e-002 2.4143703e-002 1.2071852e-002
3.4100000e-003 1.1619430e-002 -1.9145238e-002 1.1619430e-002 2.3238860e-002 1.1619430e-002
3.4200000e-003 1.1005168e-002 -3.0764668e-002 1.1005168e-002 2.2010335e-002 1.1005168e-002
3.4300000e-003 1.0240312e-002 -4.1769836e-002 1.0240312e-002 2.0480625e-002 1.0240312e-002
3.4400000e-003 9.3381319e-003 -5.2010148e-002 9.3381319e-003 1.8676264e-002 9.3381319e-003
3.4500000e-003 8.3136911e-003 -6.1348280e-002 8.3136911e-003 1.6627382e-002 8.3136911e-003
3.4600000e-003 7.1836091e-003 -6.9661972e-002 7.1836091e-003 1.4367218e-002 7.1836091e-003
3.4700000e-003 5.9657947e-003 -7.6845581e-002 5.9657947e-003 1.1931589e-002 5.9657947e-003
3.4800000e-003 4.6791691e-003 -8.2811375e-002 4.6791691e-003 9.3583382e-003 4.6791691e-003
3.4900000e-003 3.3433761e-003 -8.7490544e-002 3.3433761e-003 6.6867523e-003 3.3433761e-003
3.5000000e-003 1.9784878e-003 -9.0833921e-002 1.9784878e-003 3.9569756e-003 1.9784878e-003
3.5100000e-003 6.0470667e-004 -9.2812408e-002 6.0470667e-004 1.2094133e-003 6.0470667e-004
3.5200000e-003 -7.5792842e-004 -9.3417115e-002 -7.5792842e-004 -1.5158568e-003 -7.5792842e-004
3.5300000e-003 -2.0898307e-003 -9.2659187e-002 -2.0898307e-003 -4.1796614e-003 -2.0898307e-003
3.5400000e-003 -3.3721427e-003 -9.0569356e-002 -3.3721427e-003 -6.7442854e-003 -3.3721427e-003
3.5500000e-003 -4.5869988e-003 -8.7197213e-002 -4.5869988e-003 -9.1739975e-003 -4.5869988e-003
3.5600000e-003 -5.7177700e-003 -8.2610214e-002 -5.7177700e-003 -1.1435540e-002 -5.7177700e-003
3.5700000e-003 -6.7492870e-003 -7.6892444e-002 -6.7492870e-003 -1.3498574e-002 -6.7492870e-003
3.5800000e-003 -7.6680388e-003 -7.0143157e-002 -7.6680388e-003 -1.5336078e-002 -7.6680388e-003
3.5900000e-003 -8.4623443e-003 -6.2475119e-002 -8.4623443e-003 -1.6924689e-002 -8.4623443e-003
3.6000000e-003 -9.1224954e-003 -5.4012774e-002 -9.1224954e-003 -1.8244991e-002 -9.1224954e-003
3.6100000e-003 -9.6408691e-003 -4.4890279e-002 -9.6408691e-003 -1.9281738e-002 -9.6408691e-003
3.6200000e-003 -1.0012007e-002 -3.5249410e-002 -1.0012007e-002 -2.0024015e-002 -1.0012007e-002
3.6300000e-003 -1.0232665e-002 -2.5237402e-002 -1.0232665e-002 -2.0465331e-002 -1.0232665e-002
3.6400000e-003 -1.0301826e-002 -1.5004737e-002 -1.0301826e-002 -2.0603651e-002 -1.0301826e-002
3.6500000e-003 -1.0220682e-002 -4.7029114e-003 -1.0220682e-002 -2.0441364e-002 -1.0220682e-002
3.6600000e-003 -9.9925885e-003 5.5177707e-003 -9.9925885e-003 -1.9985177e-002 -9.9925885e-003
3.6700000e-003 -9.6229806e-003 1.5510359e-002 -9.6229806e-003 -1.9245961e-002 -9.6229806e-003
3.6800000e-003 -9.1192658e-003 2.5133340e-002 -9.1192658e-003 -1.8238532e-002 -9.1192658e-003
3.6900000e-003 -8.4906880e-003 3.4252606e-002 -8.4906880e-003 -1.6981376e-002 -8.4906880e-003
3.7000000e-003 -7.7481665e-003 4.2743294e-002 -7.7481665e-003 -1.5496333e-002 -7.7481665e-003
3.7100000e-003 -6.9041139e-003 5.0491460e-002 -6.9041139e-003 -1.3808228e-002 -6.9041139e-003
3.7200000e-003 -5.9722344e-003 5.7395574e-002 -5.9722344e-003 -1.1944469e-002 -5.9722344e-003
3.7300000e-003 -4.9673062e-003 6.3367808e-002 -4.9673062e-003 -9.9346125e-003 -4.9673062e-003
3.7400000e-003 -3.9049523e-003 6.8335115e-002 -3.9049523e-003 -7.8099046e-003 -3.9049523e-003
3.7500000e-003 -2.8014013e-003 7.2240067e-002 -2.8014013e-003 -5.6028026e-003 -2.8014013e-003
3.7600000e-003 -1.6732438e-003 7.5041468e-002 -1.6732438e-003 -3.3464876e-003 -1.6732438e-003
3.7700000e-003 -5.3718645e-004 7.6714712e-002 -5.3718645e-004 -1.0743729e-003 -5.3718645e-004
3.7800000e-003 5.9019160e-004 7.7251899e-002 5.9019160e-004 1.1803832e-003 5.9019160e-004
3.7900000e-003 1.6926773e-003 7.6661707e-002 1.6926773e-003 3.3853547e-003 1.6926773e-003
3.8000000e-003 2.7546534e-003 7.4969030e-002 2.7546534e-003 5.5093069e-003 2.7546534e-003
3.8100000e-003 3.7613161e-003 7.2214376e-002 3.7613161e-003 7.5226322e-003 3.7613161e-003
3.8200000e-003 4.6988776e-003 6.8453060e-002 4.6988776e-003 9.3977552e-003 4.6988776e-003
3.8300000e-003 5.5547516e-003 6.3754182e-002 5.5547516e-003 1.1109503e-002 5.5547516e-003
3.8400000e-003 6.3177180e-003 5.8199431e-002 6.3177180e-003 1.2635436e-002 6.3177180e-003
3.8500000e-003 6.9780657e-003 5.1881713e-002 6.9780657e-003 1.3956131e-002 6.9780657e-003
3.8600000e-003 7.5277118e-003 4.4903647e-002 7.5277118e-003 1.5055424e-002 7.5277118e-003
3.8700000e-003 7.9602948e-003 3.7375935e-002 7.9602948e-003 1.5920590e-002 7.9602948e-003
3.8800000e-003 8.2712418e-003 2.9415641e-002 8.2712418e-003 1.6542484e-002 8.2712418e-003
3.8900000e-003 8.4578093e-003 2.1144399e-002 8.4578093e-003 1.6915619e-002 8.4578093e-003
3.9000000e-003 8.5190960e-003 1.2686590e-002 8.5190960e-003 1.7038192e-002 8.5190960e-003
3.9100000e-003 8.4560293e-003 4.1674936e-003 8.4560293e-003 1.6912059e-002 8.4560293e-003
3.9200000e-003 8.2713254e-003 -4.2885357e-003 8.2713254e-003 1.6542651e-002 8.2713254e-003
3.9300000e-003 7.9694242e-003 -1.2559861e-002 7.9694242e-003 1.5938848e-002 7.9694242e-003
3.9400000e-003 7.5563994e-003 -2.0529285e-002 7.5563994e-003 1.5112799e-002 7.5563994e-003
3.9500000e-003 7.0398475e-003 -2.8085685e-002 7.0398475e-003 1.4079695e-002 7.0398475e-003
3.9600000e-003 6.4287550e-003 -3.5125532e-002 6.4287550e-003 1.2857510e-002 6.4287550e-003
3.9700000e-003 5.7333486e-003 -4.1554287e-002 5.7333486e-003 1.1466697e-002 5.7333486e-003
3.9800000e-003 4.9649285e-003 -4.7287636e-002 4.9649285e-003 9.9298571e-003 4.9649285e-003
3.9900000e-003 4.1356895e-003 -5.2252564e-002 4.1356895e-003 8.2713790e-003 4.1356895e-003
4.0000000e-003 3.2585309e-003 -5.6388254e-002 3.2585309e-003 6.5170618e-003 3.2585309e-003
4.0100000e-003 2.3468597e-003 -5.9646785e-002 2.3468597e-003 4.6937193e-003 2.3468597e-003
4.0200000e-003 1.4143886e-003 -6.1993644e-002 1.4143886e-003 2.8287772e-003 1.4143886e-003
4.0300000e-003 4.7493321e-004 -6.3408033e-002 4.7493321e-004 9.4986641e-004 4.7493321e-004
4.0400000e-003 -4.5778997e-004 -6.3882966e-002 -4.5778997e-004 -9.1557994e-004 -4.5778997e-004
4.0500000e-003 -1.3703608e-003 -6.3425176e-002 -1.3703608e-003 -2.7407216e-003 -1.3703608e-003
4.0600000e-003 -2.2498456e-003 -6.2054815e-002 -2.2498456e-003 -4.4996913e-003 -2.2498456e-003
4.0700000e-003 -3.0839779e-003 -5.9804970e-002 -3.0839779e-003 -6.1679557e-003 -3.0839779e-003
4.0800000e-003 -3.8613259e-003 -5.6720992e-002 -3.8613259e-003 -7.7226518e-003 -3.8613259e-003
4.0900000e-003 -4.5714468e-003 -5.2859666e-002 -4.5714468e-003 -9.1428935e-003 -4.5714468e-003
4.1000000e-003 -5.2050232e-003 -4.8288219e-002 -5.2050232e-003 -1.0410046e-002 -5.2050232e-003
4.1100000e-003 -5.7539822e-003 -4.3083196e-002 -5.7539822e-003 -1.1507964e-002 -5.7539822e-003
4.1200000e-003 -6.2115943e-003 -3.7329214e-002 -6.2115943e-003 -1.2423189e-002 -6.2115943e-003
4.1300000e-003 -6.5725511e-003 -3.1117620e-002 -6.5725511e-003 -1.3145102e-002 -6.5725511e-003
4.1400000e-003 -6.8330224e-003 -2.4545068e-002 -6.8330224e-003 -1.3666045e-002 -6.8330224e-003
4.1500000e-003 -6.9906894e-003 -1.7712046e-002 -6.9906894e-003 -1.3981379e-002 -6.9906894e-003
4.1600000e-003 -7.0447571e-003 -1.0721357e-002 -7.0447571e-003 -1.4089514e-002 -7.0447571e-003
4.1700000e-003 -6.9959432e-003 -3.6765995e-003 -6.9959432e-003 -1.3991886e-002 -6.9959432e-003
4.1800000e-003 -6.8464463e-003 3.3193437e-003 -6.8464463e-003 -1.3692893e-002 -6.8464463e-003
4.1900000e-003 -6.5998921e-003 1.0165790e-002 -6.5998921e-003 -1.3199784e-002 -6.5998921e-003
4.2000000e-003 -6.2612606e-003 1.6765682e-002 -6.2612606e-003 -1.2522521e-002 -6.2612606e-003
4.2100000e-003 -5.8367939e-003 2.3026943e-002 -5.8367939e-003 -1.1673588e-002 -5.8367939e-003
4.2200000e-003 -5.3338877e-003 2.8863737e-002 -5.3338877e-003 -1.0667775e-002 -5.3338877e-003
4.2300000e-003 -4.7609672e-003 3.4197624e-002 -4.7609672e-003 -9.5219344e-003 -4.7609672e-003
4.2400000e-003 -4.1273504e-003 3.8958591e-002 -4.1273504e-003 -8.2547008e-003 -4.1273504e-003
4.2500000e-003 -3.4430998e-003 4.3085942e-002 -3.4430998e-003 -6.8861996e-003 -3.4430998e-003
4.2600000e-003 -2.7188659e-003 4.6529042e-002 -2.7188659e-003 -5.4377317e-003 -2.7188659e-003
4.2700000e-003 -1.9657242e-003 4.9247907e-002 -1.9657242e-003 -3.9314484e-003 -1.9657242e-003
4.2800000e-003 -1.1950089e-003 5.1213632e-002 -1.1950089e-003 -2.3900178e-003 -1.1950089e-003
4.2900000e-003 -4.1814443e-004 5.2408641e-002 -4.1814443e-004 -8.3628886e-004 -4.1814443e-004
4.3000000e-003 3.5352122e-004 5.2826785e-002 3.5352122e-004 7.0704243e-004 3.5352122e-004
4.3100000e-003 1.1088798e-003 5.2473264e-002 1.1088798e-003 2.2177596e-003 1.1088798e-003
4.3200000e-003 1.8372204e-003 5.1364384e-002 1.8372204e-003 3.6744409e-003 1.8372204e-003
4.3300000e-003 2.5283790e-003 4.9527164e-002 2.5283790e-003 5.0567581e-003 2.5283790e-003
4.3400000e-003 3.1728777e-003 4.6998785e-002 3.1728777e-003 6.3457553e-003 3.1728777e-003
4.3500000e-003 3.7620520e-003 4.3825907e-002 3.7620520e-003 7.5241040e-003 3.7620520e-003
4.3600000e-003 4.2881651e-003 4.0063855e-002 4.2881651e-003 8.5763302e-003 4.2881651e-003
4.3700000e-003 4.7445060e-003 3.5775690e-002 4.7445060e-003 9.4890121e-003 4.7445060e-003
4.3800000e-003 5.1254724e-003 3.1031184e-002 5.1254724e-003 1.0250945e-002 5.1254724e-003
4.3900000e-003 5.4266353e-003 2.5905711e-002 5.4266353e-003 1.0853271e-002 5.4266353e-003
4.4000000e-003 5.6447866e-003 2.0479076e-002 5.6447866e-003 1.1289573e-002 5.6447866e-003
4.4100000e-003 5.7779678e-003 1.4834290e-002 5.7779678e-003 1.1555936e-002 5.7779678e-003
4.4200000e-003 5.8254802e-003 9.0563217e-003 5.8254802e-003 1.1650960e-002 5.8254802e-003
4.4300000e-003 5.7878767e-003 3.2308416e-003 5.7878767e-003 1.1575753e-002 5.7878767e-003
4.4400000e-003 5.6669359e-003 -2.5570351e-003 5.6669359e-003 1.1333872e-002 5.6669359e-003
4.4500000e-003 5.4656185e-003 -8.2239710e-003 5.4656185e-003 1.0931237e-002 5.4656185e-003
4.4600000e-003 5.1880067e-003 -1.3689589e-002 5.1880067e-003 1.0376013e-002 5.1880067e-003
4.4700000e-003 4.8392299e-003 -1.8877596e-002 4.8392299e-003 9.6784598e-003 4.8392299e-003
4.4800000e-003 4.4253740e-003 -2.3716826e-002 4.4253740e-003 8.8507480e-003 4.4253740e-003
4.4900000e-003 3.9533802e-003 -2.8142200e-002 3.9533802e-003 7.9067604e-003 3.9533802e-003
4.5000000e-003 3.4309315e-003 -3.2095580e-002 3.4309315e-003 6.8618629e-003 3.4309315e-003
4.5100000e-003 2.8663308e-003 -3.5526512e-002 2.8663308e-003 5.7326617e-003 2.8663308e-003
4.5200000e-003 2.2683718e-003 -3.8392843e-002 2.2683718e-003 4.5367436e-003 2.2683718e-003
4.5300000e-003 1.6462039e-003 -4.0661214e-002 1.6462039e-003 3.2924078e-003 1.6462039e-003
4.5400000e-003 1.0091949e-003 -4.2307418e-002 1.0091949e-003 2.0183898e-003 1.0091949e-003
4.5500000e-003 3.6679186e-004 -4.3316613e-002 3.6679186e-004 7.3358372e-004 3.6679186e-004
4.5600000e-003 -2.7161679e-004 -4.3683405e-002 -2.7161679e-004 -5.4323358e-004 -2.7161679e-004
4.5700000e-003 -8.9683667e-004 -4.3411788e-002 -8.9683667e-004 -1.7936733e-003 -8.9683667e-004
4.5800000e-003 -1.4999978e-003 -4.2514952e-002 -1.4999978e-003 -2.9999955e-003 -1.4999978e-003
4.5900000e-003 -2.0726783e-003 -4.1014954e-002 -2.0726783e-003 -4.1453566e-003 -2.0726783e-003
4.6000000e-003 -2.6070203e-003 -3.8942276e-002 -2.6070203e-003 -5.2140405e-003 -2.6070203e-003
4.6100000e-003 -3.0958353e-003 -3.6335255e-002 -3.0958353e-003 -6.1916705e-003 -3.0958353e-003
4.6200000e-003 -3.5326988e-003 -3.3239420e-002 -3.5326988e-003 -7.0653976e-003 -3.5326988e-003
4.6300000e-003 -3.9120325e-003 -2.9706721e-002 -3.9120325e-003 -7.8240649e-003 -3.9120325e-003
4.6400000e-003 -4.2291724e-003 -2.5794689e-002 -4.2291724e-003 -8.4583448e-003 -4.2291724e-003
4.6500000e-003 -4.4804238e-003 -2.1565516e-002 -4.4804238e-003 -8.9608476e-003 -4.4804238e-003
4.6600000e-003 -4.6631001e-003 -1.7085093e-002 -4.6631001e-003 -9.3262003e-003 -4.6631001e-003
4.6700000e-003 -4.7755479e-003 -1.2421992e-002 -4.7755479e-003 -9.5510957e-003 -4.7755479e-003
4.6800000e-003 -4.8171551e-003 -7.6464446e-003 -4.8171551e-003 -9.6343101e-003 -4.8171551e-003
4.6900000e-003 -4.7883454e-003 -2.8292895e-003 -4.7883454e-003 -9.5766908e-003 -4.7883454e-003
4.7000000e-003 -4.6905570e-003 1.9590559e-003 -4.6905570e-003 -9.3811140e-003 -4.6905570e-003
4.7100000e-003 -4.5262067e-003 6.6496129e-003 -4.5262067e-003 -9.0524134e-003 -4.5262067e-003
4.7200000e-003 -4.2986411e-003 1.1175820e-002 -4.2986411e-003 -8.5972822e-003 -4.2986411e-003
4.7300000e-003 -4.0120744e-003 1.5474461e-002 -4.0120744e-003 -8.0241488e-003 -4.0120744e-003
4.7400000e-003 -3.6715148e-003 1.9486535e-002 -3.6715148e-003 -7.3430297e-003 -3.6715148e-003
4.7500000e-003 -3.2826806e-003 2.3158050e-002 -3.2826806e-003 -6.5653611e-003 -3.2826806e-003
4.7600000e-003 -2.8519065e-003 2.6440730e-002 -2.8519065e-003 -5.7038130e-003 -2.8519065e-003
4.7700000e-003 -2.3860436e-003 2.9292637e-002 -2.3860436e-003 -4.7720871e-003 -2.3860436e-003
4.7800000e-003 -1.8923519e-003 3.1678681e-002 -1.8923519e-003 -3.7847038e-003 -1.8923519e-003
4.7900000e-003 -1.3783898e-003 3.3571032e-002 -1.3783898e-003 -2.7567796e-003 -1.3783898e-003
4.8000000e-003 -8.5189978e-004 3.4949422e-002 -8.5189978e-004 -1.7037996e-003 -8.5189978e-004
4.8100000e-003 -3.2069366e-004 3.5801322e-002 -3.2069366e-004 -6.4138733e-004 -3.2069366e-004
4.8200000e-003 2.0746154e-004 3.6122016e-002 2.0746154e-004 4.1492309e-004 2.0746154e-004
4.8300000e-003 7.2495564e-004 3.5914554e-002 7.2495564e-004 1.4499113e-003 7.2495564e-004
4.8400000e-003 1.2244432e-003 3.5189599e-002 1.2244432e-003 2.4488864e-003 1.2244432e-003
4.8500000e-003 1.6989463e-003 3.3965155e-002 1.6989463e-003 3.3978926e-003 1.6989463e-003
4.8600000e-003 2.1419501e-003 3.2266209e-002 2.1419501e-003 4.2839002e-003 2.1419501e-003
4.8700000e-003 2.5474908e-003 3.0124259e-002 2.5474908e-003 5.0949816e-003 2.5474908e-003
4.8800000e-003 2.9102340e-003 2.7576768e-002 2.9102340e-003 5.8204679e-003 2.9102340e-003
4.8900000e-003 3.2255427e-003 2.4666534e-002 3.2255427e-003 6.4510853e-003 3.2255427e-003
4.9000000e-003 3.4895347e-003 2.1440991e-002 3.4895347e-003 6.9790693e-003 3.4895347e-003
4.9100000e-003 3.6991277e-003 1.7951457e-002 3.6991277e-003 7.3982555e-003 3.6991277e-003
4.9200000e-003 3.8520727e-003 1.4252329e-002 3.8520727e-003 7.7041454e-003 3.8520727e-003
4.9300000e-003 3.9469739e-003 1.0400256e-002 3.9469739e-003 7.8939478e-003 3.9469739e-003
