t 1 2 3 4 5 6 jL0100 jL0200 jL0300
1.3302000e-003 -2.7211867e-001 -3.4864273e-001 1.4372769e-001 1.4372769e-001 -2.0491504e-001 -4.7703371e-001 -2.4430586e-002 1.8010064e-002 7.8894688e-003
1.3305000e-003 -2.6476567e-001 -3.5391834e-001 1.4124644e-001 1.4124644e-001 -2.1267190e-001 -4.7743757e-001 -2.4510016e-002 1.7585362e-002 8.2708342e-003
1.3308000e-003 -2.5738950e-001 -3.5906468e-001 1.3865288e-001 1.3865288e-001 -2.2041180e-001 -4.7780130e-001 -2.4587233e-002 1.7154484e-002 8.6451970e-003
1.3311000e-003 -2.4999083e-001 -3.6407996e-001 1.3594920e-001 1.3594920e-001 -2.2813076e-001 -4.7812159e-001 -2.4662230e-002 1.6717588e-002 9.0122598e-003
1.3314000e-003 -2.4257033e-001 -3.6896241e-001 1.3313768e-001 1.3313768e-001 -2.3582473e-001 -4.7839505e-001 -2.4735001e-002 1.6274833e-002 9.3717315e-003
1.3317000e-003 -2.3512866e-001 -3.7371032e-001 1.3022068e-001 1.3022068e-001 -2.4348964e-001 -4.7861831e-001 -2.4805540e-002 1.5826381e-002 9.7233274e-003
1.3320000e-003 -2.2766651e-001 -3.7832204e-001 1.2720065e-001 1.2720065e-001 -2.5112139e-001 -4.7878790e-001 -2.4873840e-002 1.5372394e-002 1.0066769e-002
1.3323000e-003 -2.2018454e-001 -3.8279595e-001 1.2408012e-001 1.2408012e-001 -2.5871584e-001 -4.7890038e-001 -2.4939895e-002 1.4913039e-002 1.0401785e-002
1.3326000e-003 -2.1268343e-001 -3.8713050e-001 1.2086168e-001 1.2086168e-001 -2.6626882e-001 -4.7895225e-001 -2.5003700e-002 1.4448482e-002 1.0728112e-002
1.3329000e-003 -2.0516386e-001 -3.9132417e-001 1.1754803e-001 1.1754803e-001 -2.7377613e-001 -4.7893999e-001 -2.5065249e-002 1.3978893e-002 1.1045492e-002
1.3332000e-003 -1.9762650e-001 -3.9537550e-001 1.1414193e-001 1.1414193e-001 -2.8123357e-001 -4.7886006e-001 -2.5124537e-002 1.3504443e-002 1.1353675e-002
1.3335000e-003 -1.9007203e-001 -3.9928309e-001 1.1064621e-001 1.1064621e-001 -2.8863688e-001 -4.7870891e-001 -2.5181559e-002 1.3025303e-002 1.1652420e-002
1.3338000e-003 -1.8250114e-001 -4.0304558e-001 1.0706376e-001 1.0706376e-001 -2.9598183e-001 -4.7848296e-001 -2.5236309e-002 1.2541648e-002 1.1941492e-002
1.3341000e-003 -1.7491450e-001 -4.0666168e-001 1.0339756e-001 1.0339756e-001 -3.0326412e-001 -4.7817862e-001 -2.5288783e-002 1.2053654e-002 1.2220665e-002
1.3344000e-003 -1.6731281e-001 -4.1013013e-001 9.9650642e-002 9.9650642e-002 -3.1047949e-001 -4.7779230e-001 -2.5338977e-002 1.1561498e-002 1.2489722e-002
1.3347000e-003 -1.5969674e-001 -4.1344974e-001 9.5826106e-002 9.5826106e-002 -3.1762363e-001 -4.7732037e-001 -2.5386886e-002 1.1065359e-002 1.2748452e-002
1.3350000e-003 -1.5206699e-001 -4.1661936e-001 9.1927110e-002 9.1927110e-002 -3.2469225e-001 -4.7675924e-001 -2.5432506e-002 1.0565415e-002 1.2996656e-002
1.3353000e-003 -1.4442424e-001 -4.1963792e-001 8.7956868e-002 8.7956868e-002 -3.3168105e-001 -4.7610529e-001 -2.5475834e-002 1.0061850e-002 1.3234139e-002
1.3356000e-003 -1.3676918e-001 -4.2250437e-001 8.3918652e-002 8.3918652e-002 -3.3858572e-001 -4.7535490e-001 -2.5516864e-002 9.5548446e-003 1.3460720e-002
1.3359000e-003 -1.2910250e-001 -4.2521775e-001 7.9815785e-002 7.9815785e-002 -3.4540196e-001 -4.7450446e-001 -2.5555595e-002 9.0445833e-003 1.3676222e-002
1.3362000e-003 -1.2142490e-001 -4.2777712e-001 7.5651641e-002 7.5651641e-002 -3.5212548e-001 -4.7355038e-001 -2.5592023e-002 8.5312508e-003 1.3880482e-002
1.3365000e-003 -1.1373705e-001 -4.3018163e-001 7.1429638e-002 7.1429638e-002 -3.5875199e-001 -4.7248905e-001 -2.5626144e-002 8.0150328e-003 1.4073342e-002
1.3368000e-003 -1.0603967e-001 -4.3243047e-001 6.7153242e-002 6.7153242e-002 -3.6527722e-001 -4.7131689e-001 -2.5657956e-002 7.4961163e-003 1.4254655e-002
1.3371000e-003 -9.8333431e-002 -4.3452287e-001 6.2825956e-002 6.2825956e-002 -3.7169692e-001 -4.7003035e-001 -2.5687456e-002 6.9746888e-003 1.4424285e-002
1.3374000e-003 -9.0619038e-002 -4.3645815e-001 5.8451325e-002 5.8451325e-002 -3.7800683e-001 -4.6862587e-001 -2.5714641e-002 6.4509391e-003 1.4582104e-002
1.3377000e-003 -8.2897185e-002 -4.3823567e-001 5.4032927e-002 5.4032927e-002 -3.8420274e-001 -4.6709993e-001 -2.5739511e-002 5.9250562e-003 1.4727993e-002
1.3380000e-003 -7.5168567e-002 -4.3985484e-001 4.9574374e-002 4.9574374e-002 -3.9028047e-001 -4.6544903e-001 -2.5762061e-002 5.3972304e-003 1.4861844e-002
1.3383000e-003 -6.7433879e-002 -4.4131514e-001 4.5079307e-002 4.5079307e-002 -3.9623583e-001 -4.6366971e-001 -2.5782291e-002 4.8676523e-003 1.4983558e-002
1.3386000e-003 -5.9693820e-002 -4.4261609e-001 4.0551393e-002 4.0551393e-002 -4.0206470e-001 -4.6175852e-001 -2.5800199e-002 4.3365130e-003 1.5093047e-002
1.3389000e-003 -5.1949084e-002 -4.4375729e-001 3.5994323e-002 3.5994323e-002 -4.0776297e-001 -4.5971205e-001 -2.5815784e-002 3.8040042e-003 1.5190231e-002
1.3392000e-003 -4.4200371e-002 -4.4473839e-001 3.1411810e-002 3.1411810e-002 -4.1332658e-001 -4.5752695e-001 -2.5829044e-002 3.2703182e-003 1.5275043e-002
1.3395000e-003 -3.6448377e-002 -4.4555908e-001 2.6807583e-002 2.6807583e-002 -4.1875150e-001 -4.5519987e-001 -2.5839979e-002 2.7356473e-003 1.5347424e-002
1.3398000e-003 -2.8693801e-002 -4.4621914e-001 2.2185386e-002 2.2185386e-002 -4.2403375e-001 -4.5272755e-001 -2.5848587e-002 2.2001843e-003 1.5407324e-002
1.3401000e-003 -2.0937341e-002 -4.4671837e-001 1.7548974e-002 1.7548974e-002 -4.2916940e-001 -4.5010674e-001 -2.5854868e-002 1.6641223e-003 1.5454706e-002
1.3404000e-003 -1.3179694e-002 -4.4705667e-001 1.2902111e-002 1.2902111e-002 -4.3415456e-001 -4.4733425e-001 -2.5858822e-002 1.1276543e-003 1.5489542e-002
1.3407000e-003 -5.4215598e-003 -4.4723396e-001 8.2485674e-003 8.2485674e-003 -4.3898539e-001 -4.4440695e-001 -2.5860448e-002 5.9097350e-004 1.5511813e-002
1.3410000e-003 2.3363645e-003 -4.4725024e-001 3.5921138e-003 3.5921138e-003 -4.4365813e-001 -4.4132176e-001 -2.5859748e-002 5.4273212e-005 1.5521512e-002
1.3413000e-003 1.0093380e-002 -4.4710557e-001 -1.0634784e-003 -1.0634784e-003 -4.4816904e-001 -4.3807566e-001 -2.5856720e-002 -4.8225347e-004 1.5518641e-002
1.3416000e-003 1.7848790e-002 -4.4680004e-001 -5.7144418e-003 -5.7144418e-003 -4.5251448e-001 -4.3466569e-001 -2.5851365e-002 -1.0184135e-003 1.5503212e-002
1.3419000e-003 2.5601895e-002 -4.4633384e-001 -1.0357016e-002 -1.0357016e-002 -4.5669085e-001 -4.3108896e-001 -2.5843684e-002 -1.5540141e-003 1.5475248e-002
1.3422000e-003 3.3351999e-002 -4.4570718e-001 -1.4987451e-002 -1.4987451e-002 -4.6069463e-001 -4.2734263e-001 -2.5833679e-002 -2.0888627e-003 1.5434782e-002
1.3425000e-003 4.1098403e-002 -4.4492035e-001 -1.9602007e-002 -1.9602007e-002 -4.6452236e-001 -4.2342395e-001 -2.5821349e-002 -2.6227672e-003 1.5381856e-002
1.3428000e-003 4.8840413e-002 -4.4397369e-001 -2.4196965e-002 -2.4196965e-002 -4.6817065e-001 -4.1933024e-001 -2.5806697e-002 -3.1555356e-003 1.5316524e-002
1.3431000e-003 5.6577330e-002 -4.4286760e-001 -2.8768619e-002 -2.8768619e-002 -4.7163621e-001 -4.1505888e-001 -2.5789724e-002 -3.6869767e-003 1.5238849e-002
1.3434000e-003 6.4308459e-002 -4.4160253e-001 -3.3313290e-002 -3.3313290e-002 -4.7491582e-001 -4.1060736e-001 -2.5770431e-002 -4.2168997e-003 1.5148903e-002
1.3437000e-003 7.2033106e-002 -4.4017899e-001 -3.7827321e-002 -3.7827321e-002 -4.7800631e-001 -4.0597321e-001 -2.5748821e-002 -4.7451145e-003 1.5046769e-002
1.3440000e-003 7.9750575e-002 -4.3859756e-001 -4.2307083e-002 -4.2307083e-002 -4.8090464e-001 -4.0115407e-001 -2.5724896e-002 -5.2714316e-003 1.4932540e-002
1.3443000e-003 8.7460172e-002 -4.3685886e-001 -4.6748979e-002 -4.6748979e-002 -4.8360784e-001 -3.9614767e-001 -2.5698658e-002 -5.7956622e-003 1.4806318e-002
1.3446000e-003 9.5161205e-002 -4.3496358e-001 -5.1149443e-002 -5.1149443e-002 -4.8611302e-001 -3.9095182e-001 -2.5670110e-002 -6.3176185e-003 1.4668215e-002
1.3449000e-003 1.0285298e-001 -4.3291244e-001 -5.5504948e-002 -5.5504948e-002 -4.8841739e-001 -3.8556441e-001 -2.5639254e-002 -6.8371134e-003 1.4518351e-002
1.3452000e-003 1.1053481e-001 -4.3070625e-001 -5.9812006e-002 -5.9812006e-002 -4.9051826e-001 -3.7998345e-001 -2.5606094e-002 -7.3539610e-003 1.4356859e-002
1.3455000e-003 1.1820600e-001 -4.2834586e-001 -6.4067169e-002 -6.4067169e-002 -4.9241303e-001 -3.7420703e-001 -2.5570632e-002 -7.8679760e-003 1.4183877e-002
1.3458000e-003 1.2586586e-001 -4.2583217e-001 -6.8267036e-002 -6.8267036e-002 -4.9409921e-001 -3.6823335e-001 -2.5532872e-002 -8.3789746e-003 1.3999556e-002
1.3461000e-003 1.3351371e-001 -4.2316614e-001 -7.2408252e-002 -7.2408252e-002 -4.9557439e-001 -3.6206068e-001 -2.5492818e-002 -8.8867740e-003 1.3804054e-002
1.3464000e-003 1.4114885e-001 -4.2034878e-001 -7.6487514e-002 -7.6487514e-002 -4.9683629e-001 -3.5568745e-001 -2.5450473e-002 -9.3911925e-003 1.3597538e-002
1.3467000e-003 1.4877060e-001 -4.1738116e-001 -8.0501569e-002 -8.0501569e-002 -4.9788273e-001 -3.4911213e-001 -2.5405842e-002 -9.8920499e-003 1.3380184e-002
1.3470000e-003 1.5637828e-001 -4.1426441e-001 -8.4447222e-002 -8.4447222e-002 -4.9871164e-001 -3.4233336e-001 -2.5358929e-002 -1.0389167e-002 1.3152176e-002
1.3473000e-003 1.6397120e-001 -4.1099970e-001 -8.8321334e-002 -8.8321334e-002 -4.9932104e-001 -3.3534984e-001 -2.5309737e-002 -1.0882367e-002 1.2913708e-002
1.3476000e-003 1.7154868e-001 -4.0758826e-001 -9.2120829e-002 -9.2120829e-002 -4.9970909e-001 -3.2816041e-001 -2.5258273e-002 -1.1371473e-002 1.2664982e-002
1.3479000e-003 1.7911004e-001 -4.0403137e-001 -9.5842691e-002 -9.5842691e-002 -4.9987406e-001 -3.2076402e-001 -2.5204540e-002 -1.1856310e-002 1.2406207e-002
1.3482000e-003 1.8665461e-001 -4.0033036e-001 -9.9483971e-002 -9.9483971e-002 -4.9981433e-001 -3.1315972e-001 -2.5148543e-002 -1.2336707e-002 1.2137600e-002
1.3485000e-003 1.9418169e-001 -3.9648661e-001 -1.0304179e-001 -1.0304179e-001 -4.9952840e-001 -3.0534670e-001 -2.5090289e-002 -1.2812491e-002 1.1859387e-002
1.3488000e-003 2.0169063e-001 -3.9250156e-001 -1.0651333e-001 -1.0651333e-001 -4.9901489e-001 -2.9732426e-001 -2.5029781e-002 -1.3283493e-002 1.1571801e-002
1.3491000e-003 2.0918074e-001 -3.8837670e-001 -1.0989585e-001 -1.0989585e-001 -4.9827255e-001 -2.8909182e-001 -2.4967027e-002 -1.3749545e-002 1.1275083e-002
1.3494000e-003 2.1665135e-001 -3.8411355e-001 -1.1318670e-001 -1.1318670e-001 -4.9730025e-001 -2.8064891e-001 -2.4902032e-002 -1.4210481e-002 1.0969479e-002
1.3497000e-003 2.2410179e-001 -3.7971371e-001 -1.1638327e-001 -1.1638327e-001 -4.9609698e-001 -2.7199520e-001 -2.4834801e-002 -1.4666137e-002 1.0655244e-002
1.3500000e-003 2.3153139e-001 -3.7517881e-001 -1.1948306e-001 -1.1948306e-001 -4.9466187e-001 -2.6313048e-001 -2.4765342e-002 -1.5116352e-002 1.0332639e-002
1.3503000e-003 2.3893949e-001 -3.7051052e-001 -1.2248364e-001 -1.2248364e-001 -4.9299416e-001 -2.5405467e-001 -2.4693660e-002 -1.5560965e-002 1.0001934e-002
1.3506000e-003 2.4632541e-001 -3.6571057e-001 -1.2538266e-001 -1.2538266e-001 -4.9109323e-001 -2.4476782e-001 -2.4619762e-002 -1.5999817e-002 9.6634005e-003
1.3509000e-003 2.5368851e-001 -3.6078075e-001 -1.2817786e-001 -1.2817786e-001 -4.8895860e-001 -2.3527009e-001 -2.4543656e-002 -1.6432754e-002 9.3173202e-003
1.3512000e-003 2.6102812e-001 -3.5572286e-001 -1.3086705e-001 -1.3086705e-001 -4.8658991e-001 -2.2556180e-001 -2.4465347e-002 -1.6859622e-002 8.9639792e-003
1.3515000e-003 2.6834357e-001 -3.5053878e-001 -1.3344815e-001 -1.3344815e-001 -4.8398693e-001 -2.1564336e-001 -2.4384844e-002 -1.7280268e-002 8.6036692e-003
1.3518000e-003 2.7563422e-001 -3.4523042e-001 -1.3591916e-001 -1.3591916e-001 -4.8114958e-001 -2.0551536e-001 -2.4302154e-002 -1.7694545e-002 8.2366875e-003
1.3521000e-003 2.8289940e-001 -3.3979973e-001 -1.3827816e-001 -1.3827816e-001 -4.7807788e-001 -1.9517848e-001 -2.4217284e-002 -1.8102304e-002 7.8633364e-003
1.3524000e-003 2.9013847e-001 -3.3424870e-001 -1.4052334e-001 -1.4052334e-001 -4.7477204e-001 -1.8463357e-001 -2.4130243e-002 -1.8503403e-002 7.4839234e-003
1.3527000e-003 2.9735078e-001 -3.2857940e-001 -1.4265296e-001 -1.4265296e-001 -4.7123236e-001 -1.7388157e-001 -2.4041037e-002 -1.8897698e-002 7.0987604e-003
1.3530000e-003 3.0453569e-001 -3.2279388e-001 -1.4466541e-001 -1.4466541e-001 -4.6745929e-001 -1.6292361e-001 -2.3949677e-002 -1.9285051e-002 6.7081638e-003
1.3533000e-003 3.1169254e-001 -3.1689428e-001 -1.4655915e-001 -1.4655915e-001 -4.6345343e-001 -1.5176089e-001 -2.3856169e-002 -1.9665324e-002 6.3124541e-003
1.3536000e-003 3.1882070e-001 -3.1088277e-001 -1.4833274e-001 -1.4833274e-001 -4.5921550e-001 -1.4039481e-001 -2.3760523e-002 -2.0038383e-002 5.9119557e-003
1.3539000e-003 3.2591952e-001 -3.0476154e-001 -1.4998484e-001 -1.4998484e-001 -4.5474637e-001 -1.2882685e-001 -2.3662747e-002 -2.0404097e-002 5.5069967e-003
1.3542000e-003 3.3298837e-001 -2.9853284e-001 -1.5151421e-001 -1.5151421e-001 -4.5004705e-001 -1.1705867e-001 -2.3562850e-002 -2.0762336e-002 5.0979083e-003
1.3545000e-003 3.4002663e-001 -2.9219895e-001 -1.5291972e-001 -1.5291972e-001 -4.4511866e-001 -1.0509203e-001 -2.3460842e-002 -2.1112975e-002 4.6850251e-003
1.3548000e-003 3.4703365e-001 -2.8576218e-001 -1.5420032e-001 -1.5420032e-001 -4.3996250e-001 -9.2928852e-002 -2.3356732e-002 -2.1455890e-002 4.2686842e-003
1.3551000e-003 3.5400881e-001 -2.7922489e-001 -1.5535509e-001 -1.5535509e-001 -4.3457998e-001 -8.0571173e-002 -2.3250530e-002 -2.1790960e-002 3.8492255e-003
1.3554000e-003 3.6095148e-001 -2.7258947e-001 -1.5638319e-001 -1.5638319e-001 -4.2897266e-001 -6.8021177e-002 -2.3142244e-002 -2.2118067e-002 3.4269909e-003
1.3557000e-003 3.6786104e-001 -2.6585834e-001 -1.5728388e-001 -1.5728388e-001 -4.2314222e-001 -5.5281179e-002 -2.3031886e-002 -2.2437097e-002 3.0023244e-003
1.3560000e-003 3.7473688e-001 -2.5903396e-001 -1.5805655e-001 -1.5805655e-001 -4.1709051e-001 -4.2353630e-002 -2.2919465e-002 -2.2747938e-002 2.5755717e-003
1.3563000e-003 3.8157838e-001 -2.5211882e-001 -1.5870068e-001 -1.5870068e-001 -4.1081949e-001 -2.9241112e-002 -2.2804991e-002 -2.3050480e-002 2.1470799e-003
1.3566000e-003 3.8838492e-001 -2.4511543e-001 -1.5921584e-001 -1.5921584e-001 -4.0433127e-001 -1.5946343e-002 -2.2688476e-002 -2.3344619e-002 1.7171971e-003
1.3569000e-003 3.9515590e-001 -2.3802636e-001 -1.5960172e-001 -1.5960172e-001 -3.9762807e-001 -2.4721710e-003 -2.2569929e-002 -2.3630250e-002 1.2862725e-003
1.3572000e-003 4.0189071e-001 -2.3085417e-001 -1.5985812e-001 -1.5985812e-001 -3.9071229e-001 1.1178424e-002 -2.2449362e-002 -2.3907275e-002 8.5465554e-004
1.3575000e-003 4.0858875e-001 -2.2360149e-001 -1.5998492e-001 -1.5998492e-001 -3.8358642e-001 2.5002329e-002 -2.2326785e-002 -2.4175597e-002 4.2269625e-004
1.3578000e-003 4.1524941e-001 -2.1627096e-001 -1.5998215e-001 -1.5998215e-001 -3.7625310e-001 3.8996306e-002 -2.2202210e-002 -2.4435122e-002 -9.2555512e-006
1.3581000e-003 4.2187211e-001 -2.0886523e-001 -1.5984989e-001 -1.5984989e-001 -3.6871512e-001 5.3156984e-002 -2.2075649e-002 -2.4685761e-002 -4.4085026e-004
1.3584000e-003 4.2845624e-001 -2.0138700e-001 -1.5958837e-001 -1.5958837e-001 -3.6097537e-001 6.7480867e-002 -2.1947112e-002 -2.4927425e-002 -8.7173886e-004
1.3587000e-003 4.3500122e-001 -1.9383899e-001 -1.5919790e-001 -1.5919790e-001 -3.5303689e-001 8.1964332e-002 -2.1816612e-002 -2.5160032e-002 -1.3015732e-003
1.3590000e-003 4.4150647e-001 -1.8622394e-001 -1.5867890e-001 -1.5867890e-001 -3.4490284e-001 9.6603632e-002 -2.1684160e-002 -2.5383501e-002 -1.7300062e-003
1.3593000e-003 4.4797140e-001 -1.7854462e-001 -1.5803189e-001 -1.5803189e-001 -3.3657650e-001 1.1139490e-001 -2.1549768e-002 -2.5597754e-002 -2.1566923e-003
1.3596000e-003 4.5439544e-001 -1.7080380e-001 -1.5725750e-001 -1.5725750e-001 -3.2806130e-001 1.2633413e-001 -2.1413450e-002 -2.5802719e-002 -2.5812876e-003
1.3599000e-003 4.6077800e-001 -1.6300430e-001 -1.5635647e-001 -1.5635647e-001 -3.1936077e-001 1.4141723e-001 -2.1275216e-002 -2.5998324e-002 -3.0034500e-003
1.3602000e-003 4.6711852e-001 -1.5514895e-001 -1.5532962e-001 -1.5532962e-001 -3.1047857e-001 1.5663996e-001 -2.1135081e-002 -2.6184503e-002 -3.4228400e-003
1.3605000e-003 4.7341644e-001 -1.4724059e-001 -1.5417788e-001 -1.5417788e-001 -3.0141847e-001 1.7199797e-001 -2.0993056e-002 -2.6361191e-002 -3.8391203e-003
1.3608000e-003 4.7967119e-001 -1.3928210e-001 -1.5290229e-001 -1.5290229e-001 -2.9218439e-001 1.8748680e-001 -2.0849154e-002 -2.6528330e-002 -4.2519565e-003
1.3611000e-003 4.8588220e-001 -1.3127634e-001 -1.5150399e-001 -1.5150399e-001 -2.8278032e-001 2.0310188e-001 -2.0703390e-002 -2.6685861e-002 -4.6610172e-003
1.3614000e-003 4.9204894e-001 -1.2322622e-001 -1.4998420e-001 -1.4998420e-001 -2.7321041e-001 2.1883852e-001 -2.0555775e-002 -2.6833733e-002 -5.0659746e-003
1.3617000e-003 4.9817083e-001 -1.1513465e-001 -1.4834424e-001 -1.4834424e-001 -2.6347889e-001 2.3469194e-001 -2.0406324e-002 -2.6971894e-002 -5.4665040e-003
1.3620000e-003 5.0424735e-001 -1.0700456e-001 -1.4658556e-001 -1.4658556e-001 -2.5359012e-001 2.5065723e-001 -2.0255050e-002 -2.7100300e-002 -5.8622850e-003
1.3623000e-003 5.1027794e-001 -9.8838887e-002 -1.4470966e-001 -1.4470966e-001 -2.4354855e-001 2.6672939e-001 -2.0101966e-002 -2.7218907e-002 -6.2530011e-003
1.3626000e-003 5.1626207e-001 -9.0640584e-002 -1.4271816e-001 -1.4271816e-001 -2.3335874e-001 2.8290332e-001 -1.9947088e-002 -2.7327675e-002 -6.6383401e-003
1.3629000e-003 5.2219919e-001 -8.2412613e-002 -1.4061276e-001 -1.4061276e-001 -2.2302537e-001 2.9917382e-001 -1.9790428e-002 -2.7426570e-002 -7.0179946e-003
1.3632000e-003 5.2808879e-001 -7.4157945e-002 -1.3839526e-001 -1.3839526e-001 -2.1255320e-001 3.1553559e-001 -1.9632001e-002 -2.7515560e-002 -7.3916618e-003
1.3635000e-003 5.3393034e-001 -6.5879560e-002 -1.3606755e-001 -1.3606755e-001 -2.0194711e-001 3.3198323e-001 -1.9471822e-002 -2.7594615e-002 -7.7590442e-003
1.3638000e-003 5.3972331e-001 -5.7580447e-002 -1.3363159e-001 -1.3363159e-001 -1.9121204e-001 3.4851127e-001 -1.9309905e-002 -2.7663712e-002 -8.1198495e-003
1.3641000e-003 5.4546719e-001 -4.9263598e-002 -1.3108945e-001 -1.3108945e-001 -1.8035305e-001 3.6511414e-001 -1.9146265e-002 -2.7722828e-002 -8.4737910e-003
1.3644000e-003 5.5116147e-001 -4.0932014e-002 -1.2844328e-001 -1.2844328e-001 -1.6937529e-001 3.8178617e-001 -1.8980916e-002 -2.7771947e-002 -8.8205878e-003
1.3647000e-003 5.5680563e-001 -3.2588698e-002 -1.2569529e-001 -1.2569529e-001 -1.5828399e-001 3.9852164e-001 -1.8813875e-002 -2.7811053e-002 -9.1599651e-003
1.3650000e-003 5.6239918e-001 -2.4236657e-002 -1.2284779e-001 -1.2284779e-001 -1.4708445e-001 4.1531473e-001 -1.8645155e-002 -2.7840137e-002 -9.4916542e-003
1.3653000e-003 5.6794161e-001 -1.5878899e-002 -1.1990317e-001 -1.1990317e-001 -1.3578207e-001 4.3215953e-001 -1.8474773e-002 -2.7859192e-002 -9.8153927e-003
1.3656000e-003 5.7343243e-001 -7.5184353e-003 -1.1686390e-001 -1.1686390e-001 -1.2438233e-001 4.4905010e-001 -1.8302743e-002 -2.7868214e-002 -1.0130925e-002
1.3659000e-003 5.7887115e-001 8.4172590e-004 -1.1373250e-001 -1.1373250e-001 -1.1289077e-001 4.6598038e-001 -1.8129081e-002 -2.7867204e-002 -1.0438003e-002
1.3662000e-003 5.8425730e-001 9.1985756e-003 -1.1051158e-001 -1.1051158e-001 -1.0131301e-001 4.8294429e-001 -1.7953804e-002 -2.7856166e-002 -1.0736384e-002
1.3665000e-003 5.8959037e-001 1.7549108e-002 -1.0720383e-001 -1.0720383e-001 -8.9654723e-002 4.9993565e-001 -1.7776927e-002 -2.7835107e-002 -1.1025835e-002
1.3668000e-003 5.9486991e-001 2.5890319e-002 -1.0381199e-001 -1.0381199e-001 -7.7921673e-002 5.1694824e-001 -1.7598466e-002 -2.7804038e-002 -1.1306127e-002
1.3671000e-003 6.0009545e-001 3.4219212e-002 -1.0033888e-001 -1.0033888e-001 -6.6119668e-002 5.3397578e-001 -1.7418438e-002 -2.7762975e-002 -1.1577042e-002
1.3674000e-003 6.0526650e-001 4.2532792e-002 -9.6787369e-002 -9.6787369e-002 -5.4254577e-002 5.5101193e-001 -1.7236858e-002 -2.7711936e-002 -1.1838368e-002
1.3677000e-003 6.1038263e-001 5.0828075e-002 -9.3160399e-002 -9.3160399e-002 -4.2332324e-002 5.6805030e-001 -1.7053743e-002 -2.7650942e-002 -1.2089901e-002
1.3680000e-003 6.1544336e-001 5.9102081e-002 -8.9460965e-002 -8.9460965e-002 -3.0358884e-002 5.8508447e-001 -1.6869110e-002 -2.7580020e-002 -1.2331446e-002
1.3683000e-003 6.2044825e-001 6.7351840e-002 -8.5692121e-002 -8.5692121e-002 -1.8340281e-002 6.0210797e-001 -1.6682975e-002 -2.7499197e-002 -1.2562814e-002
1.3686000e-003 6.2539686e-001 7.5574393e-002 -8.1856973e-002 -8.1856973e-002 -6.2825799e-003 6.1911428e-001 -1.6495356e-002 -2.7408508e-002 -1.2783828e-002
1.3689000e-003 6.3028874e-001 8.3766789e-002 -7.7958678e-002 -7.7958678e-002 5.8081114e-003 6.3609685e-001 -1.6306270e-002 -2.7307988e-002 -1.2994317e-002
1.3692000e-003 6.3512346e-001 9.1926092e-002 -7.4000442e-002 -7.4000442e-002 1.7925650e-002 6.5304911e-001 -1.6115733e-002 -2.7197677e-002 -1.3194118e-002
1.3695000e-003 6.3990059e-001 1.0004938e-001 -6.9985519e-002 -6.9985519e-002 3.0063859e-002 6.6996445e-001 -1.5923762e-002 -2.7077618e-002 -1.3383079e-002
1.3698000e-003 6.4461970e-001 1.0813373e-001 -6.5917202e-002 -6.5917202e-002 4.2216532e-002 6.8683623e-001 -1.5730377e-002 -2.6947857e-002 -1.3561055e-002
1.3701000e-003 6.4928038e-001 1.1617627e-001 -6.1798829e-002 -6.1798829e-002 5.4377439e-002 7.0365782e-001 -1.5535592e-002 -2.6808446e-002 -1.3727912e-002
1.3704000e-003 6.5388221e-001 1.2417410e-001 -5.7633772e-002 -5.7633772e-002 6.6540327e-002 7.2042253e-001 -1.5339428e-002 -2.6659437e-002 -1.3883523e-002
1.3707000e-003 6.5842478e-001 1.3212437e-001 -5.3425440e-002 -5.3425440e-002 7.8698925e-002 7.3712370e-001 -1.5141900e-002 -2.6500887e-002 -1.4027772e-002
1.3710000e-003 6.6290768e-001 1.4002422e-001 -4.9177275e-002 -4.9177275e-002 9.0846948e-002 7.5375463e-001 -1.4943028e-002 -2.6332858e-002 -1.4160550e-002
1.3713000e-003 6.6733053e-001 1.4787085e-001 -4.4892747e-002 -4.4892747e-002 1.0297810e-001 7.7030863e-001 -1.4742829e-002 -2.6155413e-002 -1.4281761e-002
1.3716000e-003 6.7169293e-001 1.5566143e-001 -4.0575353e-002 -4.0575353e-002 1.1508608e-001 7.8677901e-001 -1.4541321e-002 -2.5968620e-002 -1.4391314e-002
1.3719000e-003 6.7599449e-001 1.6339320e-001 -3.6228613e-002 -3.6228613e-002 1.2716458e-001 8.0315907e-001 -1.4338523e-002 -2.5772548e-002 -1.4489132e-002
1.3722000e-003 6.8023482e-001 1.7106338e-001 -3.1856070e-002 -3.1856070e-002 1.3920731e-001 8.1944213e-001 -1.4134452e-002 -2.5567272e-002 -1.4575143e-002
1.3725000e-003 6.8441356e-001 1.7866924e-001 -2.7461284e-002 -2.7461284e-002 1.5120796e-001 8.3562152e-001 -1.3929128e-002 -2.5352869e-002 -1.4649288e-002
1.3728000e-003 6.8853033e-001 1.8620806e-001 -2.3047828e-002 -2.3047828e-002 1.6316024e-001 8.5169057e-001 -1.3722569e-002 -2.5129419e-002 -1.4711518e-002
1.3731000e-003 6.9258477e-001 1.9367717e-001 -1.8619292e-002 -1.8619292e-002 1.7505788e-001 8.6764264e-001 -1.3514794e-002 -2.4897006e-002 -1.4761790e-002
1.3734000e-003 6.9657652e-001 2.0107388e-001 -1.4179269e-002 -1.4179269e-002 1.8689461e-001 8.8347113e-001 -1.3305821e-002 -2.4655718e-002 -1.4800074e-002
