t 1 2 3 4 5 6 jL0100 jL0200 jL0300
8.4480000e-004 -1.7678743e-002 -6.0194273e-001 1.3095885e-002 1.3095885e-002 -5.8884685e-001 -6.0652559e-001 2.7852339e-002 -1.3455583e-003 -3.0302401e-002
8.4510000e-004 -2.6032102e-002 -6.0132259e-001 2.2168649e-002 2.2168649e-002 -5.7915394e-001 -6.0518604e-001 2.7844529e-002 -2.0671454e-003 -3.0242546e-002
8.4540000e-004 -3.4382366e-002 -6.0048627e-001 3.1216128e-002 3.1216128e-002 -5.6927014e-001 -6.0365251e-001 2.7834214e-002 -2.7877289e-003 -3.0158262e-002
8.4570000e-004 -4.2728785e-002 -5.9943416e-001 4.0231020e-002 4.0231020e-002 -5.5920314e-001 -6.0193192e-001 2.7821396e-002 -3.5070499e-003 -3.0049639e-002
8.4600000e-004 -5.1070607e-002 -5.9816670e-001 4.9206054e-002 4.9206054e-002 -5.4896065e-001 -6.0003125e-001 2.7806075e-002 -4.2248500e-003 -2.9916782e-002
8.4630000e-004 -5.9407083e-002 -5.9668444e-001 5.8134000e-002 5.8134000e-002 -5.3855044e-001 -5.9795752e-001 2.7788253e-002 -4.9408713e-003 -2.9759821e-002
8.4660000e-004 -6.7737462e-002 -5.9498798e-001 6.7007670e-002 6.7007670e-002 -5.2798031e-001 -5.9571777e-001 2.7767931e-002 -5.6548569e-003 -2.9578900e-002
8.4690000e-004 -7.6060996e-002 -5.9307802e-001 7.5819926e-002 7.5819926e-002 -5.1725809e-001 -5.9331909e-001 2.7745113e-002 -6.3665505e-003 -2.9374186e-002
8.4720000e-004 -8.4376936e-002 -5.9095531e-001 8.4563685e-002 8.4563685e-002 -5.0639162e-001 -5.9076856e-001 2.7719800e-002 -7.0756969e-003 -2.9145864e-002
8.4750000e-004 -9.2684534e-002 -5.8862070e-001 9.3231927e-002 9.3231927e-002 -4.9538877e-001 -5.8807330e-001 2.7691995e-002 -7.7820417e-003 -2.8894138e-002
8.4780000e-004 -1.0098304e-001 -5.8607510e-001 1.0181770e-001 1.0181770e-001 -4.8425740e-001 -5.8524045e-001 2.7661700e-002 -8.4853318e-003 -2.8619230e-002
8.4810000e-004 -1.0927172e-001 -5.8331950e-001 1.1031411e-001 1.1031411e-001 -4.7300539e-001 -5.8227711e-001 2.7628918e-002 -9.1853152e-003 -2.8321382e-002
8.4840000e-004 -1.1754982e-001 -5.8035498e-001 1.1871437e-001 1.1871437e-001 -4.6164061e-001 -5.7919043e-001 2.7593653e-002 -9.8817412e-003 -2.8000853e-002
8.4870000e-004 -1.2581659e-001 -5.7718267e-001 1.2701174e-001 1.2701174e-001 -4.5017093e-001 -5.7598752e-001 2.7555908e-002 -1.0574360e-002 -2.7657921e-002
8.4900000e-004 -1.3407129e-001 -5.7380379e-001 1.3519961e-001 1.3519961e-001 -4.3860419e-001 -5.7267548e-001 2.7515687e-002 -1.1262925e-002 -2.7292883e-002
8.4930000e-004 -1.4231319e-001 -5.7021964e-001 1.4327142e-001 1.4327142e-001 -4.2694821e-001 -5.6926141e-001 2.7472993e-002 -1.1947189e-002 -2.6906050e-002
8.4960000e-004 -1.5054154e-001 -5.6643157e-001 1.5122075e-001 1.5122075e-001 -4.1521082e-001 -5.6575236e-001 2.7427830e-002 -1.2626906e-002 -2.6497754e-002
8.4990000e-004 -1.5875560e-001 -5.6244101e-001 1.5904125e-001 1.5904125e-001 -4.0339976e-001 -5.6215537e-001 2.7380204e-002 -1.3301836e-002 -2.6068342e-002
8.5020000e-004 -1.6695464e-001 -5.5824949e-001 1.6672671e-001 1.6672671e-001 -3.9152279e-001 -5.5847743e-001 2.7330117e-002 -1.3971735e-002 -2.5618180e-002
8.5050000e-004 -1.7513791e-001 -5.5385858e-001 1.7427100e-001 1.7427100e-001 -3.7958758e-001 -5.5472550e-001 2.7277576e-002 -1.4636365e-002 -2.5147649e-002
8.5080000e-004 -1.8330469e-001 -5.4926994e-001 1.8166814e-001 1.8166814e-001 -3.6760179e-001 -5.5090648e-001 2.7222585e-002 -1.5295489e-002 -2.4657145e-002
8.5110000e-004 -1.9145423e-001 -5.4448528e-001 1.8891227e-001 1.8891227e-001 -3.5557301e-001 -5.4702724e-001 2.7165148e-002 -1.5948872e-002 -2.4147081e-002
8.5140000e-004 -1.9958581e-001 -5.3950639e-001 1.9599763e-001 1.9599763e-001 -3.4350876e-001 -5.4309457e-001 2.7105273e-002 -1.6596279e-002 -2.3617888e-002
8.5170000e-004 -2.0769870e-001 -5.3433515e-001 2.0291864e-001 2.0291864e-001 -3.3141651e-001 -5.3911521e-001 2.7042963e-002 -1.7237481e-002 -2.3070007e-002
8.5200000e-004 -2.1579217e-001 -5.2897347e-001 2.0966981e-001 2.0966981e-001 -3.1930367e-001 -5.3509584e-001 2.6978225e-002 -1.7872250e-002 -2.2503899e-002
8.5230000e-004 -2.2386549e-001 -5.2342337e-001 2.1624582e-001 2.1624582e-001 -3.0717755e-001 -5.3104304e-001 2.6911066e-002 -1.8500358e-002 -2.1920035e-002
8.5260000e-004 -2.3191794e-001 -5.1768689e-001 2.2264149e-001 2.2264149e-001 -2.9504540e-001 -5.2696334e-001 2.6841490e-002 -1.9121582e-002 -2.1318903e-002
8.5290000e-004 -2.3994879e-001 -5.1176618e-001 2.2885179e-001 2.2885179e-001 -2.8291439e-001 -5.2286318e-001 2.6769506e-002 -1.9735701e-002 -2.0701003e-002
8.5320000e-004 -2.4795732e-001 -5.0566343e-001 2.3487184e-001 2.3487184e-001 -2.7079159e-001 -5.1874891e-001 2.6695118e-002 -2.0342497e-002 -2.0066849e-002
8.5350000e-004 -2.5594282e-001 -4.9938091e-001 2.4069693e-001 2.4069693e-001 -2.5868397e-001 -5.1462679e-001 2.6618336e-002 -2.0941755e-002 -1.9416968e-002
8.5380000e-004 -2.6390457e-001 -4.9292093e-001 2.4632250e-001 2.4632250e-001 -2.4659842e-001 -5.1050300e-001 2.6539164e-002 -2.1533260e-002 -1.8751897e-002
8.5410000e-004 -2.7184186e-001 -4.8628589e-001 2.5174416e-001 2.5174416e-001 -2.3454173e-001 -5.0638358e-001 2.6457612e-002 -2.2116803e-002 -1.8072188e-002
8.5440000e-004 -2.7975396e-001 -4.7947823e-001 2.5695768e-001 2.5695768e-001 -2.2252055e-001 -5.0227452e-001 2.6373685e-002 -2.2692177e-002 -1.7378402e-002
8.5470000e-004 -2.8764018e-001 -4.7250048e-001 2.6195901e-001 2.6195901e-001 -2.1054147e-001 -4.9818165e-001 2.6287393e-002 -2.3259177e-002 -1.6671113e-002
8.5500000e-004 -2.9549980e-001 -4.6535520e-001 2.6674428e-001 2.6674428e-001 -1.9861092e-001 -4.9411072e-001 2.6198743e-002 -2.3817603e-002 -1.5950903e-002
8.5530000e-004 -3.0333213e-001 -4.5804502e-001 2.7130979e-001 2.7130979e-001 -1.8673523e-001 -4.9006735e-001 2.6107744e-002 -2.4367257e-002 -1.5218367e-002
8.5560000e-004 -3.1113645e-001 -4.5057264e-001 2.7565203e-001 2.7565203e-001 -1.7492061e-001 -4.8605706e-001 2.6014403e-002 -2.4907945e-002 -1.4474106e-002
8.5590000e-004 -3.1891207e-001 -4.4294080e-001 2.7976765e-001 2.7976765e-001 -1.6317315e-001 -4.8208522e-001 2.5918729e-002 -2.5439474e-002 -1.3718734e-002
8.5620000e-004 -3.2665828e-001 -4.3515230e-001 2.8365351e-001 2.8365351e-001 -1.5149879e-001 -4.7815708e-001 2.5820732e-002 -2.5961656e-002 -1.2952869e-002
8.5650000e-004 -3.3437441e-001 -4.2721001e-001 2.8730665e-001 2.8730665e-001 -1.3990336e-001 -4.7427777e-001 2.5720419e-002 -2.6474308e-002 -1.2177141e-002
8.5680000e-004 -3.4205975e-001 -4.1911683e-001 2.9072431e-001 2.9072431e-001 -1.2839253e-001 -4.7045228e-001 2.5617802e-002 -2.6977249e-002 -1.1392186e-002
8.5710000e-004 -3.4971362e-001 -4.1087574e-001 2.9390390e-001 2.9390390e-001 -1.1697184e-001 -4.6668546e-001 2.5512887e-002 -2.7470299e-002 -1.0598645e-002
8.5740000e-004 -3.5733532e-001 -4.0248976e-001 2.9684305e-001 2.9684305e-001 -1.0564671e-001 -4.6298203e-001 2.5405687e-002 -2.7953287e-002 -9.7971687e-003
8.5770000e-004 -3.6492419e-001 -3.9396194e-001 2.9953957e-001 2.9953957e-001 -9.4422372e-002 -4.5934656e-001 2.5296210e-002 -2.8426041e-002 -8.9884119e-003
8.5800000e-004 -3.7247953e-001 -3.8529543e-001 3.0199148e-001 3.0199148e-001 -8.3303943e-002 -4.5578347e-001 2.5184466e-002 -2.8888396e-002 -8.1730349e-003
8.5830000e-004 -3.8000067e-001 -3.7649337e-001 3.0419699e-001 3.0419699e-001 -7.2296375e-002 -4.5229704e-001 2.5070466e-002 -2.9340188e-002 -7.3517030e-003
8.5860000e-004 -3.8748693e-001 -3.6755899e-001 3.0615452e-001 3.0615452e-001 -6.1404472e-002 -4.4889140e-001 2.4954219e-002 -2.9781259e-002 -6.5250858e-003
8.5890000e-004 -3.9493765e-001 -3.5849556e-001 3.0786268e-001 3.0786268e-001 -5.0632879e-002 -4.4557053e-001 2.4835738e-002 -3.0211453e-002 -5.6938566e-003
8.5920000e-004 -4.0235216e-001 -3.4930637e-001 3.0932028e-001 3.0932028e-001 -3.9986085e-002 -4.4233825e-001 2.4715033e-002 -3.0630621e-002 -4.8586918e-003
8.5950000e-004 -4.0972980e-001 -3.3999479e-001 3.1052637e-001 3.1052637e-001 -2.9468419e-002 -4.3919822e-001 2.4592114e-002 -3.1038615e-002 -4.0202706e-003
8.5980000e-004 -4.1706989e-001 -3.3056420e-001 3.1148015e-001 3.1148015e-001 -1.9084050e-002 -4.3615394e-001 2.4466993e-002 -3.1435292e-002 -3.1792742e-003
8.6010000e-004 -4.2437180e-001 -3.2101804e-001 3.1218106e-001 3.1218106e-001 -8.8369799e-003 -4.3320878e-001 2.4339681e-002 -3.1820514e-002 -2.3363854e-003
8.6040000e-004 -4.3163486e-001 -3.1135980e-001 3.1262875e-001 3.1262875e-001 1.2689500e-003 -4.3036591e-001 2.4210191e-002 -3.2194145e-002 -1.4922877e-003
8.6070000e-004 -4.3885842e-001 -3.0159298e-001 3.1282305e-001 3.1282305e-001 1.1230067e-002 -4.2762835e-001 2.4078533e-002 -3.2556057e-002 -6.4766549e-004
8.6100000e-004 -4.4604183e-001 -2.9172115e-001 3.1276401e-001 3.1276401e-001 2.1042864e-002 -4.2499897e-001 2.3944721e-002 -3.2906122e-002 1.9679733e-004
8.6130000e-004 -4.5318446e-001 -2.8174788e-001 3.1245189e-001 3.1245189e-001 3.0704005e-002 -4.2248046e-001 2.3808765e-002 -3.3244220e-002 1.0404174e-003
8.6160000e-004 -4.6028567e-001 -2.7167681e-001 3.1188713e-001 3.1188713e-001 4.0210321e-002 -4.2007535e-001 2.3670680e-002 -3.3570232e-002 1.8825127e-003
8.6190000e-004 -4.6734481e-001 -2.6151160e-001 3.1107041e-001 3.1107041e-001 4.9558814e-002 -4.1778599e-001 2.3530476e-002 -3.3884046e-002 2.7224028e-003
8.6220000e-004 -4.7436126e-001 -2.5125593e-001 3.1000259e-001 3.1000259e-001 5.8746657e-002 -4.1561460e-001 2.3388168e-002 -3.4185553e-002 3.5594098e-003
8.6250000e-004 -4.8133439e-001 -2.4091354e-001 3.0868473e-001 3.0868473e-001 6.7771194e-002 -4.1356320e-001 2.3243767e-002 -3.4474649e-002 4.3928585e-003
8.6280000e-004 -4.8826358e-001 -2.3048817e-001 3.0711811e-001 3.0711811e-001 7.6629941e-002 -4.1163363e-001 2.3097288e-002 -3.4751235e-002 5.2220774e-003
8.6310000e-004 -4.9514820e-001 -2.1998360e-001 3.0530419e-001 3.0530419e-001 8.5320586e-002 -4.0982761e-001 2.2948744e-002 -3.5015215e-002 6.0463987e-003
8.6340000e-004 -5.0198764e-001 -2.0940365e-001 3.0324464e-001 3.0324464e-001 9.3840988e-002 -4.0814665e-001 2.2798148e-002 -3.5266500e-002 6.8651593e-003
8.6370000e-004 -5.0878130e-001 -1.9875215e-001 3.0094133e-001 3.0094133e-001 1.0218918e-001 -4.0659212e-001 2.2645513e-002 -3.5505002e-002 7.6777009e-003
8.6400000e-004 -5.1552855e-001 -1.8803296e-001 2.9839632e-001 2.9839632e-001 1.1036336e-001 -4.0516519e-001 2.2490855e-002 -3.5730642e-002 8.4833709e-003
8.6430000e-004 -5.2222881e-001 -1.7724996e-001 2.9561186e-001 2.9561186e-001 1.1836191e-001 -4.0386690e-001 2.2334186e-002 -3.5943342e-002 9.2815229e-003
8.6460000e-004 -5.2888147e-001 -1.6640705e-001 2.9259041e-001 2.9259041e-001 1.2618336e-001 -4.0269811e-001 2.2175522e-002 -3.6143030e-002 1.0071517e-002
8.6490000e-004 -5.3548593e-001 -1.5550815e-001 2.8933459e-001 2.8933459e-001 1.3382644e-001 -4.0165949e-001 2.2014876e-002 -3.6329640e-002 1.0852720e-002
8.6520000e-004 -5.4204161e-001 -1.4455722e-001 2.8584724e-001 2.8584724e-001 1.4129002e-001 -4.0075159e-001 2.1852263e-002 -3.6503109e-002 1.1624508e-002
8.6550000e-004 -5.4854792e-001 -1.3355821e-001 2.8213136e-001 2.8213136e-001 1.4857315e-001 -3.9997477e-001 2.1687699e-002 -3.6663378e-002 1.2386263e-002
8.6580000e-004 -5.5500428e-001 -1.2251509e-001 2.7819015e-001 2.7819015e-001 1.5567506e-001 -3.9932922e-001 2.1521198e-002 -3.6810397e-002 1.3137376e-002
8.6610000e-004 -5.6141011e-001 -1.1143185e-001 2.7402697e-001 2.7402697e-001 1.6259512e-001 -3.9881499e-001 2.1352775e-002 -3.6944115e-002 1.3877249e-002
8.6640000e-004 -5.6776484e-001 -1.0031251e-001 2.6964538e-001 2.6964538e-001 1.6933288e-001 -3.9843197e-001 2.1182445e-002 -3.7064490e-002 1.4605291e-002
8.6670000e-004 -5.7406791e-001 -8.9161063e-002 2.6504911e-001 2.6504911e-001 1.7588804e-001 -3.9817987e-001 2.1010225e-002 -3.7171483e-002 1.5320924e-002
8.6700000e-004 -5.8031875e-001 -7.7981545e-002 2.6024203e-001 2.6024203e-001 1.8226049e-001 -3.9805826e-001 2.0836129e-002 -3.7265061e-002 1.6023577e-002
8.6730000e-004 -5.8651680e-001 -6.6777986e-002 2.5522823e-001 2.5522823e-001 1.8845024e-001 -3.9806656e-001 2.0660174e-002 -3.7345195e-002 1.6712694e-002
8.6760000e-004 -5.9266151e-001 -5.5554428e-002 2.5001191e-001 2.5001191e-001 1.9445748e-001 -3.9820403e-001 2.0482376e-002 -3.7411860e-002 1.7387726e-002
8.6790000e-004 -5.9875234e-001 -4.4314917e-002 2.4459747e-001 2.4459747e-001 2.0028255e-001 -3.9846979e-001 2.0302750e-002 -3.7465038e-002 1.8048139e-002
8.6820000e-004 -6.0478873e-001 -3.3063503e-002 2.3898944e-001 2.3898944e-001 2.0592594e-001 -3.9886279e-001 2.0121313e-002 -3.7504714e-002 1.8693410e-002
8.6850000e-004 -6.1077016e-001 -2.1804239e-002 2.3319253e-001 2.3319253e-001 2.1138829e-001 -3.9938186e-001 1.9938082e-002 -3.7530879e-002 1.9323030e-002
8.6880000e-004 -6.1669608e-001 -1.0541181e-002 2.2721158e-001 2.2721158e-001 2.1667040e-001 -4.0002568e-001 1.9753073e-002 -3.7543528e-002 1.9936502e-002
8.6910000e-004 -6.2256597e-001 7.2161808e-004 2.2105158e-001 2.2105158e-001 2.2177320e-001 -4.0079277e-001 1.9566304e-002 -3.7542663e-002 2.0533341e-002
8.6940000e-004 -6.2837931e-001 1.1980104e-002 2.1471766e-001 2.1471766e-001 2.2669776e-001 -4.0168155e-001 1.9377790e-002 -3.7528286e-002 2.1113079e-002
8.6970000e-004 -6.3413557e-001 2.3230227e-002 2.0821508e-001 2.0821508e-001 2.3144531e-001 -4.0269027e-001 1.9187549e-002 -3.7500410e-002 2.1675259e-002
8.7000000e-004 -6.3983425e-001 3.4467942e-002 2.0154925e-001 2.0154925e-001 2.3601719e-001 -4.0381706e-001 1.8995599e-002 -3.7459049e-002 2.2219442e-002
8.7030000e-004 -6.4547484e-001 4.5689208e-002 1.9472569e-001 1.9472569e-001 2.4041489e-001 -4.0505994e-001 1.8801956e-002 -3.7404222e-002 2.2745202e-002
8.7060000e-004 -6.5105683e-001 5.6889994e-002 1.8775005e-001 1.8775005e-001 2.4464004e-001 -4.0641679e-001 1.8606639e-002 -3.7335954e-002 2.3252127e-002
8.7090000e-004 -6.5657973e-001 6.8066276e-002 1.8062810e-001 1.8062810e-001 2.4869438e-001 -4.0788535e-001 1.8409665e-002 -3.7254274e-002 2.3739823e-002
8.7120000e-004 -6.6204305e-001 7.9214042e-002 1.7336573e-001 1.7336573e-001 2.5257977e-001 -4.0946328e-001 1.8211053e-002 -3.7159217e-002 2.4207910e-002
8.7150000e-004 -6.6744629e-001 9.0329288e-002 1.6596892e-001 1.6596892e-001 2.5629821e-001 -4.1114808e-001 1.8010819e-002 -3.7050822e-002 2.4656026e-002
8.7180000e-004 -6.7278899e-001 1.0140803e-001 1.5844377e-001 1.5844377e-001 2.5985180e-001 -4.1293718e-001 1.7808982e-002 -3.6929132e-002 2.5083824e-002
8.7210000e-004 -6.7807065e-001 1.1244629e-001 1.5079648e-001 1.5079648e-001 2.6324277e-001 -4.1482789e-001 1.7605561e-002 -3.6794197e-002 2.5490975e-002
8.7240000e-004 -6.8329083e-001 1.2344011e-001 1.4303333e-001 1.4303333e-001 2.6647344e-001 -4.1681739e-001 1.7400574e-002 -3.6646069e-002 2.5877165e-002
8.7270000e-004 -6.8844904e-001 1.3438555e-001 1.3516070e-001 1.3516070e-001 2.6954625e-001 -4.1890279e-001 1.7194039e-002 -3.6484806e-002 2.6242099e-002
8.7300000e-004 -6.9354483e-001 1.4527869e-001 1.2718505e-001 1.2718505e-001 2.7246374e-001 -4.2108109e-001 1.6985975e-002 -3.6310472e-002 2.6585498e-002
8.7330000e-004 -6.9857775e-001 1.5611563e-001 1.1911292e-001 1.1911292e-001 2.7522855e-001 -4.2334920e-001 1.6776402e-002 -3.6123133e-002 2.6907103e-002
8.7360000e-004 -7.0354735e-001 1.6689249e-001 1.1095092e-001 1.1095092e-001 2.7784341e-001 -4.2570394e-001 1.6565338e-002 -3.5922862e-002 2.7206671e-002
8.7390000e-004 -7.0845319e-001 1.7760541e-001 1.0270573e-001 1.0270573e-001 2.8031114e-001 -4.2814206e-001 1.6352802e-002 -3.5709735e-002 2.7483976e-002
8.7420000e-004 -7.1329484e-001 1.8825056e-001 9.4384083e-002 9.4384083e-002 2.8263464e-001 -4.3066019e-001 1.6138813e-002 -3.5483835e-002 2.7738813e-002
8.7450000e-004 -7.1807185e-001 1.9882413e-001 8.5992785e-002 8.5992785e-002 2.8481692e-001 -4.3325493e-001 1.5923392e-002 -3.5245246e-002 2.7970994e-002
8.7480000e-004 -7.2278382e-001 2.0932235e-001 7.7538681e-002 7.7538681e-002 2.8686103e-001 -4.3592279e-001 1.5706557e-002 -3.4994059e-002 2.8180348e-002
8.7510000e-004 -7.2743032e-001 2.1974146e-001 6.9028663e-002 6.9028663e-002 2.8877013e-001 -4.3866019e-001 1.5488328e-002 -3.4730369e-002 2.8366726e-002
8.7540000e-004 -7.3201094e-001 2.3007775e-001 6.0469665e-002 6.0469665e-002 2.9054741e-001 -4.4146353e-001 1.5268724e-002 -3.4454276e-002 2.8529994e-002
8.7570000e-004 -7.3652527e-001 2.4032751e-001 5.1868653e-002 5.1868653e-002 2.9219616e-001 -4.4432910e-001 1.5047767e-002 -3.4165883e-002 2.8670039e-002
8.7600000e-004 -7.4097291e-001 2.5048710e-001 4.3232623e-002 4.3232623e-002 2.9371972e-001 -4.4725319e-001 1.4825475e-002 -3.3865298e-002 2.8786767e-002
8.7630000e-004 -7.4535347e-001 2.6055289e-001 3.4568593e-002 3.4568593e-002 2.9512148e-001 -4.5023199e-001 1.4601869e-002 -3.3552635e-002 2.8880102e-002
8.7660000e-004 -7.4966656e-001 2.7052129e-001 2.5883596e-002 2.5883596e-002 2.9640489e-001 -4.5326167e-001 1.4376969e-002 -3.3228009e-002 2.8949988e-002
8.7690000e-004 -7.5391180e-001 2.8038876e-001 1.7184680e-002 1.7184680e-002 2.9757344e-001 -4.5633836e-001 1.4150795e-002 -3.2891543e-002 2.8996387e-002
8.7720000e-004 -7.5808881e-001 2.9015176e-001 8.4788962e-003 8.4788962e-003 2.9863066e-001 -4.5945815e-001 1.3923369e-002 -3.2543361e-002 2.9019280e-002
8.7750000e-004 -7.6219722e-001 2.9980684e-001 -2.2670403e-004 -2.2670403e-004 2.9958014e-001 -4.6261709e-001 1.3694710e-002 -3.2183593e-002 2.9018668e-002
8.7780000e-004 -7.6623667e-001 3.0935055e-001 -8.9250750e-003 -8.9250750e-003 3.0042548e-001 -4.6581120e-001 1.3464839e-002 -3.1812372e-002 2.8994570e-002
8.7810000e-004 -7.7020681e-001 3.1877950e-001 -1.7609183e-002 -1.7609183e-002 3.0117032e-001 -4.6903649e-001 1.3233776e-002 -3.1429836e-002 2.8947025e-002
8.7840000e-004 -7.7410727e-001 3.2809034e-001 -2.6272010e-002 -2.6272010e-002 3.0181833e-001 -4.7228894e-001 1.3001544e-002 -3.1036128e-002 2.8876091e-002
8.7870000e-004 -7.7793772e-001 3.3727976e-001 -3.4906563e-002 -3.4906563e-002 3.0237320e-001 -4.7556452e-001 1.2768163e-002 -3.0631392e-002 2.8781843e-002
8.7900000e-004 -7.8169782e-001 3.4634449e-001 -4.3505876e-002 -4.3505876e-002 3.0283862e-001 -4.7885920e-001 1.2533654e-002 -3.0215779e-002 2.8664377e-002
8.7930000e-004 -7.8538723e-001 3.5528133e-001 -5.2063018e-002 -5.2063018e-002 3.0321831e-001 -4.8216892e-001 1.2298037e-002 -2.9789441e-002 2.8523807e-002
8.7960000e-004 -7.8900563e-001 3.6408709e-001 -6.0571097e-002 -6.0571097e-002 3.0351599e-001 -4.8548964e-001 1.2061336e-002 -2.9352537e-002 2.8360265e-002
8.7990000e-004 -7.9255270e-001 3.7275866e-001 -6.9023268e-002 -6.9023268e-002 3.0373539e-001 -4.8881731e-001 1.1823570e-002 -2.8905226e-002 2.8173902e-002
8.8020000e-004 -7.9602813e-001 3.8129296e-001 -7.7412734e-002 -7.7412734e-002 3.0388022e-001 -4.9214790e-001 1.1584762e-002 -2.8447675e-002 2.7964888e-002
8.8050000e-004 -7.9943161e-001 3.8968697e-001 -8.5732757e-002 -8.5732757e-002 3.0395422e-001 -4.9547739e-001 1.1344932e-002 -2.7980051e-002 2.7733409e-002
8.8080000e-004 -8.0276284e-001 3.9793773e-001 -9.3976659e-002 -9.3976659e-002 3.0396107e-001 -4.9880177e-001 1.1104103e-002 -2.7502525e-002 2.7479672e-002
8.8110000e-004 -8.0602153e-001 4.0604231e-001 -1.0213783e-001 -1.0213783e-001 3.0390448e-001 -5.0211704e-001 1.0862297e-002 -2.7015274e-002 2.7203900e-002
8.8140000e-004 -8.0920739e-001 4.1399786e-001 -1.1020973e-001 -1.1020973e-001 3.0378813e-001 -5.0541926e-001 1.0619535e-002 -2.6518477e-002 2.6906334e-002
8.8170000e-004 -8.1232014e-001 4.2180155e-001 -1.1818590e-001 -1.1818590e-001 3.0361565e-001 -5.0870449e-001 1.0375839e-002 -2.6012315e-002 2.6587232e-002
8.8200000e-004 -8.1535951e-001 4.2945064e-001 -1.2605996e-001 -1.2605996e-001 3.0339068e-001 -5.1196882e-001 1.0131231e-002 -2.5496974e-002 2.6246870e-002
8.8230000e-004 -8.1832523e-001 4.3694244e-001 -1.3382562e-001 -1.3382562e-001 3.0311681e-001 -5.1520841e-001 9.8857331e-003 -2.4972643e-002 2.5885541e-002
8.8260000e-004 -8.2121704e-001 4.4427429e-001 -1.4147669e-001 -1.4147669e-001 3.0279760e-001 -5.1841944e-001 9.6393680e-003 -2.4439514e-002 2.5503554e-002
8.8290000e-004 -8.2403469e-001 4.5144362e-001 -1.4900706e-001 -1.4900706e-001 3.0243657e-001 -5.2159812e-001 9.3921576e-003 -2.3897782e-002 2.5101235e-002
8.8320000e-004 -8.2677792e-001 4.5844792e-001 -1.5641074e-001 -1.5641074e-001 3.0203718e-001 -5.2474074e-001 9.1441242e-003 -2.3347644e-002 2.4678926e-002
8.8350000e-004 -8.2944651e-001 4.6528471e-001 -1.6368183e-001 -1.6368183e-001 3.0160288e-001 -5.2784363e-001 8.8952902e-003 -2.2789303e-002 2.4236985e-002
8.8380000e-004 -8.3204021e-001 4.7195160e-001 -1.7081457e-001 -1.7081457e-001 3.0113703e-001 -5.3090318e-001 8.6456782e-003 -2.2222961e-002 2.3775786e-002
8.8410000e-004 -8.3455881e-001 4.7844624e-001 -1.7780328e-001 -1.7780328e-001 3.0064296e-001 -5.3391584e-001 8.3953105e-003 -2.1648825e-002 2.3295717e-002
8.8440000e-004 -8.3700207e-001 4.8476638e-001 -1.8464244e-001 -1.8464244e-001 3.0012394e-001 -5.3687813e-001 8.1442099e-003 -2.1067106e-002 2.2797182e-002
8.8470000e-004 -8.3936979e-001 4.9090978e-001 -1.9132662e-001 -1.9132662e-001 2.9958316e-001 -5.3978662e-001 7.8923990e-003 -2.0478014e-002 2.2280600e-002
8.8500000e-004 -8.4166176e-001 4.9687431e-001 -1.9785054e-001 -1.9785054e-001 2.9902377e-001 -5.4263799e-001 7.6399004e-003 -1.9881765e-002 2.1746404e-002
8.8530000e-004 -8.4387778e-001 5.0265788e-001 -2.0420905e-001 -2.0420905e-001 2.9844883e-001 -5.4542895e-001 7.3867371e-003 -1.9278575e-002 2.1195039e-002
8.8560000e-004 -8.4601766e-001 5.0825848e-001 -2.1039714e-001 -2.1039714e-001 2.9786134e-001 -5.4815632e-001 7.1329318e-003 -1.8668665e-002 2.0626967e-002
8.8590000e-004 -8.4808121e-001 5.1367416e-001 -2.1640994e-001 -2.1640994e-001 2.9726422e-001 -5.5081699e-001 6.8785074e-003 -1.8052256e-002 2.0042660e-002
8.8620000e-004 -8.5006826e-001 5.1890303e-001 -2.2224272e-001 -2.2224272e-001 2.9666031e-001 -5.5340795e-001 6.6234870e-003 -1.7429573e-002 1.9442605e-002
8.8650000e-004 -8.5197863e-001 5.2394328e-001 -2.2789091e-001 -2.2789091e-001 2.9605237e-001 -5.5592625e-001 6.3678934e-003 -1.6800841e-002 1.8827299e-002
8.8680000e-004 -8.5381215e-001 5.2879317e-001 -2.3335009e-001 -2.3335009e-001 2.9544308e-001 -5.5836907e-001 6.1117497e-003 -1.6166289e-002 1.8197254e-002
8.8710000e-004 -8.5556867e-001 5.3345101e-001 -2.3861598e-001 -2.3861598e-001 2.9483503e-001 -5.6073364e-001 5.8550791e-003 -1.5526148e-002 1.7552991e-002
8.8740000e-004 -8.5724805e-001 5.3791521e-001 -2.4368450e-001 -2.4368450e-001 2.9423071e-001 -5.6301733e-001 5.5979047e-003 -1.4880649e-002 1.6895043e-002
8.8770000e-004 -8.5885012e-001 5.4218422e-001 -2.4855168e-001 -2.4855168e-001 2.9363254e-001 -5.6521759e-001 5.3402497e-003 -1.4230028e-002 1.6223953e-002
8.8800000e-004 -8.6037476e-001 5.4625657e-001 -2.5321376e-001 -2.5321376e-001 2.9304281e-001 -5.6733195e-001 5.0821373e-003 -1.3574520e-002 1.5540276e-002
8.8830000e-004 -8.6182184e-001 5.5013088e-001 -2.5766714e-001 -2.5766714e-001 2.9246375e-001 -5.6935809e-001 4.8235907e-003 -1.2914363e-002 1.4844575e-002
8.8860000e-004 -8.6319123e-001 5.5380582e-001 -2.6190836e-001 -2.6190836e-001 2.9189746e-001 -5.7129377e-001 4.5646333e-003 -1.2249796e-002 1.4137422e-002
