t 3 1 2 4
0.0000000e+000 0.0000000e+000 0.0000000e+000 0.0000000e+000 4.9999950e+000
1.0000000e-009 5.0000000e-001 5.0000000e-001 0.0000000e+000 4.9999955e+000
2.0000000e-009 1.0000000e+000 1.0000000e+000 0.0000000e+000 4.9999959e+000
3.0000000e-009 1.5000000e+000 1.5000000e+000 0.0000000e+000 4.9999962e+000
4.0000000e-009 2.0000000e+000 2.0000000e+000 0.0000000e+000 4.9999966e+000
5.0000000e-009 2.5000000e+000 2.5000000e+000 0.0000000e+000 4.9999969e+000
6.0000000e-009 3.0000000e+000 3.0000000e+000 0.0000000e+000 4.9999972e+000
7.0000000e-009 3.5000000e+000 3.5000000e+000 0.0000000e+000 4.9999974e+000
8.0000000e-009 4.0000000e+000 4.0000000e+000 0.0000000e+000 4.9999977e+000
9.0000000e-009 4.5000000e+000 4.5000000e+000 0.0000000e+000 4.9999979e+000
1.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999981e+000
1.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999982e+000
1.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999984e+000
1.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999986e+000
1.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999987e+000
1.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999988e+000
1.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999989e+000
1.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999990e+000
1.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999991e+000
1.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999992e+000
2.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999993e+000
2.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999993e+000
2.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999994e+000
2.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999994e+000
2.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999995e+000
2.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999995e+000
2.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999996e+000
2.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999996e+000
2.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999997e+000
2.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999997e+000
3.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999997e+000
3.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999997e+000
3.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999998e+000
3.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999998e+000
3.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999998e+000
3.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999998e+000
3.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999998e+000
3.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
3.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
3.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 4.9999999e+000
4.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
5.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.6000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.7000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.8000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
6.9000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.0000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.1000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.2000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.3000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.4000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
7.5000000e-008 5.0000000e+000 5.0000000e+000 0.0000000e+000 5.0000000e+000
