t 1 2 3 4 5 6 7 8 9 10 jV0700 
0.0009 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.69684e-44 5 5 5 5 0
0.00093 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.13047e-47 5 5 5 5 0
0.00096 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 7.53146e-51 5 5 5 5 0
0.00099 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 5.01763e-54 5 5 5 5 0
0.00102 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 3.34286e-57 0 5 5 5 0
0.00105 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 2.22709e-60 0 5 5 5 0
0.00108 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.48373e-63 0 5 5 5 0
0.00111 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 9.88497e-67 0 5 5 5 0
0.00114 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 6.58559e-70 0 5 5 5 0
0.00117 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 4.38747e-73 0 5 5 5 0
0.0012 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 2.92303e-76 0 5 5 5 0
0.00123 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.94739e-79 0 5 5 5 0
0.00126 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.29739e-82 0 5 5 5 0
0.00129 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 8.64353e-86 0 5 5 5 0
0.00132 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 5.75852e-89 0 5 5 5 0
0.00135 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 3.83645e-92 0 5 5 5 0
0.00138 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 2.55593e-95 0 5 5 5 0
0.00141 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.70282e-98 0 5 5 5 0
0.00144 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 1.13446e-101 0 5 5 5 0
0.00147 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 7.558e-105 0 5 5 5 0
0.0015 0.333528 0.000333195 0.000166681 8.33611e-05 4.99942 5.03531e-108 5.42101e-09 5 5 5 0
0.00153 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 4.99667 5 0.00333111 5 5 0
0.00156 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 2.21926e-06 5 5 0
0.00159 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 1.47852e-09 5 5 0
0.00162 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 9.85025e-13 5 5 0
0.00165 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 6.56246e-16 5 5 0
0.00168 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 4.37206e-19 5 5 0
0.00171 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 2.91276e-22 5 5 0
0.00174 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 1.94055e-25 5 5 0
0.00177 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 1.29284e-28 5 5 0
0.0018 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 8.61317e-32 5 5 0
0.00183 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 5.73829e-35 5 5 0
0.00186 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 3.82298e-38 5 5 0
0.00189 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 2.54695e-41 5 5 0
0.00192 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 1.69684e-44 5 5 0
0.00195 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 1.13047e-47 5 5 0
0.00198 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 5 7.53146e-51 5 5 0
0.00201 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 5.01763e-54 5 5 0
0.00204 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 3.34286e-57 5 5 0
0.00207 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 2.22709e-60 5 5 0
0.0021 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 1.48373e-63 5 5 0
0.00213 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 9.88497e-67 5 5 0
0.00216 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 6.58559e-70 5 5 0
0.00219 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 4.38747e-73 5 5 0
0.00222 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 2.92303e-76 5 5 0
0.00225 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 1.94739e-79 5 5 0
0.00228 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 1.29739e-82 5 5 0
0.00231 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 8.64353e-86 5 5 0
0.00234 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 5.75852e-89 5 5 0
0.00237 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 3.83645e-92 5 5 0
0.0024 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 2.55593e-95 5 5 0
0.00243 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 1.70282e-98 5 5 0
0.00246 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 1.13446e-101 5 5 0
0.00249 0.666972 0.000666306 0.000333319 4.99892 8.33611e-05 5 0 7.558e-105 5 5 0
0.00252 1.0005 0.0009995 0.0005 4.999 4.9995 0.00333111 5 5.03531e-108 5 5 0
0.00255 1.0005 0.0009995 0.0005 4.999 4.9995 2.21926e-06 5 3.35464e-111 5 5 0
0.00258 1.0005 0.0009995 0.0005 4.999 4.9995 1.47852e-09 5 2.23494e-114 5 5 0
0.00261 1.0005 0.0009995 0.0005 4.999 4.9995 9.85025e-13 5 1.48896e-117 5 5 0
0.00264 1.0005 0.0009995 0.0005 4.999 4.9995 6.56246e-16 5 9.91982e-121 5 5 0
0.00267 1.0005 0.0009995 0.0005 4.999 4.9995 4.37206e-19 5 6.60881e-124 5 5 0
0.0027 1.0005 0.0009995 0.0005 4.999 4.9995 2.91276e-22 5 4.40294e-127 5 5 0
0.00273 1.0005 0.0009995 0.0005 4.999 4.9995 1.94055e-25 5 2.93333e-130 5 5 0
0.00276 1.0005 0.0009995 0.0005 4.999 4.9995 1.29284e-28 5 1.95425e-133 5 5 0
0.00279 1.0005 0.0009995 0.0005 4.999 4.9995 8.61317e-32 5 1.30197e-136 5 5 0
0.00282 1.0005 0.0009995 0.0005 4.999 4.9995 5.73829e-35 5 8.674e-140 5 5 0
0.00285 1.0005 0.0009995 0.0005 4.999 4.9995 3.82298e-38 5 5.77882e-143 5 5 0
0.00288 1.0005 0.0009995 0.0005 4.999 4.9995 2.54695e-41 5 3.84998e-146 5 5 0
0.00291 1.0005 0.0009995 0.0005 4.999 4.9995 1.69684e-44 5 2.56494e-149 5 5 0
0.00294 1.0005 0.0009995 0.0005 4.999 4.9995 1.13047e-47 5 1.70882e-152 5 5 0
0.00297 1.0005 0.0009995 0.0005 4.999 4.9995 7.53146e-51 5 1.13846e-155 5 5 0
0.003 1.0005 0.0009995 0.0005 4.999 4.9995 5.01763e-54 5 7.58465e-159 5 5 0
0.00303 1.0005 0.0009995 0.0005 4.999 4.9995 3.34286e-57 0 5.05306e-162 5 5 0
0.00306 1.0005 0.0009995 0.0005 4.999 4.9995 2.22709e-60 0 3.36646e-165 5 5 0
0.00309 1.0005 0.0009995 0.0005 4.999 4.9995 1.48373e-63 0 2.24281e-168 5 5 0
0.00312 1.0005 0.0009995 0.0005 4.999 4.9995 9.88497e-67 0 1.49421e-171 5 5 0
0.00315 1.0005 0.0009995 0.0005 4.999 4.9995 6.58559e-70 0 9.95479e-175 5 5 0
0.00318 1.0005 0.0009995 0.0005 4.999 4.9995 4.38747e-73 0 6.6321e-178 5 5 0
0.00321 1.0005 0.0009995 0.0005 4.999 4.9995 2.92303e-76 0 4.41846e-181 5 5 0
0.00324 1.0005 0.0009995 0.0005 4.999 4.9995 1.94739e-79 0 2.94367e-184 5 5 0
0.00327 1.0005 0.0009995 0.0005 4.999 4.9995 1.29739e-82 0 1.96114e-187 5 5 0
0.0033 1.0005 0.0009995 0.0005 4.999 4.9995 8.64353e-86 0 1.30656e-190 5 5 0
0.00333 1.0005 0.0009995 0.0005 4.999 4.9995 5.75852e-89 0 8.70458e-194 5 5 0
0.00336 1.0005 0.0009995 0.0005 4.999 4.9995 3.83645e-92 0 5.79919e-197 5 5 0
0.00339 1.0005 0.0009995 0.0005 4.999 4.9995 2.55593e-95 0 3.86355e-200 5 5 0
0.00342 1.0005 0.0009995 0.0005 4.999 4.9995 1.70282e-98 0 2.57398e-203 5 5 0
0.00345 1.0005 0.0009995 0.0005 4.999 4.9995 1.13446e-101 0 1.71485e-206 5 5 0
0.00348 1.0005 0.0009995 0.0005 4.999 4.9995 7.558e-105 0 1.14247e-209 5 5 0
0.00351 1.33361 0.00133228 4.99817 0.000333319 0.000166681 4.99667 5 4.99667 0.00333111 5 0
0.00354 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 2.21926e-06 5 0
0.00357 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 1.47852e-09 5 0
0.0036 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 9.85025e-13 5 0
0.00363 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 6.56246e-16 5 0
0.00366 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 4.37206e-19 5 0
0.00369 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 2.91276e-22 5 0
0.00372 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 1.94055e-25 5 0
0.00375 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 1.29284e-28 5 0
0.00378 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 8.61317e-32 5 0
0.00381 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 5.73829e-35 5 0
0.00384 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 3.82298e-38 5 0
0.00387 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 2.54695e-41 5 0
0.0039 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 1.69684e-44 5 0
0.00393 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 1.13047e-47 5 0
0.00396 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 7.53146e-51 5 0
0.00399 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 5 5 5.01763e-54 5 0
0.00402 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 3.34286e-57 5 0
0.00405 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 2.22709e-60 5 0
0.00408 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 1.48373e-63 5 0
0.00411 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 9.88497e-67 5 0
0.00414 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 6.58559e-70 5 0
0.00417 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 4.38747e-73 5 0
0.0042 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 2.92303e-76 5 0
0.00423 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 1.94739e-79 5 0
0.00426 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 1.29739e-82 5 0
0.00429 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 8.64353e-86 5 0
0.00432 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 5.75852e-89 5 0
0.00435 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 3.83645e-92 5 0
0.00438 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 2.55593e-95 5 0
0.00441 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 1.70282e-98 5 0
0.00444 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 1.13446e-101 5 0
0.00447 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 0 5 7.558e-105 5 0
0.0045 1.33361 0.00133228 4.99817 0.000333319 0.000166681 5 2.1684e-09 5 5.03531e-108 5 0
0.00453 1.66714 0.00166547 4.99833 0.00041668 4.99958 0.00333111 5 5 3.35464e-111 5 0
0.00456 1.66714 0.00166547 4.99833 0.00041668 4.99958 2.21926e-06 5 5 2.23494e-114 5 0
0.00459 1.66714 0.00166547 4.99833 0.00041668 4.99958 1.47852e-09 5 5 1.48896e-117 5 0
0.00462 1.66714 0.00166547 4.99833 0.00041668 4.99958 9.85025e-13 5 5 9.91982e-121 5 0
0.00465 1.66714 0.00166547 4.99833 0.00041668 4.99958 6.56246e-16 5 5 6.60881e-124 5 0
0.00468 1.66714 0.00166547 4.99833 0.00041668 4.99958 4.37206e-19 5 5 4.40294e-127 5 0
0.00471 1.66714 0.00166547 4.99833 0.00041668 4.99958 2.91276e-22 5 5 2.93333e-130 5 0
0.00474 1.66714 0.00166547 4.99833 0.00041668 4.99958 1.94055e-25 5 5 1.95425e-133 5 0
