t 1 2 3 4 5 6 7 
4.88e-07 2.38182 5 2.59683 0 5 5 0
4.881e-07 2.38091 5 2.58391 0 5 5 0
4.882e-07 2.38 5 2.57106 0 5 5 0
4.883e-07 2.37909 5 2.55827 0 5 5 0
4.884e-07 2.37818 5 2.54554 0 5 5 0
4.885e-07 2.37727 5 2.53287 0 5 5 0
4.886e-07 2.37636 5 2.52027 0 5 5 0
4.887e-07 2.37545 5 2.50773 0 5 5 0
4.888e-07 2.37455 5 2.49526 0 5 5 0
4.889e-07 2.37364 5 2.48284 0 5 5 0
4.89e-07 2.37273 5 2.47049 0 5 5 0
4.891e-07 2.37182 5 2.4582 0 5 5 0
4.892e-07 2.37091 5 2.44597 0 5 5 0
4.893e-07 2.37 5 2.4338 0 5 5 0
4.894e-07 2.36909 5 2.42169 0 5 5 0
4.895e-07 2.36818 5 2.40964 0 5 5 0
4.896e-07 2.36727 5 2.39766 0 5 5 0
4.897e-07 2.36636 5 2.38573 0 5 5 0
4.898e-07 2.36545 5 2.37386 0 5 5 0
4.899e-07 2.36455 5 2.36205 0 5 5 0
4.9e-07 2.36364 5 2.3503 0 5 5 0
4.901e-07 2.36273 5 2.3386 0 5 5 0
4.902e-07 2.36182 5 2.32697 0 5 5 0
4.903e-07 2.36091 5 2.31539 0 5 5 0
4.904e-07 2.36 5 2.30387 0 5 5 0
4.905e-07 2.35909 5 2.29241 0 5 5 0
4.906e-07 2.35818 5 2.28101 0 5 5 0
4.907e-07 2.35727 5 2.26966 0 5 5 0
4.908e-07 2.35636 5 2.25837 0 5 5 0
4.909e-07 2.35545 5 2.24713 0 5 5 0
4.91e-07 2.35455 5 2.23595 0 5 5 0
4.911e-07 2.35364 5 2.22483 0 5 5 0
4.912e-07 2.35273 5 2.21376 0 5 5 0
4.913e-07 2.35182 5 2.20274 0 5 5 0
4.914e-07 2.35091 5 2.19178 0 5 5 0
4.915e-07 2.35 5 2.18088 0 5 5 0
4.916e-07 2.34909 5 2.17003 0 5 5 0
4.917e-07 2.34818 5 2.15923 0 5 5 0
4.918e-07 2.34727 5 2.14849 0 5 5 0
4.919e-07 2.34636 5 2.1378 0 5 5 0
4.92e-07 2.34545 5 2.12717 0 5 5 0
4.921e-07 2.34455 5 2.11658 0 5 5 0
4.922e-07 2.34364 5 2.10605 0 5 5 0
4.923e-07 2.34273 5 2.09558 0 5 5 0
4.924e-07 2.34182 5 2.08515 0 5 5 0
4.925e-07 2.34091 5 2.07478 0 5 5 0
4.926e-07 2.34 5 2.06445 0 5 5 0
4.927e-07 2.33909 5 2.05418 0 5 5 0
4.928e-07 2.33818 5 2.04396 0 5 5 0
4.929e-07 2.33727 5 2.03379 0 5 5 0
4.93e-07 2.33636 5 2.02368 0 5 5 0
4.931e-07 2.33545 5 2.01361 0 5 5 0
4.932e-07 2.33455 5 2.00359 0 5 5 0
4.933e-07 2.33364 5 1.99362 0 5 5 0
4.934e-07 2.33273 5 1.9837 0 5 5 0
4.935e-07 2.33182 5 1.97383 0 5 5 0
4.936e-07 2.33091 5 1.96401 0 5 5 0
4.937e-07 2.33 5 1.95424 0 5 5 0
4.938e-07 2.32909 5 1.94452 0 5 5 0
4.939e-07 2.32818 5 1.93485 0 5 5 0
4.94e-07 2.32727 5 1.92522 0 5 5 0
4.941e-07 2.32636 5 1.91564 0 5 5 0
4.942e-07 2.32545 5 1.90611 0 5 5 0
4.943e-07 2.32455 5 1.89663 0 5 5 0
4.944e-07 2.32364 5 1.88719 0 5 5 0
4.945e-07 2.32273 5 1.8778 0 5 5 0
4.946e-07 2.32182 5 1.86846 0 5 5 0
4.947e-07 2.32091 5 1.85916 0 5 5 0
4.948e-07 2.32 5 1.84992 0 5 5 0
4.949e-07 2.31909 5 1.84071 0 5 5 0
4.95e-07 2.31818 5 1.83155 0 5 5 0
4.951e-07 2.31727 5 1.82244 0 5 5 0
4.952e-07 2.31636 5 1.81337 0 5 5 0
4.953e-07 2.31545 5 1.80435 0 5 5 0
4.954e-07 2.31455 5 1.79538 0 5 5 0
4.955e-07 2.31364 5 1.78644 0 5 5 0
4.956e-07 2.31273 5 1.77756 0 5 5 0
4.957e-07 2.31182 5 1.76871 0 5 5 0
4.958e-07 2.31091 5 1.75991 0 5 5 0
4.959e-07 2.31 5 1.75116 0 5 5 0
4.96e-07 2.30909 5 1.74244 0 5 5 0
4.961e-07 2.30818 5 1.73378 0 5 5 0
4.962e-07 2.30727 5 1.72515 0 5 5 0
4.963e-07 2.30636 5 1.71657 0 5 5 0
4.964e-07 2.30545 5 1.70803 0 5 5 0
4.965e-07 2.30455 5 1.69953 0 5 5 0
4.966e-07 2.30364 5 1.69107 0 5 5 0
4.967e-07 2.30273 5 1.68266 0 5 5 0
4.968e-07 2.30182 5 1.67429 0 5 5 0
4.969e-07 2.30091 5 1.66596 0 5 5 0
4.97e-07 2.3 5 1.65767 0 5 5 0
4.971e-07 2.29909 5 1.64942 0 5 5 0
4.972e-07 2.29818 5 1.64122 0 5 5 0
4.973e-07 2.29727 5 1.63305 0 5 5 0
4.974e-07 2.29636 5 1.62493 0 5 5 0
4.975e-07 2.29545 5 1.61684 0 5 5 0
4.976e-07 2.29455 5 1.6088 0 5 5 0
4.977e-07 2.29364 5 1.6008 0 5 5 0
4.978e-07 2.29273 5 1.59283 0 5 5 0
4.979e-07 2.29182 5 1.58491 0 5 5 0
4.98e-07 2.29091 5 1.57702 0 5 5 0
4.981e-07 2.29 5 1.56918 0 5 5 0
4.982e-07 2.28909 5 1.56137 0 5 5 0
4.983e-07 2.28818 5 1.5536 0 5 5 0
4.984e-07 2.28727 5 1.54587 0 5 5 0
4.985e-07 2.28636 5 1.53818 0 5 5 0
4.986e-07 2.28545 5 1.53053 0 5 5 0
4.987e-07 2.28455 5 1.52291 0 5 5 0
4.988e-07 2.28364 5 1.51534 0 5 5 0
4.989e-07 2.28273 5 1.5078 0 5 5 0
4.99e-07 2.28182 5 1.5003 0 5 5 0
4.991e-07 2.28091 5 1.49283 0 5 5 0
4.992e-07 2.28 5 1.48541 0 5 5 0
4.993e-07 2.27909 5 1.47802 0 5 5 0
4.994e-07 2.27818 5 1.47066 0 5 5 0
4.995e-07 2.27727 5 1.46335 0 5 5 0
4.996e-07 2.27636 5 1.45607 0 5 5 0
4.997e-07 2.27545 5 1.44882 0 5 5 0
4.998e-07 2.27455 5 1.44161 0 5 5 0
4.999e-07 2.27364 5 1.43444 0 5 5 0
5e-07 2.27273 5 1.4273 0 5 5 0
5.001e-07 2.27182 5 1.4202 0 5 5 0
5.002e-07 2.27091 5 1.41314 0 5 5 0
5.003e-07 2.27 5 1.40611 0 5 5 0
5.004e-07 2.26909 5 1.39911 0 5 5 0
5.005e-07 2.26818 5 1.39215 0 5 5 0
5.006e-07 2.26727 5 1.38522 0 5 5 0
5.007e-07 2.26636 5 1.37833 0 5 5 0
5.008e-07 2.26545 5 1.37148 0 5 5 0
5.009e-07 2.26455 5 1.36465 0 5 5 0
5.01e-07 2.26364 5 1.35786 0 5 5 0
5.011e-07 2.26273 5 1.35111 0 5 5 0
5.012e-07 2.26182 5 1.34439 0 5 5 0
5.013e-07 2.26091 5 1.3377 0 5 5 0
5.014e-07 2.26 5 1.33104 0 5 5 0
5.015e-07 2.25909 5 1.32442 0 5 5 0
5.016e-07 2.25818 5 1.31783 0 5 5 0
5.017e-07 2.25727 5 1.31127 0 5 5 0
5.018e-07 2.25636 5 1.30475 0 5 5 0
5.019e-07 2.25545 5 1.29826 0 5 5 0
5.02e-07 2.25455 5 1.2918 0 5 5 0
5.021e-07 2.25364 5 1.28537 0 5 5 0
5.022e-07 2.25273 5 1.27898 0 5 5 0
5.023e-07 2.25182 5 1.27262 0 5 5 0
5.024e-07 2.25091 5 1.26628 0 5 5 0
5.025e-07 2.25 5 1.25998 0 5 5 0
5.026e-07 2.24909 5 1.25372 0 5 5 0
5.027e-07 2.24818 5 1.24748 0 5 5 0
5.028e-07 2.24727 5 1.24127 0 5 5 0
5.029e-07 2.24636 5 1.2351 0 5 5 0
5.03e-07 2.24545 5 1.22895 0 5 5 0
5.031e-07 2.24455 5 1.22284 0 5 5 0
5.032e-07 2.24364 5 1.21675 0 5 5 0
5.033e-07 2.24273 5 1.2107 0 5 5 0
5.034e-07 2.24182 5 1.20468 0 5 5 0
5.035e-07 2.24091 5 1.19868 0 5 5 0
5.036e-07 2.24 5 1.19272 0 5 5 0
5.037e-07 2.23909 5 1.18679 0 5 5 0
5.038e-07 2.23818 5 1.18088 0 5 5 0
5.039e-07 2.23727 5 1.17501 0 5 5 0
5.04e-07 2.23636 5 1.16916 0 5 5 0
5.041e-07 2.23545 5 1.16334 0 5 5 0
5.042e-07 2.23455 5 1.15756 0 5 5 0
5.043e-07 2.23364 5 1.1518 0 5 5 0
5.044e-07 2.23273 5 1.14607 0 5 5 0
5.045e-07 2.23182 5 1.14036 0 5 5 0
5.046e-07 2.23091 5 1.13469 0 5 5 0
5.047e-07 2.23 5 1.12905 0 5 5 0
5.048e-07 2.22909 5 1.12343 0 5 5 0
5.049e-07 2.22818 5 1.11784 0 5 5 0
5.05e-07 2.22727 5 1.11228 0 5 5 0
5.051e-07 2.22636 5 1.10674 0 5 5 0
5.052e-07 2.22545 5 1.10124 0 5 5 0
5.053e-07 2.22455 5 1.09576 0 5 5 0
5.054e-07 2.22364 5 1.09031 0 5 5 0
5.055e-07 2.22273 5 1.08488 0 5 5 0
5.056e-07 2.22182 5 1.07949 0 5 5 0
5.057e-07 2.22091 5 1.07412 0 5 5 0
5.058e-07 2.22 5 1.06877 0 5 5 0
5.059e-07 2.21909 5 1.06345 0 5 5 0
5.06e-07 2.21818 5 1.05816 0 5 5 0
5.061e-07 2.21727 5 1.0529 0 5 5 0
5.062e-07 2.21636 5 1.04766 0 5 5 0
5.063e-07 2.21545 5 1.04245 0 5 5 0
5.064e-07 2.21455 5 1.03726 0 5 5 0
5.065e-07 2.21364 5 1.0321 0 5 5 0
5.066e-07 2.21273 5 1.02697 0 5 5 0
5.067e-07 2.21182 5 1.02186 0 5 5 0
5.068e-07 2.21091 5 1.01677 0 5 5 0
5.069e-07 2.21 5 1.01172 0 5 5 0
5.07e-07 2.20909 5 1.00668 0 5 5 0
5.071e-07 2.20818 5 1.00167 0 5 5 0
5.072e-07 2.20727 5 0.99669 0 5 5 0
5.073e-07 2.20636 5 0.991731 0 5 5 0
5.074e-07 2.20545 5 0.986797 0 5 5 0
5.075e-07 2.20455 5 0.981888 0 5 5 0
5.076e-07 2.20364 5 0.977003 0 5 5 0
5.077e-07 2.20273 5 0.972142 0 5 5 0
5.078e-07 2.20182 5 0.967306 0 5 5 0
5.079e-07 2.20091 5 0.962493 0 5 5 0
5.08e-07 2.2 5 0.957705 0 5 5 0
5.081e-07 2.19909 5 0.95294 0 5 5 0
5.082e-07 2.19818 5 0.948199 0 5 5 0
5.083e-07 2.19727 5 0.943482 0 5 5 0
5.084e-07 2.19636 5 0.938788 0 5 5 0
5.085e-07 2.19545 5 0.934117 0 5 5 0
5.086e-07 2.19455 5 0.92947 0 5 5 0
5.087e-07 2.19364 5 0.924846 0 5 0 5
5.088e-07 2.19273 5 0.920244 0 5 0 5
5.089e-07 2.19182 5 0.915666 0 5 0 5
5.09e-07 2.19091 5 0.91111 0 5 0 5
5.091e-07 2.19 5 0.906578 0 5 0 5
5.092e-07 2.18909 5 0.902067 0 5 0 5
5.093e-07 2.18818 5 0.897579 0 5 0 5
5.094e-07 2.18727 5 0.893114 0 5 0 5
5.095e-07 2.18636 5 0.88867 0 5 0 5
5.096e-07 2.18545 5 0.884249 0 5 0 5
5.097e-07 2.18455 5 0.87985 0 5 0 5
5.098e-07 2.18364 5 0.875473 0 5 0 5
5.099e-07 2.18273 5 0.871117 0 5 0 5
5.1e-07 2.18182 5 0.866783 0 5 0 5
5.101e-07 2.18091 5 0.862471 0 5 0 5
5.102e-07 2.18 5 0.85818 0 5 0 5
5.103e-07 2.17909 5 0.85391 0 5 0 5
5.104e-07 2.17818 5 0.849662 0 5 0 5
5.105e-07 2.17727 5 0.845435 0 5 0 5
5.106e-07 2.17636 5 0.841229 0 5 0 5
5.107e-07 2.17545 5 0.837043 0 5 0 5
5.108e-07 2.17455 5 0.832879 0 5 0 5
5.109e-07 2.17364 5 0.828735 0 5 0 5
5.11e-07 2.17273 5 0.824612 0 5 0 5
5.111e-07 2.17182 5 0.82051 0 5 0 5
5.112e-07 2.17091 5 0.816428 0 5 0 5
5.113e-07 2.17 5 0.812366 0 5 0 5
5.114e-07 2.16909 5 0.808324 0 5 0 5
5.115e-07 2.16818 5 0.804303 0 5 0 5
5.116e-07 2.16727 5 0.800301 0 5 0 5
5.117e-07 2.16636 5 0.796319 0 5 0 5
5.118e-07 2.16545 5 0.792358 0 5 0 5
5.119e-07 2.16455 5 0.788416 0 5 0 5
5.12e-07 2.16364 5 0.784493 0 5 0 5
5.121e-07 2.16273 5 0.78059 0 5 0 5
5.122e-07 2.16182 5 0.776707 0 5 0 5
5.123e-07 2.16091 5 0.772842 0 5 0 5
5.124e-07 2.16 5 0.768997 0 5 0 5
5.125e-07 2.15909 5 0.765172 0 5 0 5
5.126e-07 2.15818 5 0.761365 0 5 0 5
5.127e-07 2.15727 5 0.757577 0 5 0 5
5.128e-07 2.15636 5 0.753808 0 5 0 5
5.129e-07 2.15545 5 0.750058 0 5 0 5
5.13e-07 2.15455 5 0.746326 0 5 0 5
5.131e-07 2.15364 5 0.742613 0 5 0 5
5.132e-07 2.15273 5 0.738918 0 5 0 5
5.133e-07 2.15182 5 0.735242 0 5 0 5
5.134e-07 2.15091 5 0.731584 0 5 0 5
5.135e-07 2.15 5 0.727944 0 5 0 5
5.136e-07 2.14909 5 0.724323 0 5 0 5
5.137e-07 2.14818 5 0.720719 0 5 0 5
5.138e-07 2.14727 5 0.717134 0 5 0 5
5.139e-07 2.14636 5 0.713566 0 5 0 5
5.14e-07 2.14545 5 0.710016 0 5 0 5
5.141e-07 2.14455 5 0.706483 0 5 0 5
5.142e-07 2.14364 5 0.702968 0 5 0 5
5.143e-07 2.14273 5 0.699471 0 5 0 5
5.144e-07 2.14182 5 0.695991 0 5 0 5
5.145e-07 2.14091 5 0.692528 0 5 0 5
5.146e-07 2.14 5 0.689083 0 5 0 5
5.147e-07 2.13909 5 0.685655 0 5 0 5
5.148e-07 2.13818 5 0.682244 0 5 0 5
5.149e-07 2.13727 5 0.678849 0 5 0 5
5.15e-07 2.13636 5 0.675472 0 5 0 5
5.151e-07 2.13545 5 0.672111 0 5 0 5
5.152e-07 2.13455 5 0.668768 0 5 0 5
5.153e-07 2.13364 5 0.66544 0 5 0 5
5.154e-07 2.13273 5 0.66213 0 5 0 5
5.155e-07 2.13182 5 0.658836 0 5 0 5
5.156e-07 2.13091 5 0.655558 0 5 0 5
5.157e-07 2.13 5 0.652296 0 5 0 5
5.158e-07 2.12909 5 0.649051 0 5 0 5
5.159e-07 2.12818 5 0.645822 0 5 0 5
5.16e-07 2.12727 5 0.642609 0 5 0 5
5.161e-07 2.12636 5 0.639412 0 5 0 5
5.162e-07 2.12545 5 0.636231 0 5 0 5
5.163e-07 2.12455 5 0.633065 0 5 0 5
5.164e-07 2.12364 5 0.629916 0 5 0 5
5.165e-07 2.12273 5 0.626782 0 5 0 5
5.166e-07 2.12182 5 0.623663 0 5 0 5
5.167e-07 2.12091 5 0.620561 0 5 0 5
5.168e-07 2.12 5 0.617473 0 5 0 5
5.169e-07 2.11909 5 0.614401 0 5 0 5
5.17e-07 2.11818 5 0.611345 0 5 0 5
5.171e-07 2.11727 5 0.608303 0 5 0 5
5.172e-07 2.11636 5 0.605277 0 5 0 5
5.173e-07 2.11545 5 0.602265 0 5 0 5
5.174e-07 2.11455 5 0.599269 0 5 0 5
5.175e-07 2.11364 5 0.596288 0 5 0 5
5.176e-07 2.11273 5 0.593321 0 5 0 5
5.177e-07 2.11182 5 0.590369 0 5 0 5
5.178e-07 2.11091 5 0.587432 0 5 0 5
5.179e-07 2.11 5 0.584509 0 5 0 5
5.18e-07 2.10909 5 0.581601 0 5 0 5
5.181e-07 2.10818 5 0.578708 0 5 0 5
5.182e-07 2.10727 5 0.575829 0 5 0 5
5.183e-07 2.10636 5 0.572964 0 5 0 5
5.184e-07 2.10545 5 0.570113 0 5 0 5
5.185e-07 2.10455 5 0.567277 0 5 0 5
5.186e-07 2.10364 5 0.564455 0 5 0 5
5.187e-07 2.10273 5 0.561646 0 5 0 5
5.188e-07 2.10182 5 0.558852 0 5 0 5
5.189e-07 2.10091 5 0.556072 0 5 0 5
5.19e-07 2.1 5 0.553305 0 5 0 5
5.191e-07 2.09909 5 0.550553 0 5 0 5
5.192e-07 2.09818 5 0.547813 0 5 0 5
5.193e-07 2.09727 5 0.545088 0 5 0 5
5.194e-07 2.09636 5 0.542376 0 5 0 5
5.195e-07 2.09545 5 0.539678 0 5 0 5
5.196e-07 2.09455 5 0.536993 0 5 0 5
5.197e-07 2.09364 5 0.534321 0 5 0 5
5.198e-07 2.09273 5 0.531663 0 5 0 5
5.199e-07 2.09182 5 0.529018 0 5 0 5
5.2e-07 2.09091 5 0.526386 0 5 0 5
5.201e-07 2.09 5 0.523767 0 5 0 5
5.202e-07 2.08909 5 0.521161 0 5 0 5
5.203e-07 2.08818 5 0.518568 0 5 0 5
5.204e-07 2.08727 5 0.515988 0 5 0 5
5.205e-07 2.08636 5 0.513421 0 5 0 5
5.206e-07 2.08545 5 0.510867 0 5 0 5
5.207e-07 2.08455 5 0.508325 0 5 0 5
5.208e-07 2.08364 5 0.505796 0 5 0 5
5.209e-07 2.08273 5 0.50328 0 5 0 5
5.21e-07 2.08182 5 0.500776 0 5 0 5
5.211e-07 2.08091 5 0.498285 0 5 0 5
5.212e-07 2.08 5 0.495806 0 5 0 5
5.213e-07 2.07909 5 0.493339 0 5 0 5
5.214e-07 2.07818 5 0.490885 0 5 0 5
5.215e-07 2.07727 5 0.488442 0 5 0 5
5.216e-07 2.07636 5 0.486012 0 5 0 5
5.217e-07 2.07545 5 0.483594 0 5 0 5
5.218e-07 2.07455 5 0.481188 0 5 0 5
5.219e-07 2.07364 5 0.478794 0 5 0 5
5.22e-07 2.07273 5 0.476412 0 5 0 5
5.221e-07 2.07182 5 0.474042 0 5 0 5
5.222e-07 2.07091 5 0.471684 0 5 0 5
5.223e-07 2.07 5 0.469337 0 5 0 5
5.224e-07 2.06909 5 0.467002 0 5 0 5
5.225e-07 2.06818 5 0.464679 0 5 0 5
5.226e-07 2.06727 5 0.462367 0 5 0 5
5.227e-07 2.06636 5 0.460066 0 5 0 5
5.228e-07 2.06545 5 0.457778 0 5 0 5
5.229e-07 2.06455 5 0.4555 0 5 0 5
5.23e-07 2.06364 5 0.453234 0 5 0 5
5.231e-07 2.06273 5 0.450979 0 5 0 5
5.232e-07 2.06182 5 0.448735 0 5 0 5
5.233e-07 2.06091 5 0.446503 0 5 0 5
5.234e-07 2.06 5 0.444281 0 5 0 5
5.235e-07 2.05909 5 0.442071 0 5 0 5
5.236e-07 2.05818 5 0.439872 0 5 0 5
5.237e-07 2.05727 5 0.437683 0 5 0 5
5.238e-07 2.05636 5 0.435506 0 5 0 5
5.239e-07 2.05545 5 0.433339 0 5 0 5
5.24e-07 2.05455 5 0.431183 0 5 0 5
5.241e-07 2.05364 5 0.429038 0 5 0 5
5.242e-07 2.05273 5 0.426903 0 5 0 5
5.243e-07 2.05182 5 0.42478 0 5 0 5
5.244e-07 2.05091 5 0.422666 0 5 0 5
5.245e-07 2.05 5 0.420563 0 5 0 5
5.246e-07 2.04909 5 0.418471 0 5 0 5
5.247e-07 2.04818 5 0.416389 0 5 0 5
5.248e-07 2.04727 5 0.414317 0 5 0 5
5.249e-07 2.04636 5 0.412256 0 5 0 5
5.25e-07 2.04545 5 0.410205 0 5 0 5
5.251e-07 2.04455 5 0.408164 0 5 0 5
5.252e-07 2.04364 5 0.406134 0 5 0 5
5.253e-07 2.04273 5 0.404113 0 5 0 5
5.254e-07 2.04182 5 0.402103 0 5 0 5
5.255e-07 2.04091 5 0.400102 0 5 0 5
5.256e-07 2.04 5 0.398112 0 5 0 5
5.257e-07 2.03909 5 0.396131 0 5 0 5
5.258e-07 2.03818 5 0.39416 0 5 0 5
5.259e-07 2.03727 5 0.392199 0 5 0 5
5.26e-07 2.03636 5 0.390248 0 5 0 5
5.261e-07 2.03545 5 0.388306 0 5 0 5
5.262e-07 2.03455 5 0.386374 0 5 0 5
5.263e-07 2.03364 5 0.384452 0 5 0 5
5.264e-07 2.03273 5 0.382539 0 5 0 5
5.265e-07 2.03182 5 0.380636 0 5 0 5
5.266e-07 2.03091 5 0.378743 0 5 0 5
5.267e-07 2.03 5 0.376858 0 5 0 5
5.268e-07 2.02909 5 0.374983 0 5 0 5
5.269e-07 2.02818 5 0.373118 0 5 0 5
5.27e-07 2.02727 5 0.371261 0 5 0 5
5.271e-07 2.02636 5 0.369414 0 5 0 5
5.272e-07 2.02545 5 0.367577 0 5 0 5
5.273e-07 2.02455 5 0.365748 0 5 0 5
5.274e-07 2.02364 5 0.363928 0 5 0 5
5.275e-07 2.02273 5 0.362118 0 5 0 5
5.276e-07 2.02182 5 0.360316 0 5 0 5
5.277e-07 2.02091 5 0.358523 0 5 0 5
5.278e-07 2.02 5 0.35674 0 5 0 5
5.279e-07 2.01909 5 0.354965 0 5 0 5
5.28e-07 2.01818 5 0.353199 0 5 0 5
5.281e-07 2.01727 5 0.351442 0 5 0 5
5.282e-07 2.01636 5 0.349693 0 5 0 5
5.283e-07 2.01545 5 0.347953 0 5 0 5
5.284e-07 2.01455 5 0.346222 0 5 0 5
5.285e-07 2.01364 5 0.3445 0 5 0 5
5.286e-07 2.01273 5 0.342786 0 5 0 5
5.287e-07 2.01182 5 0.34108 0 5 0 5
5.288e-07 2.01091 5 0.339384 0 5 0 5
5.289e-07 2.01 5 0.337695 0 5 0 5
5.29e-07 2.00909 5 0.336015 0 5 0 5
5.291e-07 2.00818 5 0.334343 0 5 0 5
5.292e-07 2.00727 5 0.33268 0 5 0 5
5.293e-07 2.00636 5 0.331025 0 5 0 5
5.294e-07 2.00545 5 0.329378 0 5 0 5
5.295e-07 2.00455 5 0.327739 0 5 0 5
5.296e-07 2.00364 5 0.326109 0 5 0 5
5.297e-07 2.00273 5 0.324486 0 5 0 5
5.298e-07 2.00182 5 0.322872 0 5 0 5
5.299e-07 2.00091 5 0.321266 0 5 0 5
5.3e-07 2 5 0.319667 0 5 0 5
5.301e-07 1.99909 5 0.318077 0 5 0 5
5.302e-07 1.99818 5 0.316494 0 5 0 5
5.303e-07 1.99727 5 0.31492 0 5 0 5
5.304e-07 1.99636 5 0.313353 0 5 0 5
5.305e-07 1.99545 5 0.311794 0 5 0 5
5.306e-07 1.99455 5 0.310243 0 5 0 5
5.307e-07 1.99364 5 0.308699 0 5 0 5
5.308e-07 1.99273 5 0.307163 0 5 0 5
5.309e-07 1.99182 5 0.305635 0 5 0 5
5.31e-07 1.99091 5 0.304115 0 5 0 5
5.311e-07 1.99 5 0.302602 0 5 0 5
5.312e-07 1.98909 5 0.301096 0 5 0 5
5.313e-07 1.98818 5 0.299598 0 5 0 5
5.314e-07 1.98727 5 0.298108 0 5 0 5
5.315e-07 1.98636 5 0.296625 0 5 0 5
5.316e-07 1.98545 5 0.295149 0 5 0 5
5.317e-07 1.98455 5 0.29368 0 5 0 5
5.318e-07 1.98364 5 0.292219 0 5 0 5
5.319e-07 1.98273 5 0.290765 0 5 0 5
5.32e-07 1.98182 5 0.289319 0 5 0 5
5.321e-07 1.98091 5 0.28788 0 5 0 5
5.322e-07 1.98 5 0.286447 0 5 0 5
5.323e-07 1.97909 5 0.285022 0 5 0 5
5.324e-07 1.97818 5 0.283604 0 5 0 5
5.325e-07 1.97727 5 0.282193 0 5 0 5
5.326e-07 1.97636 5 0.280789 0 5 0 5
5.327e-07 1.97545 5 0.279392 0 5 0 5
5.328e-07 1.97455 5 0.278002 0 5 0 5
5.329e-07 1.97364 5 0.276619 0 5 0 5
5.33e-07 1.97273 5 0.275243 0 5 0 5
5.331e-07 1.97182 5 0.273874 0 5 0 5
5.332e-07 1.97091 5 0.272511 0 5 0 5
5.333e-07 1.97 5 0.271155 0 5 0 5
5.334e-07 1.96909 5 0.269806 0 5 0 5
5.335e-07 1.96818 5 0.268464 0 5 0 5
5.336e-07 1.96727 5 0.267128 0 5 0 5
5.337e-07 1.96636 5 0.265799 0 5 0 5
5.338e-07 1.96545 5 0.264477 0 5 0 5
5.339e-07 1.96455 5 0.263161 0 5 0 5
5.34e-07 1.96364 5 0.261852 0 5 0 5
5.341e-07 1.96273 5 0.260549 0 5 0 5
5.342e-07 1.96182 5 0.259253 0 5 0 5
5.343e-07 1.96091 5 0.257963 0 5 0 5
5.344e-07 1.96 5 0.25668 0 5 0 5
5.345e-07 1.95909 5 0.255403 0 5 0 5
5.346e-07 1.95818 5 0.254132 0 5 0 5
5.347e-07 1.95727 5 0.252868 0 5 0 5
5.348e-07 1.95636 5 0.25161 0 5 0 5
5.349e-07 1.95545 5 0.250358 0 5 0 5
5.35e-07 1.95455 5 0.249112 0 5 0 5
5.351e-07 1.95364 5 0.247873 0 5 0 5
5.352e-07 1.95273 5 0.24664 0 5 0 5
5.353e-07 1.95182 5 0.245413 0 5 0 5
5.354e-07 1.95091 5 0.244192 0 5 0 5
5.355e-07 1.95 5 0.242977 0 5 0 5
5.356e-07 1.94909 5 0.241768 0 5 0 5
5.357e-07 1.94818 5 0.240565 0 5 0 5
5.358e-07 1.94727 5 0.239368 0 5 0 5
5.359e-07 1.94636 5 0.238177 0 5 0 5
5.36e-07 1.94545 5 0.236992 0 5 0 5
5.361e-07 1.94455 5 0.235813 0 5 0 5
5.362e-07 1.94364 5 0.23464 0 5 0 5
5.363e-07 1.94273 5 0.233473 0 5 0 5
5.364e-07 1.94182 5 0.232311 0 5 0 5
5.365e-07 1.94091 5 0.231155 0 5 0 5
5.366e-07 1.94 5 0.230005 0 5 0 5
5.367e-07 1.93909 5 0.228861 0 5 0 5
5.368e-07 1.93818 5 0.227722 0 5 0 5
5.369e-07 1.93727 5 0.226589 0 5 0 5
5.37e-07 1.93636 5 0.225462 0 5 0 5
5.371e-07 1.93545 5 0.22434 0 5 0 5
5.372e-07 1.93455 5 0.223224 0 5 0 5
5.373e-07 1.93364 5 0.222114 0 5 0 5
5.374e-07 1.93273 5 0.221009 0 5 0 5
5.375e-07 1.93182 5 0.219909 0 5 0 5
5.376e-07 1.93091 5 0.218815 0 5 0 5
5.377e-07 1.93 5 0.217726 0 5 0 5
5.378e-07 1.92909 5 0.216643 0 5 0 5
5.379e-07 1.92818 5 0.215565 0 5 0 5
5.38e-07 1.92727 5 0.214493 0 5 0 5
5.381e-07 1.92636 5 0.213426 0 5 0 5
5.382e-07 1.92545 5 0.212364 0 5 0 5
5.383e-07 1.92455 5 0.211308 0 5 0 5
5.384e-07 1.92364 5 0.210256 0 5 0 5
5.385e-07 1.92273 5 0.20921 0 5 0 5
5.386e-07 1.92182 5 0.208169 0 5 0 5
5.387e-07 1.92091 5 0.207134 0 5 0 5
5.388e-07 1.92 5 0.206103 0 5 0 5
5.389e-07 1.91909 5 0.205078 0 5 0 5
5.39e-07 1.91818 5 0.204057 0 5 0 5
5.391e-07 1.91727 5 0.203042 0 5 0 5
5.392e-07 1.91636 5 0.202032 0 5 0 5
5.393e-07 1.91545 5 0.201027 0 5 0 5
5.394e-07 1.91455 5 0.200027 0 5 0 5
5.395e-07 1.91364 5 0.199032 0 5 0 5
5.396e-07 1.91273 5 0.198041 0 5 0 5
5.397e-07 1.91182 5 0.197056 0 5 0 5
5.398e-07 1.91091 5 0.196076 0 5 0 5
