t 1 2 3 4 5 6 7 
2.35e-07 2.13636 0 4.99996 0 5 0 5
2.351e-07 2.13727 0 4.99996 0 5 0 5
2.352e-07 2.13818 0 4.99996 0 5 0 5
2.353e-07 2.13909 0 4.99996 0 5 0 5
2.354e-07 2.14 0 4.99996 0 5 0 5
2.355e-07 2.14091 0 4.99996 0 5 0 5
2.356e-07 2.14182 0 4.99996 0 5 0 5
2.357e-07 2.14273 0 4.99996 0 5 0 5
2.358e-07 2.14364 0 4.99996 0 5 0 5
2.359e-07 2.14455 0 4.99996 0 5 0 5
2.36e-07 2.14545 0 4.99996 0 5 0 5
2.361e-07 2.14636 0 4.99996 0 5 0 5
2.362e-07 2.14727 0 4.99996 0 5 0 5
2.363e-07 2.14818 0 4.99996 0 5 0 5
2.364e-07 2.14909 0 4.99996 0 5 0 5
2.365e-07 2.15 0 4.99996 0 5 0 5
2.366e-07 2.15091 0 4.99996 0 5 0 5
2.367e-07 2.15182 0 4.99996 0 5 0 5
2.368e-07 2.15273 0 4.99996 0 5 0 5
2.369e-07 2.15364 0 4.99996 0 5 0 5
2.37e-07 2.15455 0 4.99996 0 5 0 5
2.371e-07 2.15545 0 4.99996 0 5 0 5
2.372e-07 2.15636 0 4.99996 0 5 0 5
2.373e-07 2.15727 0 4.99996 0 5 0 5
2.374e-07 2.15818 0 4.99996 0 5 0 5
2.375e-07 2.15909 0 4.99996 0 5 0 5
2.376e-07 2.16 0 4.99996 0 5 0 5
2.377e-07 2.16091 0 4.99996 0 5 0 5
2.378e-07 2.16182 0 4.99996 0 5 0 5
2.379e-07 2.16273 0 4.99996 0 5 0 5
2.38e-07 2.16364 0 4.99997 0 5 0 5
2.381e-07 2.16455 0 4.99997 0 5 0 5
2.382e-07 2.16545 0 4.99997 0 5 0 5
2.383e-07 2.16636 0 4.99997 0 5 0 5
2.384e-07 2.16727 0 4.99997 0 5 0 5
2.385e-07 2.16818 0 4.99997 0 5 0 5
2.386e-07 2.16909 0 4.99997 0 5 0 5
2.387e-07 2.17 0 4.99997 0 5 0 5
2.388e-07 2.17091 0 4.99997 0 5 0 5
2.389e-07 2.17182 0 4.99997 0 5 0 5
2.39e-07 2.17273 0 4.99997 0 5 0 5
2.391e-07 2.17364 0 4.99997 0 5 0 5
2.392e-07 2.17455 0 4.99997 0 5 0 5
2.393e-07 2.17545 0 4.99997 0 5 0 5
2.394e-07 2.17636 0 4.99997 0 5 0 5
2.395e-07 2.17727 0 4.99997 0 5 0 5
2.396e-07 2.17818 0 4.99997 0 5 0 5
2.397e-07 2.17909 0 4.99997 0 5 0 5
2.398e-07 2.18 0 4.99997 0 5 0 5
2.399e-07 2.18091 0 4.99997 0 5 0 5
2.4e-07 2.18182 0 4.99997 0 5 0 5
2.401e-07 2.18273 0 4.99997 0 5 0 5
2.402e-07 2.18364 0 4.99997 0 5 0 5
2.403e-07 2.18455 0 4.99997 0 5 0 5
2.404e-07 2.18545 0 4.99997 0 5 0 5
2.405e-07 2.18636 0 4.99997 0 5 0 5
2.406e-07 2.18727 0 4.99997 0 5 0 5
2.407e-07 2.18818 0 4.99997 0 5 0 5
2.408e-07 2.18909 0 4.99997 0 5 0 5
2.409e-07 2.19 0 4.99997 0 5 0 5
2.41e-07 2.19091 0 4.99997 0 5 0 5
2.411e-07 2.19182 0 4.99997 0 5 0 5
2.412e-07 2.19273 0 4.99997 0 5 0 5
2.413e-07 2.19364 0 4.99997 0 5 0 5
2.414e-07 2.19455 0 4.99997 0 5 0 5
2.415e-07 2.19545 0 4.99997 0 5 0 5
2.416e-07 2.19636 0 4.99997 0 5 0 5
2.417e-07 2.19727 0 4.99997 0 5 0 5
2.418e-07 2.19818 0 4.99997 0 5 0 5
2.419e-07 2.19909 0 4.99997 0 5 0 5
2.42e-07 2.2 0 4.99997 0 5 0 5
2.421e-07 2.20091 0 4.99997 0 5 0 5
2.422e-07 2.20182 0 4.99997 0 5 0 5
2.423e-07 2.20273 0 4.99997 0 5 0 5
2.424e-07 2.20364 0 4.99997 0 5 0 5
2.425e-07 2.20455 0 4.99997 0 5 0 5
2.426e-07 2.20545 0 4.99997 0 5 0 5
2.427e-07 2.20636 0 4.99997 0 5 0 5
2.428e-07 2.20727 0 4.99997 0 5 0 5
2.429e-07 2.20818 0 4.99997 0 5 0 5
2.43e-07 2.20909 0 4.99997 0 5 0 5
2.431e-07 2.21 0 4.99997 0 5 0 5
2.432e-07 2.21091 0 4.99997 0 5 0 5
2.433e-07 2.21182 0 4.99997 0 5 0 5
2.434e-07 2.21273 0 4.99997 0 5 0 5
2.435e-07 2.21364 0 4.99997 0 5 0 5
2.436e-07 2.21455 0 4.99997 0 5 0 5
2.437e-07 2.21545 0 4.99997 0 5 0 5
2.438e-07 2.21636 0 4.99997 0 5 0 5
2.439e-07 2.21727 0 4.99997 0 5 0 5
2.44e-07 2.21818 0 4.99997 0 5 0 5
2.441e-07 2.21909 0 4.99997 0 5 0 5
2.442e-07 2.22 0 4.99997 0 5 0 5
2.443e-07 2.22091 0 4.99997 0 5 0 5
2.444e-07 2.22182 0 4.99997 0 5 0 5
2.445e-07 2.22273 0 4.99997 0 5 0 5
2.446e-07 2.22364 0 4.99997 0 5 0 5
2.447e-07 2.22455 0 4.99997 0 5 0 5
2.448e-07 2.22545 0 4.99998 0 5 0 5
2.449e-07 2.22636 0 4.99998 0 5 0 5
2.45e-07 2.22727 0 4.99998 0 5 0 5
2.451e-07 2.22818 0 4.99998 0 5 0 5
2.452e-07 2.22909 0 4.99998 0 5 0 5
2.453e-07 2.23 0 4.99998 0 5 0 5
2.454e-07 2.23091 0 4.99998 0 5 0 5
2.455e-07 2.23182 0 4.99998 0 5 0 5
2.456e-07 2.23273 0 4.99998 0 5 0 5
2.457e-07 2.23364 0 4.99998 0 5 0 5
2.458e-07 2.23455 0 4.99998 0 5 0 5
2.459e-07 2.23545 0 4.99998 0 5 0 5
2.46e-07 2.23636 0 4.99998 0 5 0 5
2.461e-07 2.23727 0 4.99998 0 5 0 5
2.462e-07 2.23818 0 4.99998 0 5 0 5
2.463e-07 2.23909 0 4.99998 0 5 0 5
2.464e-07 2.24 0 4.99998 0 5 0 5
2.465e-07 2.24091 0 4.99998 0 5 0 5
2.466e-07 2.24182 0 4.99998 0 5 0 5
2.467e-07 2.24273 0 4.99998 0 5 0 5
2.468e-07 2.24364 0 4.99998 0 5 0 5
2.469e-07 2.24455 0 4.99998 0 5 0 5
2.47e-07 2.24545 0 4.99998 0 5 0 5
2.471e-07 2.24636 0 4.99998 0 5 0 5
2.472e-07 2.24727 0 4.99998 0 5 0 5
2.473e-07 2.24818 0 4.99998 0 5 0 5
2.474e-07 2.24909 0 4.99998 0 5 0 5
2.475e-07 2.25 0 4.99998 0 5 0 5
2.476e-07 2.25091 0 4.99998 0 5 0 5
2.477e-07 2.25182 0 4.99998 0 5 0 5
2.478e-07 2.25273 0 4.99998 0 5 0 5
2.479e-07 2.25364 0 4.99998 0 5 0 5
2.48e-07 2.25455 0 4.99998 0 5 0 5
2.481e-07 2.25545 0 4.99998 0 5 0 5
2.482e-07 2.25636 0 4.99998 0 5 0 5
2.483e-07 2.25727 0 4.99998 0 5 0 5
2.484e-07 2.25818 0 4.99998 0 5 0 5
2.485e-07 2.25909 0 4.99998 0 5 0 5
2.486e-07 2.26 0 4.99998 0 5 0 5
2.487e-07 2.26091 0 4.99998 0 5 0 5
2.488e-07 2.26182 0 4.99998 0 5 0 5
2.489e-07 2.26273 0 4.99998 0 5 0 5
2.49e-07 2.26364 0 4.99998 0 5 0 5
2.491e-07 2.26455 0 4.99998 0 5 0 5
2.492e-07 2.26545 0 4.99998 0 5 0 5
2.493e-07 2.26636 0 4.99998 0 5 0 5
2.494e-07 2.26727 0 4.99998 0 5 0 5
2.495e-07 2.26818 0 4.99998 0 5 0 5
2.496e-07 2.26909 0 4.99998 0 5 0 5
2.497e-07 2.27 0 4.99998 0 5 0 5
2.498e-07 2.27091 0 4.99998 0 5 0 5
2.499e-07 2.27182 0 4.99998 0 5 0 5
2.5e-07 2.27273 0 4.99998 0 5 0 5
2.501e-07 2.27364 0 4.99998 0 5 0 5
2.502e-07 2.27455 0 4.99998 0 5 0 5
2.503e-07 2.27545 0 4.99998 0 5 0 5
2.504e-07 2.27636 0 4.99998 0 5 0 5
2.505e-07 2.27727 0 4.99998 0 5 0 5
2.506e-07 2.27818 0 4.99998 0 5 0 5
2.507e-07 2.27909 0 4.99998 0 5 0 5
2.508e-07 2.28 0 4.99998 0 5 0 5
2.509e-07 2.28091 0 4.99998 0 5 0 5
2.51e-07 2.28182 0 4.99998 0 5 0 5
2.511e-07 2.28273 0 4.99998 0 5 0 5
2.512e-07 2.28364 0 4.99998 0 5 0 5
2.513e-07 2.28455 0 4.99998 0 5 0 5
2.514e-07 2.28545 0 4.99998 0 5 0 5
2.515e-07 2.28636 0 4.99998 0 5 0 5
2.516e-07 2.28727 0 4.99998 0 5 0 5
2.517e-07 2.28818 0 4.99998 0 5 0 5
2.518e-07 2.28909 0 4.99998 0 5 0 5
2.519e-07 2.29 0 4.99998 0 5 0 5
2.52e-07 2.29091 0 4.99998 0 5 0 5
2.521e-07 2.29182 0 4.99998 0 5 0 5
2.522e-07 2.29273 0 4.99998 0 5 0 5
2.523e-07 2.29364 0 4.99998 0 5 0 5
2.524e-07 2.29455 0 4.99998 0 5 0 5
2.525e-07 2.29545 0 4.99998 0 5 0 5
2.526e-07 2.29636 0 4.99998 0 5 0 5
2.527e-07 2.29727 0 4.99998 0 5 0 5
2.528e-07 2.29818 0 4.99998 0 5 0 5
2.529e-07 2.29909 0 4.99998 0 5 0 5
2.53e-07 2.3 0 4.99998 0 5 0 5
2.531e-07 2.30091 0 4.99998 0 5 0 5
2.532e-07 2.30182 0 4.99998 0 5 0 5
2.533e-07 2.30273 0 4.99998 0 5 0 5
2.534e-07 2.30364 0 4.99998 0 5 0 5
2.535e-07 2.30455 0 4.99998 0 5 0 5
2.536e-07 2.30545 0 4.99998 0 5 0 5
2.537e-07 2.30636 0 4.99998 0 5 0 5
2.538e-07 2.30727 0 4.99998 0 5 0 5
2.539e-07 2.30818 0 4.99998 0 5 0 5
2.54e-07 2.30909 0 4.99998 0 5 0 5
2.541e-07 2.31 0 4.99998 0 5 0 5
2.542e-07 2.31091 0 4.99998 0 5 0 5
2.543e-07 2.31182 0 4.99998 0 5 0 5
2.544e-07 2.31273 0 4.99998 0 5 0 5
2.545e-07 2.31364 0 4.99998 0 5 0 5
2.546e-07 2.31455 0 4.99998 0 5 0 5
2.547e-07 2.31545 0 4.99998 0 5 0 5
2.548e-07 2.31636 0 4.99998 0 5 0 5
2.549e-07 2.31727 0 4.99998 0 5 0 5
2.55e-07 2.31818 0 4.99999 0 5 0 5
2.551e-07 2.31909 0 4.99999 0 5 0 5
2.552e-07 2.32 0 4.99999 0 5 0 5
2.553e-07 2.32091 0 4.99999 0 5 0 5
2.554e-07 2.32182 0 4.99999 0 5 0 5
2.555e-07 2.32273 0 4.99999 0 5 0 5
2.556e-07 2.32364 0 4.99999 0 5 0 5
2.557e-07 2.32455 0 4.99999 0 5 0 5
2.558e-07 2.32545 0 4.99999 0 5 0 5
2.559e-07 2.32636 0 4.99999 0 5 0 5
2.56e-07 2.32727 0 4.99999 0 5 0 5
2.561e-07 2.32818 0 4.99999 0 5 0 5
2.562e-07 2.32909 0 4.99999 0 5 0 5
2.563e-07 2.33 0 4.99999 0 5 0 5
2.564e-07 2.33091 0 4.99999 0 5 0 5
2.565e-07 2.33182 0 4.99999 0 5 0 5
2.566e-07 2.33273 0 4.99999 0 5 0 5
2.567e-07 2.33364 0 4.99999 0 5 0 5
2.568e-07 2.33455 0 4.99999 0 5 0 5
2.569e-07 2.33545 0 4.99999 0 5 0 5
2.57e-07 2.33636 0 4.99999 0 5 0 5
2.571e-07 2.33727 0 4.99999 0 5 0 5
2.572e-07 2.33818 0 4.99999 0 5 0 5
2.573e-07 2.33909 0 4.99999 0 5 0 5
2.574e-07 2.34 0 4.99999 0 5 0 5
2.575e-07 2.34091 0 4.99999 0 5 0 5
2.576e-07 2.34182 0 4.99999 0 5 0 5
2.577e-07 2.34273 0 4.99999 0 5 0 5
2.578e-07 2.34364 0 4.99999 0 5 0 5
2.579e-07 2.34455 0 4.99999 0 5 0 5
2.58e-07 2.34545 0 4.99999 0 5 0 5
2.581e-07 2.34636 0 4.99999 0 5 0 5
2.582e-07 2.34727 0 4.99999 0 5 0 5
2.583e-07 2.34818 0 4.99999 0 5 0 5
2.584e-07 2.34909 0 4.99999 0 5 0 5
2.585e-07 2.35 0 4.99999 0 5 0 5
2.586e-07 2.35091 0 4.99999 0 5 0 5
2.587e-07 2.35182 0 4.99999 0 5 0 5
2.588e-07 2.35273 0 4.99999 0 5 0 5
2.589e-07 2.35364 0 4.99999 0 5 0 5
2.59e-07 2.35455 0 4.99999 0 5 0 5
2.591e-07 2.35545 0 4.99999 0 5 0 5
2.592e-07 2.35636 0 4.99999 0 5 0 5
2.593e-07 2.35727 0 4.99999 0 5 0 5
2.594e-07 2.35818 0 4.99999 0 5 0 5
2.595e-07 2.35909 0 4.99999 0 5 0 5
2.596e-07 2.36 0 4.99999 0 5 0 5
2.597e-07 2.36091 0 4.99999 0 5 0 5
2.598e-07 2.36182 0 4.99999 0 5 0 5
2.599e-07 2.36273 0 4.99999 0 5 0 5
2.6e-07 2.36364 0 4.99999 0 5 0 5
2.601e-07 2.36455 0 4.99999 0 5 0 5
2.602e-07 2.36545 0 4.99999 0 5 0 5
2.603e-07 2.36636 0 4.99999 0 5 0 5
2.604e-07 2.36727 0 4.99999 0 5 0 5
2.605e-07 2.36818 0 4.99999 0 5 0 5
2.606e-07 2.36909 0 4.99999 0 5 0 5
2.607e-07 2.37 0 4.99999 0 5 0 5
2.608e-07 2.37091 0 4.99999 0 5 0 5
2.609e-07 2.37182 0 4.99999 0 5 0 5
2.61e-07 2.37273 0 4.99999 0 5 0 5
2.611e-07 2.37364 0 4.99999 0 5 0 5
2.612e-07 2.37455 0 4.99999 0 5 0 5
2.613e-07 2.37545 0 4.99999 0 5 0 5
2.614e-07 2.37636 0 4.99999 0 5 0 5
2.615e-07 2.37727 0 4.99999 0 5 0 5
2.616e-07 2.37818 0 4.99999 0 5 0 5
2.617e-07 2.37909 0 4.99999 0 5 0 5
2.618e-07 2.38 0 4.99999 0 5 0 5
2.619e-07 2.38091 0 4.99999 0 5 0 5
2.62e-07 2.38182 0 4.99999 0 5 0 5
2.621e-07 2.38273 0 4.99999 0 5 0 5
2.622e-07 2.38364 0 4.99999 0 5 0 5
2.623e-07 2.38455 0 4.99999 0 5 0 5
2.624e-07 2.38545 0 4.99999 0 5 0 5
2.625e-07 2.38636 0 4.99999 0 5 0 5
2.626e-07 2.38727 0 4.99999 0 5 0 5
2.627e-07 2.38818 0 4.99999 0 5 0 5
2.628e-07 2.38909 0 4.99999 0 5 0 5
2.629e-07 2.39 0 4.99999 0 5 0 5
2.63e-07 2.39091 0 4.99999 0 5 0 5
2.631e-07 2.39182 0 4.99999 0 5 0 5
2.632e-07 2.39273 0 4.99999 0 5 0 5
2.633e-07 2.39364 0 4.99999 0 5 0 5
2.634e-07 2.39455 0 4.99999 0 5 0 5
2.635e-07 2.39545 0 4.99999 0 5 0 5
2.636e-07 2.39636 0 4.99999 0 5 0 5
2.637e-07 2.39727 0 4.99999 0 5 0 5
2.638e-07 2.39818 0 4.99999 0 5 0 5
2.639e-07 2.39909 0 4.99999 0 5 0 5
2.64e-07 2.4 0 4.99999 0 5 0 5
2.641e-07 2.40091 0 4.99999 0 5 0 5
2.642e-07 2.40182 0 4.99999 0 5 0 5
2.643e-07 2.40273 0 4.99999 0 5 0 5
2.644e-07 2.40364 0 4.99999 0 5 0 5
2.645e-07 2.40455 0 4.99999 0 5 0 5
2.646e-07 2.40545 0 4.99999 0 5 0 5
2.647e-07 2.40636 0 4.99999 0 5 0 5
2.648e-07 2.40727 0 4.99999 0 5 0 5
2.649e-07 2.40818 0 4.99999 0 5 0 5
2.65e-07 2.40909 0 4.99999 0 5 0 5
2.651e-07 2.41 0 4.99999 0 5 0 5
2.652e-07 2.41091 0 4.99999 0 5 0 5
2.653e-07 2.41182 0 4.99999 0 5 0 5
2.654e-07 2.41273 0 4.99999 0 5 0 5
2.655e-07 2.41364 0 4.99999 0 5 0 5
2.656e-07 2.41455 0 4.99999 0 5 0 5
2.657e-07 2.41545 0 4.99999 0 5 0 5
2.658e-07 2.41636 0 4.99999 0 5 0 5
2.659e-07 2.41727 0 4.99999 0 5 0 5
2.66e-07 2.41818 0 4.99999 0 5 0 5
2.661e-07 2.41909 0 4.99999 0 5 0 5
2.662e-07 2.42 0 4.99999 0 5 0 5
2.663e-07 2.42091 0 4.99999 0 5 0 5
2.664e-07 2.42182 0 4.99999 0 5 0 5
2.665e-07 2.42273 0 4.99999 0 5 0 5
2.666e-07 2.42364 0 4.99999 0 5 0 5
2.667e-07 2.42455 0 4.99999 0 5 0 5
2.668e-07 2.42545 0 4.99999 0 5 0 5
2.669e-07 2.42636 0 4.99999 0 5 0 5
2.67e-07 2.42727 0 4.99999 0 5 0 5
2.671e-07 2.42818 0 4.99999 0 5 0 5
2.672e-07 2.42909 0 4.99999 0 5 0 5
2.673e-07 2.43 0 4.99999 0 5 0 5
2.674e-07 2.43091 0 4.99999 0 5 0 5
2.675e-07 2.43182 0 4.99999 0 5 0 5
2.676e-07 2.43273 0 4.99999 0 5 0 5
2.677e-07 2.43364 0 4.99999 0 5 0 5
2.678e-07 2.43455 0 4.99999 0 5 0 5
2.679e-07 2.43545 0 4.99999 0 5 0 5
2.68e-07 2.43636 0 4.99999 0 5 0 5
2.681e-07 2.43727 0 4.99999 0 5 0 5
2.682e-07 2.43818 0 4.99999 0 5 0 5
2.683e-07 2.43909 0 4.99999 0 5 0 5
2.684e-07 2.44 0 4.99999 0 5 0 5
2.685e-07 2.44091 0 4.99999 0 5 0 5
2.686e-07 2.44182 0 4.99999 0 5 0 5
2.687e-07 2.44273 0 4.99999 0 5 0 5
2.688e-07 2.44364 0 4.99999 0 5 0 5
2.689e-07 2.44455 0 4.99999 0 5 0 5
2.69e-07 2.44545 0 4.99999 0 5 0 5
2.691e-07 2.44636 0 4.99999 0 5 0 5
2.692e-07 2.44727 0 4.99999 0 5 0 5
2.693e-07 2.44818 0 4.99999 0 5 0 5
2.694e-07 2.44909 0 4.99999 0 5 0 5
2.695e-07 2.45 0 4.99999 0 5 0 5
2.696e-07 2.45091 0 4.99999 0 5 0 5
2.697e-07 2.45182 0 4.99999 0 5 0 5
2.698e-07 2.45273 0 4.99999 0 5 0 5
2.699e-07 2.45364 0 4.99999 0 5 0 5
2.7e-07 2.45455 0 4.99999 0 5 0 5
2.701e-07 2.45545 0 4.99999 0 5 0 5
2.702e-07 2.45636 0 4.99999 0 5 0 5
2.703e-07 2.45727 0 4.99999 0 5 0 5
2.704e-07 2.45818 0 4.99999 0 5 0 5
2.705e-07 2.45909 0 4.99999 0 5 0 5
2.706e-07 2.46 0 4.99999 0 5 0 5
2.707e-07 2.46091 0 4.99999 0 5 0 5
2.708e-07 2.46182 0 4.99999 0 5 0 5
2.709e-07 2.46273 0 4.99999 0 5 0 5
2.71e-07 2.46364 0 4.99999 0 5 0 5
2.711e-07 2.46455 0 4.99999 0 5 0 5
2.712e-07 2.46545 0 4.99999 0 5 0 5
2.713e-07 2.46636 0 4.99999 0 5 0 5
2.714e-07 2.46727 0 4.99999 0 5 0 5
2.715e-07 2.46818 0 4.99999 0 5 0 5
2.716e-07 2.46909 0 4.99999 0 5 0 5
2.717e-07 2.47 0 4.99999 0 5 0 5
2.718e-07 2.47091 0 4.99999 0 5 0 5
2.719e-07 2.47182 0 4.99999 0 5 0 5
2.72e-07 2.47273 0 4.99999 0 5 0 5
2.721e-07 2.47364 0 4.99999 0 5 0 5
2.722e-07 2.47455 0 4.99999 0 5 0 5
2.723e-07 2.47545 0 4.99999 0 5 0 5
2.724e-07 2.47636 0 4.99999 0 5 0 5
2.725e-07 2.47727 0 4.99999 0 5 0 5
2.726e-07 2.47818 0 4.99999 0 5 0 5
2.727e-07 2.47909 0 4.99999 0 5 0 5
2.728e-07 2.48 0 4.99999 0 5 0 5
2.729e-07 2.48091 0 4.99999 0 5 0 5
2.73e-07 2.48182 0 4.99999 0 5 0 5
2.731e-07 2.48273 0 4.99999 0 5 0 5
2.732e-07 2.48364 0 4.99999 0 5 0 5
2.733e-07 2.48455 0 4.99999 0 5 0 5
2.734e-07 2.48545 0 4.99999 0 5 0 5
2.735e-07 2.48636 0 4.99999 0 5 0 5
2.736e-07 2.48727 0 4.99999 0 5 0 5
2.737e-07 2.48818 0 4.99999 0 5 0 5
2.738e-07 2.48909 0 4.99999 0 5 0 5
2.739e-07 2.49 0 4.99999 0 5 0 5
2.74e-07 2.49091 0 4.99999 0 5 0 5
2.741e-07 2.49182 0 4.99999 0 5 0 5
2.742e-07 2.49273 0 4.99999 0 5 0 5
2.743e-07 2.49364 0 4.99999 0 5 0 5
2.744e-07 2.49455 0 4.99999 0 5 0 5
2.745e-07 2.49545 0 4.99999 0 5 0 5
2.746e-07 2.49636 0 4.99999 0 5 0 5
2.747e-07 2.49727 0 4.99999 0 5 0 5
2.748e-07 2.49818 0 4.99999 0 5 0 5
2.749e-07 2.49909 0 4.99999 0 5 0 5
2.75e-07 2.49818 5 4.97512 0 5 0 5
2.751e-07 2.49727 5 4.95037 0 5 0 5
2.752e-07 2.49636 5 4.92574 0 5 0 5
2.753e-07 2.49545 5 4.90123 0 5 0 5
2.754e-07 2.49455 5 4.87685 0 5 0 5
2.755e-07 2.49364 5 4.85259 0 5 0 5
2.756e-07 2.49273 5 4.82844 0 5 0 5
2.757e-07 2.49182 5 4.80442 0 5 0 5
2.758e-07 2.49091 5 4.78052 0 5 0 5
2.759e-07 2.49 5 4.75673 0 5 0 5
2.76e-07 2.48909 5 4.73307 0 5 0 5
2.761e-07 2.48818 5 4.70952 0 5 0 5
2.762e-07 2.48727 5 4.68609 0 5 0 5
2.763e-07 2.48636 5 4.66278 0 5 0 5
2.764e-07 2.48545 5 4.63958 0 5 0 5
2.765e-07 2.48455 5 4.6165 0 5 0 5
2.766e-07 2.48364 5 4.59353 0 5 0 5
2.767e-07 2.48273 5 4.57068 0 5 0 5
2.768e-07 2.48182 5 4.54794 0 5 0 5
2.769e-07 2.48091 5 4.52531 0 5 0 5
2.77e-07 2.48 5 4.5028 0 5 0 5
2.771e-07 2.47909 5 4.48039 0 5 0 5
2.772e-07 2.47818 5 4.4581 0 5 0 5
2.773e-07 2.47727 5 4.43592 0 5 0 5
2.774e-07 2.47636 5 4.41385 0 5 0 5
2.775e-07 2.47545 5 4.39189 0 5 0 5
2.776e-07 2.47455 5 4.37004 0 5 0 5
2.777e-07 2.47364 5 4.3483 0 5 0 5
2.778e-07 2.47273 5 4.32667 0 5 0 5
2.779e-07 2.47182 5 4.30514 0 5 0 5
2.78e-07 2.47091 5 4.28373 0 5 0 5
2.781e-07 2.47 5 4.26241 0 5 0 5
2.782e-07 2.46909 5 4.24121 0 5 0 5
2.783e-07 2.46818 5 4.22011 0 5 0 5
2.784e-07 2.46727 5 4.19911 0 5 0 5
2.785e-07 2.46636 5 4.17822 0 5 0 5
2.786e-07 2.46545 5 4.15743 0 5 0 5
2.787e-07 2.46455 5 4.13675 0 5 0 5
2.788e-07 2.46364 5 4.11617 0 5 0 5
2.789e-07 2.46273 5 4.09569 0 5 0 5
2.79e-07 2.46182 5 4.07531 0 5 0 5
2.791e-07 2.46091 5 4.05504 0 5 0 5
2.792e-07 2.46 5 4.03486 0 5 0 5
2.793e-07 2.45909 5 4.01479 0 5 0 5
2.794e-07 2.45818 5 3.99482 0 5 0 5
2.795e-07 2.45727 5 3.97494 0 5 0 5
2.796e-07 2.45636 5 3.95517 0 5 0 5
2.797e-07 2.45545 5 3.93549 0 5 0 5
2.798e-07 2.45455 5 3.91591 0 5 0 5
2.799e-07 2.45364 5 3.89643 0 5 0 5
2.8e-07 2.45273 5 3.87704 0 5 0 5
2.801e-07 2.45182 5 3.85775 0 5 0 5
2.802e-07 2.45091 5 3.83856 0 5 0 5
2.803e-07 2.45 5 3.81946 0 5 0 5
2.804e-07 2.44909 5 3.80046 0 5 0 5
2.805e-07 2.44818 5 3.78155 0 5 0 5
2.806e-07 2.44727 5 3.76274 0 5 0 5
2.807e-07 2.44636 5 3.74402 0 5 0 5
2.808e-07 2.44545 5 3.72539 0 5 0 5
2.809e-07 2.44455 5 3.70686 0 5 0 5
2.81e-07 2.44364 5 3.68841 0 5 0 5
2.811e-07 2.44273 5 3.67006 0 5 0 5
2.812e-07 2.44182 5 3.65181 0 5 0 5
2.813e-07 2.44091 5 3.63364 0 5 0 5
2.814e-07 2.44 5 3.61556 0 5 0 5
2.815e-07 2.43909 5 3.59757 0 5 0 5
2.816e-07 2.43818 5 3.57967 0 5 0 5
2.817e-07 2.43727 5 3.56186 0 5 0 5
2.818e-07 2.43636 5 3.54414 0 5 0 5
2.819e-07 2.43545 5 3.52651 0 5 0 5
2.82e-07 2.43455 5 3.50897 0 5 0 5
2.821e-07 2.43364 5 3.49151 0 5 0 5
2.822e-07 2.43273 5 3.47414 0 5 0 5
2.823e-07 2.43182 5 3.45685 0 5 0 5
2.824e-07 2.43091 5 3.43966 0 5 0 5
2.825e-07 2.43 5 3.42254 0 5 0 5
2.826e-07 2.42909 5 3.40551 0 5 0 5
2.827e-07 2.42818 5 3.38857 0 5 0 5
2.828e-07 2.42727 5 3.37171 0 5 0 5
2.829e-07 2.42636 5 3.35494 0 5 0 5
2.83e-07 2.42545 5 3.33825 0 5 0 5
2.831e-07 2.42455 5 3.32164 0 5 0 5
2.832e-07 2.42364 5 3.30511 0 5 0 5
2.833e-07 2.42273 5 3.28867 0 5 0 5
2.834e-07 2.42182 5 3.27231 0 5 0 5
2.835e-07 2.42091 5 3.25603 0 5 0 5
2.836e-07 2.42 5 3.23983 0 5 0 5
2.837e-07 2.41909 5 3.22371 0 5 0 5
2.838e-07 2.41818 5 3.20767 0 5 0 5
2.839e-07 2.41727 5 3.19171 0 5 0 5
2.84e-07 2.41636 5 3.17583 0 5 0 5
2.841e-07 2.41545 5 3.16003 0 5 0 5
2.842e-07 2.41455 5 3.14431 0 5 0 5
2.843e-07 2.41364 5 3.12867 0 5 0 5
2.844e-07 2.41273 5 3.1131 0 5 0 5
2.845e-07 2.41182 5 3.09762 0 5 0 5
2.846e-07 2.41091 5 3.08221 0 5 0 5
2.847e-07 2.41 5 3.06687 0 5 0 5
2.848e-07 2.40909 5 3.05161 0 5 0 5
2.849e-07 2.40818 5 3.03643 0 5 0 5
2.85e-07 2.40727 5 3.02132 0 5 0 5
2.851e-07 2.40636 5 3.00629 0 5 0 5
2.852e-07 2.40545 5 2.99134 0 5 0 5
2.853e-07 2.40455 5 2.97645 0 5 0 5
2.854e-07 2.40364 5 2.96165 0 5 0 5
2.855e-07 2.40273 5 2.94691 0 5 0 5
2.856e-07 2.40182 5 2.93225 0 5 0 5
2.857e-07 2.40091 5 2.91766 0 5 0 5
2.858e-07 2.4 5 2.90315 0 5 0 5
2.859e-07 2.39909 5 2.8887 0 5 0 5
2.86e-07 2.39818 5 2.87433 0 5 0 5
2.861e-07 2.39727 5 2.86003 0 5 0 5
2.862e-07 2.39636 5 2.8458 0 5 0 5
2.863e-07 2.39545 5 2.83164 0 5 0 5
2.864e-07 2.39455 5 2.81756 0 5 0 5
2.865e-07 2.39364 5 2.80354 0 5 0 5
2.866e-07 2.39273 5 2.78959 0 5 0 5
2.867e-07 2.39182 5 2.77571 0 5 0 5
2.868e-07 2.39091 5 2.7619 0 5 0 5
