t 1 2 3 4 7 6 5
0.0000000e+000 2.2727186e-001 4.7727227e+000 4.1666552e-001 4.5833291e+000 0.0000000e+000 0.0000000e+000 4.9999950e+000
1.0000000e-010 2.2727186e-001 4.7727227e+000 4.1666553e-001 4.5833291e+000 0.0000000e+000 0.0000000e+000 4.9999950e+000
2.0000000e-010 2.2727186e-001 4.7727228e+000 4.1666553e-001 4.5833292e+000 0.0000000e+000 0.0000000e+000 4.9999951e+000
3.0000000e-010 2.2727187e-001 4.7727228e+000 4.1666553e-001 4.5833292e+000 0.0000000e+000 0.0000000e+000 4.9999951e+000
4.0000000e-010 2.2727187e-001 4.7727229e+000 4.1666554e-001 4.5833292e+000 0.0000000e+000 0.0000000e+000 4.9999952e+000
5.0000000e-010 2.2727187e-001 4.7727229e+000 4.1666554e-001 4.5833293e+000 0.0000000e+000 0.0000000e+000 4.9999952e+000
6.0000000e-010 2.2727187e-001 4.7727230e+000 4.1666555e-001 4.5833293e+000 0.0000000e+000 0.0000000e+000 4.9999953e+000
7.0000000e-010 2.2727188e-001 4.7727230e+000 4.1666555e-001 4.5833294e+000 0.0000000e+000 0.0000000e+000 4.9999953e+000
8.0000000e-010 2.2727188e-001 4.7727231e+000 4.1666555e-001 4.5833294e+000 0.0000000e+000 0.0000000e+000 4.9999954e+000
9.0000000e-010 2.2727188e-001 4.7727231e+000 4.1666556e-001 4.5833295e+000 0.0000000e+000 0.0000000e+000 4.9999954e+000
1.0000000e-009 2.2727188e-001 4.7727231e+000 4.1666556e-001 4.5833295e+000 0.0000000e+000 0.0000000e+000 4.9999955e+000
1.1000000e-009 2.2727188e-001 4.7727232e+000 4.1666557e-001 4.5833295e+000 5.0000000e-001 0.0000000e+000 4.9999955e+000
1.2000000e-009 2.2727189e-001 4.7727232e+000 4.1666557e-001 4.5833296e+000 1.0000000e+000 0.0000000e+000 4.9999956e+000
1.3000000e-009 2.2727189e-001 4.7727233e+000 4.1666557e-001 4.5833296e+000 1.5000000e+000 0.0000000e+000 4.9999956e+000
1.4000000e-009 2.2727189e-001 4.7727233e+000 4.1666558e-001 4.5833297e+000 2.0000000e+000 0.0000000e+000 4.9999957e+000
1.5000000e-009 2.2727189e-001 4.7727233e+000 4.1666558e-001 4.5833297e+000 2.5000000e+000 0.0000000e+000 4.9999957e+000
1.6000000e-009 2.2727190e-001 4.7727234e+000 4.1666559e-001 4.5833297e+000 3.0000000e+000 1.6611296e-002 4.9504908e+000
1.7000000e-009 2.2727190e-001 4.7727234e+000 4.1666559e-001 4.5833298e+000 3.5000000e+000 3.3167404e-002 4.9014760e+000
1.8000000e-009 2.2727190e-001 4.7727235e+000 4.1666560e-001 4.5833298e+000 4.0000000e+000 4.9668509e-002 4.8529466e+000
1.9000000e-009 2.2727190e-001 4.7727235e+000 4.1666560e-001 4.5833298e+000 4.5000000e+000 6.6114793e-002 4.8048976e+000
2.0000000e-009 2.2727190e-001 4.7727235e+000 4.1666560e-001 4.5833299e+000 5.0000000e+000 8.2506439e-002 4.7573243e+000
2.1000000e-009 2.2727191e-001 4.7727236e+000 4.1666561e-001 4.5833299e+000 5.0000000e+000 9.8843626e-002 4.7102221e+000
2.2000000e-009 2.2727191e-001 4.7727236e+000 4.1666561e-001 4.5833300e+000 5.0000000e+000 1.1512654e-001 4.6635863e+000
2.3000000e-009 2.2727191e-001 4.7727237e+000 4.1666562e-001 4.5833300e+000 5.0000000e+000 1.3135535e-001 4.6174121e+000
2.4000000e-009 2.2727191e-001 4.7727237e+000 4.1666562e-001 4.5833300e+000 5.0000000e+000 1.4753025e-001 4.5716952e+000
2.5000000e-009 2.2727192e-001 4.7727237e+000 4.1666562e-001 4.5833301e+000 5.0000000e+000 1.6365141e-001 4.5264309e+000
2.6000000e-009 2.2727192e-001 4.7727238e+000 4.1666563e-001 4.5833301e+000 5.0000000e+000 1.7971902e-001 4.4816147e+000
2.7000000e-009 2.2727192e-001 4.7727238e+000 4.1666563e-001 4.5833301e+000 5.0000000e+000 1.9573324e-001 4.4372423e+000
2.8000000e-009 2.2727192e-001 4.7727238e+000 4.1666564e-001 4.5833302e+000 5.0000000e+000 2.1169426e-001 4.3933092e+000
2.9000000e-009 2.2727193e-001 4.7727239e+000 4.1666564e-001 4.5833302e+000 5.0000000e+000 2.2760225e-001 4.3498111e+000
3.0000000e-009 2.2727193e-001 4.7727239e+000 4.1666564e-001 4.5833302e+000 5.0000000e+000 2.4345739e-001 4.3067437e+000
3.1000000e-009 2.2727193e-001 4.7727239e+000 4.1666565e-001 4.5833303e+000 5.0000000e+000 2.5925986e-001 4.2641026e+000
3.2000000e-009 2.2727193e-001 4.7727240e+000 4.1666565e-001 4.5833303e+000 5.0000000e+000 2.7500983e-001 4.2218838e+000
3.3000000e-009 2.2727193e-001 4.7727240e+000 4.1666566e-001 4.5833303e+000 5.0000000e+000 2.9070747e-001 4.1800830e+000
3.4000000e-009 2.2727194e-001 4.7727240e+000 4.1666566e-001 4.5833304e+000 5.0000000e+000 3.0635296e-001 4.1386960e+000
3.5000000e-009 2.2727194e-001 4.7727241e+000 4.1666567e-001 4.5833304e+000 5.0000000e+000 3.2194647e-001 4.0977188e+000
3.6000000e-009 2.2727194e-001 4.7727241e+000 4.1666567e-001 4.5833304e+000 5.0000000e+000 3.3748818e-001 4.0571473e+000
3.7000000e-009 2.2727194e-001 4.7727241e+000 4.1666567e-001 4.5833305e+000 5.0000000e+000 3.5297825e-001 4.0169776e+000
3.8000000e-009 2.2727195e-001 4.7727242e+000 4.1666568e-001 4.5833305e+000 5.0000000e+000 3.6841686e-001 3.9772055e+000
3.9000000e-009 2.2727195e-001 4.7727242e+000 4.1666568e-001 4.5833305e+000 5.0000000e+000 3.8380418e-001 3.9378272e+000
4.0000000e-009 2.2727195e-001 4.7727242e+000 4.1666569e-001 4.5833305e+000 5.0000000e+000 3.9914038e-001 3.8988389e+000
4.1000000e-009 2.2727195e-001 4.7727243e+000 4.1666569e-001 4.5833306e+000 5.0000000e+000 4.1442563e-001 3.8602365e+000
4.2000000e-009 2.2727195e-001 4.7727243e+000 4.1666569e-001 4.5833306e+000 5.0000000e+000 4.2966009e-001 3.8220163e+000
4.3000000e-009 2.2727196e-001 4.7727243e+000 4.1666570e-001 4.5833306e+000 5.0000000e+000 4.4484395e-001 3.7841746e+000
4.4000000e-009 2.2727196e-001 4.7727244e+000 4.1666570e-001 4.5833307e+000 5.0000000e+000 4.5997736e-001 3.7467075e+000
4.5000000e-009 2.2727196e-001 4.7727244e+000 4.1666570e-001 4.5833307e+000 5.0000000e+000 4.7506049e-001 3.7096114e+000
4.6000000e-009 2.2727196e-001 4.7727244e+000 4.1666571e-001 4.5833307e+000 5.0000000e+000 4.9009351e-001 3.6728826e+000
4.7000000e-009 2.2727197e-001 4.7727245e+000 4.1666571e-001 4.5833307e+000 5.0000000e+000 5.0507659e-001 3.6365174e+000
4.8000000e-009 2.2727197e-001 4.7727245e+000 4.1666572e-001 4.5833308e+000 5.0000000e+000 5.2000989e-001 3.6005123e+000
4.9000000e-009 2.2727197e-001 4.7727245e+000 4.1666572e-001 4.5833308e+000 5.0000000e+000 5.3489358e-001 3.5648636e+000
5.0000000e-009 2.2727197e-001 4.7727245e+000 4.1666572e-001 4.5833308e+000 5.0000000e+000 5.4972782e-001 3.5295680e+000
5.1000000e-009 2.2727197e-001 4.7727246e+000 4.1666573e-001 4.5833308e+000 5.0000000e+000 5.6451277e-001 3.4946217e+000
5.2000000e-009 2.2727198e-001 4.7727246e+000 4.1666573e-001 4.5833309e+000 5.0000000e+000 5.7924861e-001 3.4600215e+000
5.3000000e-009 2.2727198e-001 4.7727246e+000 4.1666574e-001 4.5833309e+000 5.0000000e+000 5.9393549e-001 3.4257639e+000
5.4000000e-009 2.2727198e-001 4.7727246e+000 4.1666574e-001 4.5833309e+000 5.0000000e+000 6.0857358e-001 3.3918454e+000
5.5000000e-009 2.2727198e-001 4.7727247e+000 4.1666574e-001 4.5833310e+000 5.0000000e+000 6.2316304e-001 3.3582628e+000
5.6000000e-009 2.2727198e-001 4.7727247e+000 4.1666575e-001 4.5833310e+000 5.0000000e+000 6.3770402e-001 3.3250127e+000
5.7000000e-009 2.2727199e-001 4.7727247e+000 4.1666575e-001 4.5833310e+000 5.0000000e+000 6.5219670e-001 3.2920918e+000
5.8000000e-009 2.2727199e-001 4.7727248e+000 4.1666576e-001 4.5833310e+000 5.0000000e+000 6.6664123e-001 3.2594968e+000
5.9000000e-009 2.2727199e-001 4.7727248e+000 4.1666576e-001 4.5833310e+000 5.0000000e+000 6.8103777e-001 3.2272245e+000
6.0000000e-009 2.2727199e-001 4.7727248e+000 4.1666576e-001 4.5833311e+000 5.0000000e+000 6.9538648e-001 3.1952718e+000
6.1000000e-009 2.2727200e-001 4.7727248e+000 4.1666577e-001 4.5833311e+000 5.0000000e+000 7.0968753e-001 3.1636355e+000
6.2000000e-009 2.2727200e-001 4.7727249e+000 4.1666577e-001 4.5833311e+000 5.0000000e+000 7.2394106e-001 3.1323123e+000
