t 1 2 3 4 5 6 7 jV0700 
8.77e-08 0.8027 4.80013 4.54449 0.413135 0 2.3002 5 0
8.78e-08 0.799701 4.79999 4.5447 0.413155 0 2.31363 5 0
8.79e-08 0.796718 4.79984 4.54491 0.413174 0 2.327 5 0
8.8e-08 0.793751 4.7997 4.54512 0.413193 0 2.34029 5 0
8.81e-08 0.790799 4.79956 4.54533 0.413211 0 2.35353 5 0
8.82e-08 0.787863 4.79942 4.54553 0.41323 0 2.36669 5 0
8.83e-08 0.784942 4.79928 4.54574 0.413249 0 2.37979 5 0
8.84e-08 0.782036 4.79914 4.54594 0.413267 0 2.39283 5 0
8.85e-08 0.779145 4.79901 4.54614 0.413286 0 2.4058 5 0
8.86e-08 0.776269 4.79887 4.54635 0.413304 0 2.41871 5 0
8.87e-08 0.773409 4.79873 4.54655 0.413322 0 2.43155 5 0
8.88e-08 0.770563 4.7986 4.54675 0.413341 0 2.44433 5 0
8.89e-08 0.767732 4.79846 4.54694 0.413359 0 2.45704 5 0
8.9e-08 0.764916 4.79833 4.54714 0.413377 0 2.46969 5 0
8.91e-08 0.762114 4.7982 4.54734 0.413394 0 2.48228 5 0
8.92e-08 0.759327 4.79806 4.54753 0.413412 0 2.49481 5 0
8.93e-08 0.78024 0.0371543 4.54773 0.41343 0 2.50727 5 0
8.94e-08 0.801044 0.038145 4.54792 0.413447 0 2.51967 5 0
8.95e-08 0.82174 0.0391305 4.54811 0.413465 0 2.53201 5 0
8.96e-08 0.842328 0.0401108 4.5483 0.413482 0 2.54429 5 0
8.97e-08 0.862808 0.0410861 4.54849 0.413499 0 2.55651 5 0
8.98e-08 0.883182 0.0420563 4.54868 0.413517 0 2.56867 5 0
8.99e-08 0.90345 0.0430214 4.54887 0.413534 0 2.58076 5 0
9e-08 0.923612 0.0439815 4.54906 0.413551 0 2.5928 5 0
9.01e-08 0.943669 0.0449366 4.54924 0.413568 0 2.60478 5 0
9.02e-08 0.963621 0.0458867 4.54943 0.413584 0 2.61669 5 0
9.03e-08 0.98347 0.0468319 4.54961 0.413601 0 2.62855 5 0
9.04e-08 1.00321 0.0477721 4.5498 0.413618 0 2.64035 5 0
9.05e-08 1.02286 0.0487075 4.54998 0.413634 0 2.65209 5 0
9.06e-08 1.0424 0.0496379 4.55016 0.413651 0 2.66377 5 0
9.07e-08 1.06183 0.0505636 4.55034 0.413667 0 2.67539 5 0
9.08e-08 1.08117 0.0514844 4.55052 0.413683 0 2.68696 5 0
9.09e-08 1.10041 0.0524004 4.5507 0.4137 0 2.69846 5 0
9.1e-08 1.11954 0.0533116 4.55087 0.413716 0 2.70991 5 0
9.11e-08 1.13858 0.0542181 4.55105 0.413732 0 2.72131 5 0
9.12e-08 1.15752 0.0551198 4.55122 0.413748 0 2.73264 5 0
9.13e-08 1.17635 0.0560169 4.5514 0.413763 0 2.74393 5 0
9.14e-08 1.19509 0.0569092 4.55157 0.413779 0 2.75515 5 0
9.15e-08 1.21374 0.057797 4.55174 0.413795 0 2.76632 5 0
9.16e-08 1.23228 0.0586801 4.55191 0.41381 0 2.77743 5 0
9.17e-08 1.25073 0.0595586 4.55209 0.413826 0 2.78849 5 0
9.18e-08 1.26908 0.0604325 4.55225 0.413841 0 2.79949 5 0
9.19e-08 1.28734 0.0613019 4.55242 0.413857 0 2.81044 5 0
9.2e-08 1.3055 0.0621667 4.55259 0.413872 0 2.82133 5 0
9.21e-08 1.32357 0.0630271 4.55276 0.413887 0 2.83217 4.5 0
9.22e-08 1.34154 0.0638829 4.55292 0.413902 0 2.84296 4 0
9.23e-08 1.35942 0.0647343 4.55309 0.413917 0 2.85369 3.5 0
9.24e-08 1.37721 0.0655813 4.55325 0.413932 0 2.86437 3 0
9.25e-08 1.3949 0.0664238 4.55342 0.413947 0 2.87499 2.5 0
9.26e-08 1.4125 0.0672619 4.55358 0.413962 0 2.88556 2 0
9.27e-08 1.43001 0.0680957 4.55374 0.413976 0 2.89608 1.5 0
9.28e-08 1.44743 0.0689252 4.5539 0.413991 0 2.90655 1 0
9.29e-08 1.46476 0.0697503 4.55406 0.414005 0 2.91697 0.5 0
9.3e-08 1.48199 0.0705711 4.55422 0.41402 0 2.92733 7.8303e-12 0
9.31e-08 1.49914 0.0713876 4.55438 0.414034 0 2.93764 0 0
9.32e-08 1.5162 0.0721999 4.55453 0.414049 0 2.9479 0 0
9.33e-08 1.53317 0.073008 4.55469 0.414063 0 2.95811 0 0
9.34e-08 1.55005 0.0738118 4.55485 0.414077 0 2.96827 0 0
9.35e-08 1.56684 0.0746115 4.555 0.414091 0 2.97838 0 0
9.36e-08 1.58355 0.075407 4.55515 0.414105 0 2.98843 0 0
9.37e-08 1.60016 0.0761983 4.55531 0.414119 0 2.99844 0 0
9.38e-08 1.6167 0.0769855 4.55546 0.414133 0 3.0084 0 0
9.39e-08 1.63314 0.0777686 4.55561 0.414146 0 3.01831 0 0
9.4e-08 1.6495 0.0785477 4.55576 0.41416 0 3.02817 0 0
9.41e-08 1.66578 0.0793227 4.55591 0.414174 0 3.03798 0 0
9.42e-08 1.68197 0.0800936 4.55606 0.414187 0 3.04774 0 0
9.43e-08 1.69807 0.0808605 4.55621 0.414201 0 3.05745 0 0
9.44e-08 1.71409 0.0816234 4.55635 0.414214 0 3.06712 0 0
9.45e-08 1.73003 0.0823824 4.5565 0.414227 0 3.07673 0 0
9.46e-08 1.74589 0.0831374 4.55665 0.414241 0 3.0863 0 0
9.47e-08 1.76166 0.0838884 4.55679 0.414254 0 3.09582 0 0
9.48e-08 1.77735 0.0846356 4.55693 0.414267 0 3.1053 0 0
9.49e-08 1.79296 0.0853788 4.55708 0.41428 0 3.11472 0 0
9.5e-08 1.80848 0.0861182 4.55722 0.414293 0 3.1241 0 0
9.51e-08 1.82393 0.0868538 4.55736 0.414306 0 3.13343 0 0
9.52e-08 1.83929 0.0875855 4.5575 0.414318 0 3.14272 0 0
9.53e-08 1.85458 0.0883133 4.55764 0.414331 0 3.15196 0 0
9.54e-08 1.86979 0.0890374 4.55778 0.414344 0 3.16116 0 0
9.55e-08 1.88491 0.0897577 4.55792 0.414356 0 3.1703 0 0
9.56e-08 1.89996 0.0904743 4.55806 0.414369 0 3.17941 0 0
9.57e-08 1.91493 0.0911871 4.5582 0.414381 0 3.18846 0 0
9.58e-08 1.92982 0.0918962 4.55833 0.414394 0 3.19748 0 0
9.59e-08 1.94464 0.0926017 4.55847 0.414406 0 3.20645 0 0
9.6e-08 1.95937 0.0933034 4.5586 0.414418 0 3.21537 0 0
9.61e-08 1.97403 0.0940015 4.55874 0.414431 0 3.22425 0 0
9.62e-08 1.98861 0.094696 4.55887 0.414443 0 3.23308 0 0
9.63e-08 2.00312 0.0953868 4.559 0.414455 0 3.24187 0 0
9.64e-08 2.01755 0.096074 4.55913 0.414467 0 3.25062 0 0
9.65e-08 2.03191 0.0967577 4.55927 0.414479 0 3.25932 0 0
9.66e-08 2.04619 0.0974378 4.5594 0.414491 0 3.26798 0 0
9.67e-08 2.0604 0.0981143 4.55953 0.414502 0 3.2766 0 0
9.68e-08 2.07453 0.0987873 4.55966 0.414514 0 3.28517 0 0
9.69e-08 2.08859 0.0994568 4.55978 0.414526 0 3.29371 0 0
9.7e-08 2.10258 0.100123 4.55991 0.414537 0 3.30219 0 0
9.71e-08 2.11649 0.100785 4.56004 0.414549 0 3.31064 0 0
9.72e-08 2.13033 0.101445 4.56017 0.41456 0 3.31905 0 0
9.73e-08 2.1441 0.1021 4.56029 0.414572 0 3.32741 0 0
9.74e-08 2.1578 0.102752 4.56042 0.414583 0 3.33573 0 0
9.75e-08 2.17143 0.103401 4.56054 0.414595 0 3.34401 0 0
9.76e-08 2.18498 0.104047 4.56066 0.414606 0 3.35225 0 0
9.77e-08 2.19847 0.104689 4.56079 0.414617 0 3.36045 0 0
9.78e-08 2.21188 0.105328 4.56091 0.414628 0 3.3686 0 0
9.79e-08 2.22522 0.105963 4.56103 0.414639 0 3.37672 0 0
9.8e-08 2.2385 0.106595 4.56115 0.41465 0 3.3848 0 0
9.81e-08 2.2517 0.107224 4.56127 0.414661 0 3.39283 0 0
9.82e-08 2.26484 0.10785 4.56139 0.414672 0 3.40083 0 0
9.83e-08 2.27791 0.108472 4.56151 0.414683 0 3.40878 0 0
9.84e-08 2.29091 0.109091 4.56163 0.414694 0 3.4167 0 0
9.85e-08 2.30384 0.109707 4.56175 0.414704 0 3.42458 0 0
9.86e-08 2.31671 0.110319 4.56186 0.414715 0 3.43242 0 0
9.87e-08 2.3295 0.110929 4.56198 0.414726 0 3.44021 0 0
9.88e-08 2.34223 0.111535 4.5621 0.414736 0 3.44797 0 0
9.89e-08 2.3549 0.112138 4.56221 0.414747 0 3.4557 0 0
9.9e-08 2.3675 0.112738 4.56233 0.414757 0 3.46338 0 0
9.91e-08 2.38003 0.113335 4.56244 0.414767 0 3.47102 0 0
9.92e-08 2.3925 0.113929 4.56255 0.414778 0 3.47863 0 0
9.93e-08 2.4049 0.114519 4.56267 0.414788 0 3.4862 0 0
9.94e-08 2.41724 0.115107 4.56278 0.414798 0 3.49373 0 0
9.95e-08 2.42951 0.115691 4.56289 0.414808 0 3.50122 0 0
9.96e-08 2.44172 0.116273 4.563 0.414818 0 3.50868 0 0
9.97e-08 2.45387 0.116851 4.56311 0.414828 0 3.5161 0 0
9.98e-08 2.46595 0.117426 4.56322 0.414838 0 3.52348 0 0
9.99e-08 2.47797 0.117999 4.56333 0.414848 0 3.53083 0 0
1e-07 2.48993 0.118568 4.56344 0.414858 0 3.53814 0 0
1.001e-07 2.50183 0.119135 4.54094 4.95827 0 3.54541 0 0
1.002e-07 2.51366 0.119698 4.51857 4.95623 0 3.55265 0 0
1.003e-07 2.52543 0.120259 4.49632 4.95421 0 3.55985 0 0
1.004e-07 2.53714 0.120816 4.47418 4.9522 0 3.56701 0 0
1.005e-07 2.54879 0.121371 4.45217 4.9502 0 3.57414 0 0
1.006e-07 2.56038 0.121923 4.43028 4.94821 0 3.58124 0 0
1.007e-07 2.57191 0.122472 4.40851 4.94623 0 3.5883 0 0
1.008e-07 2.58338 0.123018 4.38685 4.94426 0 3.59532 0 0
1.009e-07 2.59478 0.123561 4.36531 4.9423 0 3.60231 0 0
1.01e-07 2.60613 0.124102 4.34389 4.94035 0 3.60926 0 0
1.011e-07 2.61742 0.124639 4.32259 4.93842 0 3.61618 0.5 0
1.012e-07 2.62865 0.125174 4.3014 4.93649 0 3.62307 1 0
1.013e-07 2.63983 0.125706 4.28032 4.93457 0 3.62992 1.5 0
1.014e-07 2.65094 0.126235 4.25936 4.93267 0 3.63673 2 0
1.015e-07 2.662 0.126762 4.23852 4.93077 0 3.64351 2.5 0
1.016e-07 2.67299 0.127285 4.21778 4.92889 5 3.62539 3 0
1.017e-07 2.68394 0.127806 4.19716 4.92701 5 3.60735 3.5 0
1.018e-07 2.69482 0.128325 4.17665 4.92515 5 3.5894 4 0
1.019e-07 2.70565 0.12884 4.15625 4.9233 5 3.57155 4.5 0
1.02e-07 2.71642 0.129353 4.13597 4.92145 5 3.55378 5 0
1.021e-07 2.72713 0.129864 4.11579 4.91962 5 3.5361 5 0
1.022e-07 2.73779 0.130371 4.09572 4.91779 5 3.5185 5 0
1.023e-07 2.7484 0.130876 4.07576 4.91598 5 3.501 5 0
1.024e-07 2.75894 0.131378 4.05591 4.91417 5 3.48358 5 0
1.025e-07 2.76944 0.131878 4.03617 4.91238 5 3.46625 5 0
1.026e-07 2.77988 0.132375 4.01654 4.91059 5 3.449 5 0
1.027e-07 2.79026 0.13287 3.99701 4.90882 5 3.43185 5 0
1.028e-07 2.80059 0.133362 3.97758 4.90705 5 3.41477 5 0
1.029e-07 2.81087 0.133851 3.95827 4.9053 5 3.39778 5 0
1.03e-07 2.82109 0.134338 3.93905 4.90355 5 3.38088 5 0
1.031e-07 2.83126 0.134822 3.91994 4.90181 5 3.36406 5 0
1.032e-07 2.84138 0.135304 3.90094 4.90009 5 3.34732 5 0
1.033e-07 2.85144 0.135783 3.88204 4.89837 5 3.33067 5 0
1.034e-07 2.86145 0.13626 3.86324 4.89666 5 3.3141 5 0
1.035e-07 2.87141 0.136734 3.84454 4.89496 5 3.29761 5 0
1.036e-07 2.88132 0.137206 3.82594 4.89327 5 3.2812 5 0
1.037e-07 2.89117 0.137675 3.80745 4.89159 5 3.26488 5 0
1.038e-07 2.90098 0.138142 3.78905 4.88991 5 3.24864 5 0
1.039e-07 2.91073 0.138606 3.77076 4.88825 5 3.23247 5 0
1.04e-07 2.92043 0.139068 3.75256 4.8866 5 3.21639 5 0
1.041e-07 2.93009 0.139528 3.73447 4.88495 5 3.20039 5 0
1.042e-07 2.93969 0.139985 3.71647 4.88332 5 3.18447 5 0
1.043e-07 2.94924 0.14044 3.69857 4.88169 5 3.16862 5 0
1.044e-07 2.95874 0.140892 3.68076 4.88007 5 3.15286 5 0
1.045e-07 2.96819 0.141343 3.66305 4.87846 5 3.13717 5 0
1.046e-07 2.9776 0.14179 3.64544 4.87686 5 3.12157 5 0
1.047e-07 2.98695 0.142236 3.62793 4.87527 5 3.10604 5 0
1.048e-07 2.99626 0.142679 3.61051 4.87368 5 3.09058 5 0
1.049e-07 3.00551 0.14312 3.59318 4.87211 5 3.07521 5 0
1.05e-07 3.01472 0.143558 3.57595 4.87054 5 3.05991 5 0
1.051e-07 3.02388 0.143994 3.55881 4.86898 5 3.04468 5 0
1.052e-07 3.033 0.144428 3.54176 4.86743 5 3.02954 5 0
1.053e-07 3.04206 0.14486 3.52481 4.86589 5 3.01446 5 0
1.054e-07 3.05108 0.145289 3.50795 4.86436 5 2.99947 5 0
1.055e-07 3.06005 0.145717 3.49118 4.86283 5 2.98454 5 0
1.056e-07 3.06897 0.146142 3.4745 4.86132 5 2.9697 5 0
1.057e-07 3.07785 0.146564 3.45791 4.85981 5 2.95492 5 0
1.058e-07 3.08668 0.146985 3.44141 4.85831 5 2.94022 5 0
1.059e-07 3.09547 0.147403 3.425 4.85682 5 2.92559 5 0
1.06e-07 3.10421 0.14782 3.40868 4.85533 5 2.91104 5 0
1.061e-07 3.1129 0.148234 3.39245 4.85386 5 2.89655 5 0
1.062e-07 3.12155 0.148645 3.37631 4.85239 5 2.88214 5 0
1.063e-07 3.13016 0.149055 3.36025 4.85093 5 2.8678 5 0
1.064e-07 3.13872 0.149463 3.34428 4.84948 5 2.85354 5 0
1.065e-07 3.14723 0.149868 3.3284 4.84804 5 2.83934 5 0
1.066e-07 3.1557 0.150271 3.3126 4.8466 5 2.82521 5 0
1.067e-07 3.16413 0.150673 3.29689 4.84517 5 2.81116 5 0
1.068e-07 3.17251 0.151072 3.28127 4.84375 5 2.79717 5 0
1.069e-07 3.18085 0.151469 3.26573 4.84234 5 2.78326 5 0
1.07e-07 3.18914 0.151864 3.25027 4.84093 5 2.76941 5 0
1.071e-07 3.19739 0.152257 3.2349 4.83954 5 2.75563 5 0
1.072e-07 3.2056 0.152648 3.21961 4.83815 5 2.74192 5 0
1.073e-07 3.21377 0.153037 3.2044 4.83676 5 2.72828 5 0
1.074e-07 3.22189 0.153423 3.18928 4.83539 5 2.71471 5 0
1.075e-07 3.22997 0.153808 3.17424 4.83402 5 2.7012 5 0
1.076e-07 3.23801 0.154191 3.15928 4.83266 5 2.68776 5 0
1.077e-07 3.24601 0.154572 3.1444 4.83131 5 2.67439 5 0
1.078e-07 3.25396 0.154951 3.1296 4.82996 5 2.66108 5 0
1.079e-07 3.26188 0.155328 3.11489 4.82863 5 2.64784 5 0
1.08e-07 3.26975 0.155702 3.10025 4.8273 5 2.63467 5 0
1.081e-07 3.27758 0.156075 3.08569 4.82597 5 2.62156 5 0
1.082e-07 3.28537 0.156446 3.07121 4.82466 5 2.60852 5 0
1.083e-07 3.29312 0.156815 3.05681 4.82335 5 2.59554 5 0
1.084e-07 3.30083 0.157183 3.04249 4.82204 5 2.58263 5 0
1.085e-07 3.3085 0.157548 3.02824 4.82075 5 2.56978 5 0
1.086e-07 3.31613 0.157911 3.01407 4.81946 5 2.557 5 0
1.087e-07 3.32372 0.158273 2.99998 4.81818 5 2.54427 5 0
1.088e-07 3.33127 0.158632 2.98597 4.81691 5 2.53162 5 0
1.089e-07 3.33879 0.15899 2.97203 4.81564 5 2.51902 5 0
1.09e-07 3.34626 0.159346 2.95817 4.81438 5 2.50649 5 0
1.091e-07 3.35369 0.1597 2.94438 4.81313 5 2.49402 5 0
1.092e-07 3.36108 0.160052 2.93067 4.81188 5 2.48161 5 0
1.093e-07 3.36844 0.160402 2.91703 4.81064 5 2.46926 5 0
1.094e-07 3.37576 0.16075 2.90347 4.80941 5 2.45698 5 0
1.095e-07 3.38304 0.161097 2.88997 4.80818 5 2.44476 5 0
1.096e-07 3.39028 0.161442 2.87656 4.80696 5 2.43259 5 0
1.097e-07 3.39748 0.161785 2.86321 4.80575 5 2.42049 5 0
1.098e-07 3.40465 0.162126 2.84994 4.80454 5 2.40845 5 0
1.099e-07 3.41178 0.162466 2.83674 4.80334 5 2.39647 5 0
1.1e-07 3.41887 0.162803 2.82361 4.80215 5 2.38454 5 0
1.101e-07 3.42592 0.163139 2.81055 4.80096 5 2.37268 5 0
1.102e-07 3.43294 0.163473 2.79757 4.79978 5 2.36088 5 0
1.103e-07 3.43992 0.163806 2.78465 4.7986 5 2.34913 5 0
1.104e-07 3.44687 0.164137 2.7718 4.79744 5 2.33744 5 0
1.105e-07 3.45378 0.164466 2.75903 4.79628 5 2.32581 5 0
1.106e-07 3.46065 0.164793 2.74632 4.79512 5 2.31424 5 0
1.107e-07 3.46749 0.165118 2.73368 4.79397 5 2.30273 5 0
1.108e-07 3.47429 0.165442 2.72111 4.79283 5 2.29127 5 0
1.109e-07 3.48105 0.165764 2.70861 4.79169 5 2.27987 5 0
1.11e-07 3.48778 0.166085 2.69618 4.79056 5 2.26853 5 0
1.111e-07 3.49448 0.166404 2.68381 4.78944 5 2.25724 5 0
1.112e-07 3.50114 0.166721 2.67151 4.78832 5 2.24601 5 0
1.113e-07 3.50777 0.167037 2.65928 4.78721 5 2.23484 5 0
1.114e-07 3.51436 0.16735 2.64711 4.7861 5 2.22372 5 0
1.115e-07 3.52092 0.167663 2.63501 4.785 5 2.21266 5 0
1.116e-07 3.52744 0.167973 2.62298 4.78391 5 2.20165 5 0
1.117e-07 3.53393 0.168282 2.61101 4.78282 5 2.1907 5 0
1.118e-07 3.54038 0.16859 2.59911 4.78174 5 2.1798 5 0
1.119e-07 3.5468 0.168895 2.58727 4.78066 5 2.16895 5 0
1.12e-07 3.55319 0.1692 2.57549 4.77959 5 2.15816 5 0
1.121e-07 3.55955 0.169502 2.56378 4.77853 5 2.14742 4.5 0
1.122e-07 3.56587 0.169803 2.55213 4.77747 5 2.13674 4 0
1.123e-07 3.57216 0.170103 2.54055 4.77641 5 2.12611 3.5 0
1.124e-07 3.57841 0.170401 2.52902 4.77537 5 2.11553 3 0
1.125e-07 3.58464 0.170697 2.51756 4.77432 5 2.10501 2.5 0
1.126e-07 3.59083 0.170992 2.50617 4.77329 5 2.09453 2 0
1.127e-07 3.59699 0.171285 2.49483 4.77226 5 2.08411 1.5 0
1.128e-07 3.60311 0.171577 2.48356 4.77123 5 2.07375 1 0
1.129e-07 3.60921 0.171867 2.47234 4.77021 5 2.06343 0.5 0
1.13e-07 3.61527 0.172156 2.46119 4.7692 5 2.05316 1.35544e-11 0
1.131e-07 3.6213 0.172443 2.4501 4.76819 5 2.04295 0 0
1.132e-07 3.6273 0.172729 2.43907 4.76719 5 2.03278 0 0
1.133e-07 3.63327 0.173013 2.4281 4.76619 5 2.02267 0 0
1.134e-07 3.63921 0.173296 2.41719 4.7652 5 2.01261 0 0
1.135e-07 3.64511 0.173577 2.40633 4.76421 5 2.00259 0 0
1.136e-07 3.65099 0.173857 2.39554 4.76323 5 1.99263 0 0
1.137e-07 3.65683 0.174135 2.3848 4.76225 5 1.98272 0 0
1.138e-07 3.66265 0.174412 2.37413 4.76128 5 1.97285 0 0
1.139e-07 3.66843 0.174687 2.36351 4.76032 5 1.96304 0 0
1.14e-07 3.67419 0.174961 2.35295 4.75936 5 1.95327 0 0
1.141e-07 3.67991 0.175234 2.34244 4.7584 5 1.94355 0 0
1.142e-07 3.68561 0.175505 2.332 4.75745 5 1.93388 0 0
1.143e-07 3.69127 0.175775 2.32161 4.75651 5 1.92426 0 0
1.144e-07 3.69691 0.176043 2.31127 4.75557 5 1.91469 0 0
1.145e-07 3.70251 0.17631 2.30099 4.75464 5 1.90516 0 0
1.146e-07 3.70809 0.176576 2.29077 4.75371 5 1.89569 0 0
1.147e-07 3.71364 0.17684 2.2806 4.75278 5 1.88625 0 0
1.148e-07 3.71916 0.177103 2.27049 4.75186 5 1.87687 0 0
1.149e-07 3.72465 0.177364 2.26043 4.75095 5 1.86753 0 0
1.15e-07 3.73011 0.177624 2.25043 4.75004 5 1.85824 0 0
1.151e-07 3.73554 0.177883 2.24048 4.74913 5 1.849 0 0
1.152e-07 3.74094 0.17814 2.23059 4.74824 5 1.8398 0 0
1.153e-07 3.74632 0.178396 2.22075 4.74734 5 1.83064 0 0
1.154e-07 3.75167 0.178651 2.21096 4.74645 5 1.82154 0 0
1.155e-07 3.75699 0.178904 2.20123 4.74557 5 1.81247 0 0
1.156e-07 3.76228 0.179156 2.19155 4.74469 5 1.80346 0 0
1.157e-07 3.76755 0.179407 2.18192 4.74381 5 1.79448 0 0
1.158e-07 3.77279 0.179656 2.17234 4.74294 5 1.78556 0 0
1.159e-07 3.778 0.179905 2.16282 4.74207 5 1.77667 0 0
1.16e-07 3.78318 0.180151 2.15335 4.74121 5 1.76783 0 0
1.161e-07 3.78834 0.180397 2.14392 4.74036 5 1.75904 0 0
1.162e-07 3.79346 0.180641 2.13455 4.7395 5 1.75029 0 0
1.163e-07 3.79857 0.180884 2.12523 4.73866 5 1.74158 0 0
1.164e-07 3.80364 0.181126 2.11597 4.73782 5 1.73292 0 0
1.165e-07 3.80869 0.181366 2.10675 4.73698 5 1.72429 0 0
1.166e-07 3.81372 0.181606 2.09758 4.73614 5 1.71572 0 0
1.167e-07 3.81871 0.181844 2.08846 4.73531 5 1.70718 0 0
1.168e-07 3.82369 0.18208 2.07939 4.73449 5 1.69869 0 0
1.169e-07 3.82863 0.182316 2.07037 4.73367 5 1.69023 0 0
1.17e-07 3.83355 0.18255 2.0614 4.73285 5 1.68183 0 0
1.171e-07 3.83844 0.182783 2.05248 4.73204 5 1.67346 0 0
1.172e-07 3.84331 0.183015 2.0436 4.73124 5 1.66513 0 0
1.173e-07 3.84816 0.183245 2.03478 4.73043 5 1.65685 0 0
1.174e-07 3.85297 0.183475 2.026 4.72964 5 1.64861 0 0
1.175e-07 3.85777 0.183703 2.01727 4.72884 5 1.6404 0 0
1.176e-07 3.86253 0.18393 2.00858 4.72805 5 1.63224 0 0
1.177e-07 3.86728 0.184156 1.99995 4.72727 5 1.62412 0 0
1.178e-07 3.87199 0.184381 1.99136 4.72649 5 1.61604 0 0
1.179e-07 3.87669 0.184604 1.98282 4.72571 5 1.608 0 0
1.18e-07 3.88136 0.184827 1.97432 4.72494 5 1.6 0 0
1.181e-07 3.886 0.185048 1.96587 4.72417 5 1.59204 0 0
1.182e-07 3.89062 0.185268 1.95746 4.72341 5 1.58412 0 0
1.183e-07 3.89522 0.185487 1.94911 4.72265 5 1.57624 0 0
1.184e-07 3.89979 0.185704 1.94079 4.72189 5 1.5684 0 0
1.185e-07 3.90434 0.185921 1.93252 4.72114 5 1.56059 0 0
1.186e-07 3.90886 0.186136 1.9243 4.72039 5 1.55283 0 0
1.187e-07 3.91337 0.186351 1.91612 4.71965 5 1.5451 0 0
1.188e-07 3.91784 0.186564 1.90799 4.71891 5 1.53742 0 0
1.189e-07 3.9223 0.186776 1.8999 4.71817 5 1.52977 0 0
1.19e-07 3.92673 0.186987 1.89185 4.71744 5 1.52216 0 0
1.191e-07 3.93114 0.187197 1.88385 4.71671 5 1.51458 0 0
1.192e-07 3.93552 0.187406 1.87589 4.71599 5 1.50705 0 0
1.193e-07 3.93989 0.187614 1.86797 4.71527 5 1.49955 0 0
1.194e-07 3.94423 0.18782 1.8601 4.71455 5 1.49209 0 0
1.195e-07 3.94854 0.188026 1.85227 4.71384 5 1.48467 0 0
1.196e-07 3.95284 0.18823 1.84448 4.71313 5 1.47728 0 0
1.197e-07 3.95711 0.188434 1.83673 4.71243 5 1.46993 0 0
1.198e-07 3.96136 0.188636 1.82903 4.71173 5 1.46262 0 0
1.199e-07 3.96559 0.188838 1.82137 4.71103 5 1.45534 0 0
1.2e-07 3.96979 0.189038 1.81375 4.71034 5 1.4481 0 0
1.201e-07 3.97398 0.189237 1.80617 4.70965 5 1.4409 0 0
1.202e-07 3.97814 0.189435 1.79863 4.70897 5 1.43373 0 0
1.203e-07 3.98228 0.189632 1.79113 4.70828 5 1.4266 0 0
1.204e-07 3.9864 0.189829 1.78368 4.70761 5 1.4195 0 0
1.205e-07 3.9905 0.190024 1.77626 4.70693 5 1.41244 0 0
1.206e-07 3.99457 0.190218 1.76889 4.70626 5 1.40541 0 0
1.207e-07 3.99863 0.190411 1.76155 4.7056 5 1.39842 0 0
1.208e-07 4.00266 0.190603 1.75425 4.70493 5 1.39146 0 0
1.209e-07 4.00667 0.190794 1.747 4.70427 5 1.38454 0 0
1.21e-07 4.01067 0.190984 1.73978 4.70362 5 1.37765 0 0
1.211e-07 4.01464 0.191173 1.7326 4.70296 5 1.37079 0.5 0
1.212e-07 4.01859 0.191361 1.72546 4.70231 5 1.36397 1 0
1.213e-07 4.02252 0.191548 1.71836 4.70167 5 1.35719 1.5 0
1.214e-07 4.02643 0.191735 1.7113 4.70103 5 1.35044 2 0
1.215e-07 4.03031 0.19192 1.70428 4.70039 5 1.34372 2.5 0
1.216e-07 4.03418 0.192104 1.69729 4.69975 0 1.36191 3 0
1.217e-07 4.03803 0.192287 1.69035 4.69912 0 1.38001 3.5 0
1.218e-07 4.04186 0.19247 1.68344 4.69849 0 1.39802 4 0
1.219e-07 4.04567 0.192651 1.67656 4.69787 0 1.41594 4.5 0
1.22e-07 4.04946 0.192831 1.66973 4.69725 0 1.43377 5 0
1.221e-07 4.05323 0.193011 1.66293 4.69663 0 1.45151 5 0
1.222e-07 4.05698 0.193189 1.65617 4.69602 0 1.46917 5 0
1.223e-07 4.0607 0.193367 1.64945 4.6954 0 1.48673 5 0
1.224e-07 4.06441 0.193544 1.64276 4.6948 0 1.50421 5 0
1.225e-07 4.06811 0.193719 1.63611 4.69419 0 1.5216 5 0
1.226e-07 4.07178 0.193894 1.62949 4.69359 0 1.53891 5 0
1.227e-07 4.07543 0.194068 1.62291 4.69299 0 1.55613 5 0
1.228e-07 4.07906 0.194241 1.61637 4.6924 0 1.57326 5 0
1.229e-07 4.08268 0.194413 1.60986 4.69181 0 1.59031 5 0
1.23e-07 4.08627 0.194584 1.60339 4.69122 0 1.60727 5 0
1.231e-07 4.08985 0.194755 1.59695 4.69063 0 1.62415 5 0
1.232e-07 4.09341 0.194924 1.59055 4.69005 0 1.64095 5 0
1.233e-07 4.09695 0.195093 1.58418 4.68947 0 1.65766 5 0
1.234e-07 4.10047 0.19526 1.57784 4.68889 0 1.67429 5 0
1.235e-07 4.10397 0.195427 1.57155 4.68832 0 1.69083 5 0
1.236e-07 4.10746 0.195593 1.56528 4.68775 0 1.7073 5 0
1.237e-07 4.11092 0.195758 1.55905 4.68719 0 1.72368 5 0
1.238e-07 4.11437 0.195923 1.55285 4.68662 0 1.73998 5 0
1.239e-07 4.1178 0.196086 1.54669 4.68606 0 1.7562 5 0
1.24e-07 4.12122 0.196248 1.54056 4.68551 0 1.77234 5 0
1.241e-07 4.12461 0.19641 1.53446 4.68495 0 1.7884 5 0
