t 1 2 3 4 5 6 7 jV0700 
4.471e-07 4.22007 0.200956 1.35857 4.66896 0 2.25106 5 0
4.472e-07 4.22295 0.201093 1.35346 4.6685 0 2.26474 5 0
4.473e-07 4.22582 0.201229 1.34838 4.66803 0 2.27834 5 0
4.474e-07 4.22867 0.201365 1.34333 4.66758 0 2.29188 5 0
4.475e-07 4.2315 0.2015 1.3383 4.66712 0 2.30536 5 0
4.476e-07 4.23432 0.201634 1.3333 4.66666 0 2.31876 5 0
4.477e-07 4.23713 0.201768 1.32833 4.66621 0 2.3321 5 0
4.478e-07 4.23992 0.201901 1.32338 4.66576 0 2.34538 5 0
4.479e-07 4.24269 0.202033 1.31846 4.66531 0 2.35858 5 0
4.48e-07 4.24546 0.202165 1.31357 4.66487 0 2.37172 5 0
4.481e-07 4.2482 0.202295 1.3087 4.66443 0 2.3848 5 0
4.482e-07 4.25094 0.202426 1.30386 4.66399 0 2.39781 5 0
4.483e-07 4.25365 0.202555 1.29905 4.66355 0 2.41076 5 0
4.484e-07 4.25636 0.202684 1.29426 4.66311 0 2.42364 5 0
4.485e-07 4.25905 0.202812 1.2895 4.66268 0 2.43646 5 0
4.486e-07 4.26173 0.202939 1.28477 4.66225 0 2.44921 5 0
4.487e-07 4.26439 0.203066 1.28006 4.66182 0 2.4619 5 0
4.488e-07 4.26704 0.203192 1.27538 4.6614 0 2.47453 5 0
4.489e-07 4.26967 0.203318 1.27072 4.66097 0 2.48709 5 0
4.49e-07 4.27229 0.203443 1.26608 4.66055 0 2.4996 5 0
4.491e-07 4.25122 4.96434 1.26148 4.66013 0 2.51204 5 0
4.492e-07 4.23025 4.96335 1.25689 4.65972 0 2.52441 5 0
4.493e-07 4.20939 4.96235 1.25233 4.6593 0 2.53673 5 0
4.494e-07 4.18864 4.96136 1.2478 4.65889 0 2.54899 5 0
4.495e-07 4.168 4.96038 1.24329 4.65848 0 2.56118 5 0
4.496e-07 4.14746 4.9594 1.23881 4.65807 0 2.57331 5 0
4.497e-07 4.12704 4.95843 1.23435 4.65767 0 2.58539 5 0
4.498e-07 4.10672 4.95746 1.22991 4.65726 0 2.5974 5 0
4.499e-07 4.0865 4.9565 1.2255 4.65686 0 2.60935 5 0
4.5e-07 4.06639 4.95554 1.22111 4.65646 0 2.62125 5 0
4.501e-07 4.04639 4.95459 1.21675 4.65607 0 2.63308 5 0
4.502e-07 4.02649 4.95364 1.21241 4.65567 0 2.64486 5 0
4.503e-07 4.00669 4.9527 1.20809 4.65528 0 2.65657 5 0
4.504e-07 3.98699 4.95176 1.2038 4.65489 0 2.66823 5 0
4.505e-07 3.9674 4.95083 1.19953 4.6545 0 2.67983 5 0
4.506e-07 3.94791 4.9499 1.19528 4.65412 0 2.69138 5 0
4.507e-07 3.92853 4.94898 1.19106 4.65373 0 2.70286 5 0
4.508e-07 3.90924 4.94806 1.18686 4.65335 0 2.71429 5 0
4.509e-07 3.89005 4.94715 1.18268 4.65297 0 2.72566 5 0
4.51e-07 3.87097 4.94624 1.17852 4.65259 0 2.73698 5 0
4.511e-07 3.85198 4.94533 1.17439 4.65222 0 2.74824 5 0
4.512e-07 3.83309 4.94443 1.17028 4.65184 0 2.75944 5 0
4.513e-07 3.81431 4.94354 1.16619 4.65147 0 2.77059 5 0
4.514e-07 3.79561 4.94265 1.16212 4.6511 0 2.78168 5 0
4.515e-07 3.77702 4.94176 1.15808 4.65073 0 2.79271 5 0
4.516e-07 3.75852 4.94088 1.15406 4.65037 0 2.8037 5 0
4.517e-07 3.74012 4.94001 1.15006 4.65001 0 2.81462 5 0
4.518e-07 3.72182 4.93913 1.14608 4.64964 0 2.82549 5 0
4.519e-07 3.70361 4.93827 1.14212 4.64928 0 2.83631 5 0
4.52e-07 3.68549 4.9374 1.13819 4.64893 0 2.84708 5 0
4.521e-07 3.66747 4.93655 1.13427 4.64857 0 2.85779 4.5 0
4.522e-07 3.64955 4.93569 1.13038 4.64822 0 2.86845 4 0
4.523e-07 3.63171 4.93484 1.12651 4.64786 0 2.87905 3.5 0
4.524e-07 3.61397 4.934 1.12266 4.64751 0 2.8896 3 0
4.525e-07 3.59633 4.93316 1.11883 4.64717 0 2.9001 2.5 0
4.526e-07 3.57877 4.93232 1.11502 4.64682 0 2.91055 2 0
4.527e-07 3.56131 4.93149 1.11123 4.64648 0 2.92095 1.5 0
4.528e-07 3.54393 4.93066 1.10746 4.64613 0 2.93129 1 0
4.529e-07 3.52665 4.92984 1.10371 4.64579 0 2.94158 0.5 0
4.53e-07 3.50946 4.92902 1.09999 4.64545 0 2.95182 0 0
4.531e-07 3.49236 4.92821 1.09628 4.64512 0 2.96201 0 0
4.532e-07 3.47534 4.9274 1.09259 4.64478 0 2.97215 0 0
4.533e-07 3.45842 4.92659 1.08892 4.64445 0 2.98224 0 0
4.534e-07 3.44158 4.92579 1.08528 4.64412 0 2.99228 0 0
4.535e-07 3.42483 4.92499 1.08165 4.64379 0 3.00227 0 0
4.536e-07 3.40817 4.9242 1.07804 4.64346 0 3.01221 0 0
4.537e-07 3.3916 4.92341 1.07446 4.64313 0 3.0221 0 0
4.538e-07 3.37511 4.92262 1.07089 4.64281 0 3.03194 0 0
4.539e-07 3.3587 4.92184 1.06734 4.64249 0 3.04173 0 0
4.54e-07 3.34239 4.92107 1.06381 4.64216 0 3.05147 0 0
4.541e-07 3.32615 4.92029 1.0603 4.64185 0 3.06116 0 0
4.542e-07 3.31001 4.91952 1.05681 4.64153 0 3.07081 0 0
4.543e-07 3.29394 4.91876 1.05333 4.64121 0 3.08041 0 0
4.544e-07 3.27796 4.918 1.04988 4.6409 0 3.08996 0 0
4.545e-07 3.26207 4.91724 1.04644 4.64059 0 3.09946 0 0
4.546e-07 3.24625 4.91649 1.04303 4.64028 0 3.10892 0 0
4.547e-07 3.23052 4.91574 1.03963 4.63997 0 3.11832 0 0
4.548e-07 3.21487 4.91499 1.03625 4.63966 0 3.12769 0 0
4.549e-07 3.1993 4.91425 1.03289 4.63935 0 3.137 0 0
4.55e-07 3.18382 4.91352 1.02955 4.63905 0 3.14627 0 0
4.551e-07 3.16841 4.91278 1.02622 4.63875 0 3.15549 0 0
4.552e-07 3.15309 4.91205 1.02291 4.63845 0 3.16467 0 0
4.553e-07 3.13784 4.91133 1.01962 4.63815 0 3.1738 0 0
4.554e-07 3.12267 4.9106 1.01635 4.63785 0 3.18289 0 0
4.555e-07 3.10759 4.90989 1.0131 4.63755 0 3.19193 0 0
4.556e-07 3.09258 4.90917 1.00986 4.63726 0 3.20092 0 0
4.557e-07 3.07765 4.90846 1.00665 4.63697 0 3.20987 0 0
4.558e-07 3.0628 4.90775 1.00345 4.63668 0 3.21878 0 0
4.559e-07 3.04802 4.90705 1.00026 4.63639 0 3.22764 0 0
4.56e-07 3.03332 4.90635 0.997097 4.6361 0 3.23646 0 0
4.561e-07 3.0187 4.90565 0.993948 4.63581 0 3.24523 0 0
4.562e-07 3.00415 4.90496 0.990816 4.63553 0 3.25396 0 0
4.563e-07 2.98968 4.90427 0.987702 4.63525 0 3.26265 0 0
4.564e-07 2.97529 4.90359 0.984604 4.63496 0 3.27129 0 0
4.565e-07 2.96097 4.9029 0.981523 4.63468 0 3.27989 0 0
4.566e-07 2.94673 4.90223 0.978458 4.63441 0 3.28845 0 0
4.567e-07 2.93256 4.90155 0.975411 4.63413 0 3.29697 0 0
4.568e-07 2.91846 4.90088 0.97238 4.63385 0 3.30544 0 0
4.569e-07 2.90444 4.90021 0.969365 4.63358 0 3.31387 0 0
4.57e-07 2.89049 4.89955 0.966367 4.63331 0 3.32226 0 0
4.571e-07 2.87661 4.89889 0.963384 4.63303 0 3.3306 0 0
4.572e-07 2.8628 4.89823 0.960419 4.63277 0 3.33891 0 0
4.573e-07 2.84907 4.89757 0.957469 4.6325 0 3.34717 0 0
4.574e-07 2.83541 4.89692 0.954535 4.63223 0 3.3554 0 0
4.575e-07 2.82182 4.89628 0.951617 4.63197 0 3.36358 0 0
4.576e-07 2.8083 4.89563 0.948715 4.6317 0 3.37172 0 0
4.577e-07 2.79485 4.89499 0.945829 4.63144 0 3.37982 0 0
4.578e-07 2.78147 4.89436 0.942958 4.63118 0 3.38788 0 0
4.579e-07 2.76816 4.89372 0.940103 4.63092 0 3.3959 0 0
4.58e-07 2.75492 4.89309 0.937263 4.63066 0 3.40388 0 0
4.581e-07 2.74175 4.89246 0.934439 4.6304 0 3.41182 0 0
4.582e-07 2.72865 4.89184 0.93163 4.63015 0 3.41973 0 0
4.583e-07 2.71561 4.89122 0.928836 4.62989 0 3.42759 0 0
4.584e-07 2.70265 4.8906 0.926058 4.62964 0 3.43541 0 0
4.585e-07 2.68975 4.88999 0.923294 4.62939 0 3.44319 0 0
4.586e-07 2.67692 4.88938 0.920546 4.62914 0 3.45094 0 0
4.587e-07 2.66415 4.88877 0.917813 4.62889 0 3.45865 0 0
4.588e-07 2.65145 4.88816 0.915094 4.62864 0 3.46632 0 0
4.589e-07 2.63882 4.88756 0.91239 4.6284 0 3.47395 0 0
4.59e-07 2.62625 4.88696 0.909701 4.62815 0 3.48154 0 0
4.591e-07 2.61375 4.88637 0.907026 4.62791 0 3.48909 0 0
4.592e-07 2.60132 4.88578 0.904366 4.62767 0 3.49661 0 0
4.593e-07 2.58895 4.88519 0.90172 4.62743 0 3.50409 0 0
4.594e-07 2.57664 4.8846 0.899089 4.62719 0 3.51153 0 0
4.595e-07 2.5644 4.88402 0.896471 4.62695 0 3.51894 0 0
4.596e-07 2.55222 4.88344 0.893869 4.62672 0 3.5263 0 0
4.597e-07 2.54011 4.88286 0.89128 4.62648 0 3.53364 0 0
4.598e-07 2.52806 4.88229 0.888705 4.62625 0 3.54093 0 0
4.599e-07 2.51607 4.88172 0.886144 4.62601 0 3.54819 0 0
4.6e-07 2.50414 4.88115 0.883597 4.62578 0 3.55541 0 0
4.601e-07 2.49228 4.88058 0.881064 4.62555 0 3.5626 0 0
4.602e-07 2.48047 4.88002 0.878545 4.62532 0 3.56975 0 0
4.603e-07 2.46873 4.87946 0.876039 4.62509 0 3.57687 0 0
4.604e-07 2.45705 4.87891 0.873547 4.62487 0 3.58395 0 0
4.605e-07 2.44543 4.87835 0.871069 4.62464 0 3.59099 0 0
4.606e-07 2.43387 4.8778 0.868603 4.62442 0 3.598 0 0
4.607e-07 2.42238 4.87726 0.866152 4.6242 0 3.60498 0 0
4.608e-07 2.41094 4.87671 0.863713 4.62397 0 3.61192 0 0
4.609e-07 2.39956 4.87617 0.861288 4.62375 0 3.61882 0 0
4.61e-07 2.38824 4.87563 0.858876 4.62353 0 3.6257 1.13037e-10 0
4.611e-07 2.37698 4.87509 0.856477 4.62332 0 3.63253 0.5 0
4.612e-07 2.36578 4.87456 0.854091 4.6231 0 3.63934 1 0
4.613e-07 2.35463 4.87403 0.851718 4.62288 0 3.64611 1.5 0
4.614e-07 2.34355 4.8735 0.849358 4.62267 0 3.65284 2 0
4.615e-07 2.33252 4.87298 0.847011 4.62246 5 3.63467 2.5 0
4.616e-07 2.32155 4.87245 0.844676 4.62224 5 3.61659 3 0
4.617e-07 2.31064 4.87194 0.842354 4.62203 5 3.59859 3.5 0
4.618e-07 2.29978 4.87142 0.840045 4.62182 5 3.58069 4 0
4.619e-07 2.28898 4.8709 0.837748 4.62161 5 3.56287 4.5 0
4.62e-07 2.27824 4.87039 0.835464 4.62141 5 3.54515 5 0
4.621e-07 2.26755 4.86988 0.833192 4.6212 5 3.52751 5 0
4.622e-07 2.25692 4.86938 0.830932 4.62099 5 3.50996 5 0
4.623e-07 2.24635 4.86887 0.828685 4.62079 5 3.4925 5 0
4.624e-07 2.23582 4.86837 0.82645 4.62059 5 3.47512 5 0
4.625e-07 2.22536 4.86787 0.824226 4.62038 5 3.45783 5 0
4.626e-07 2.21495 4.86738 0.822015 4.62018 5 3.44063 5 0
4.627e-07 2.20459 4.86689 0.819816 4.61998 5 3.42351 5 0
4.628e-07 2.19429 4.86639 0.817629 4.61978 5 3.40648 5 0
4.629e-07 2.18404 4.86591 0.815454 4.61959 5 3.38953 5 0
4.63e-07 2.17384 4.86542 0.813291 4.61939 5 3.37267 5 0
4.631e-07 2.1637 4.86494 0.811139 4.61919 5 3.35589 5 0
4.632e-07 2.15361 4.86446 0.808999 4.619 5 3.33919 5 0
4.633e-07 2.14357 4.86398 0.806871 4.61881 5 3.32258 5 0
4.634e-07 2.13358 4.8635 0.804754 4.61861 5 3.30605 5 0
4.635e-07 2.12365 4.86303 0.802649 4.61842 5 3.2896 5 0
4.636e-07 2.11377 4.86256 0.800555 4.61823 5 3.27324 5 0
4.637e-07 2.10394 4.86209 0.798472 4.61804 5 3.25695 5 0
4.638e-07 2.09416 4.86163 0.796401 4.61785 5 3.24075 5 0
4.639e-07 2.08443 4.86116 0.794341 4.61767 5 3.22463 5 0
4.64e-07 2.07475 4.8607 0.792292 4.61748 5 3.20858 5 0
4.641e-07 2.06513 4.86024 0.790254 4.6173 5 3.19262 5 0
4.642e-07 2.05555 4.85979 0.788227 4.61711 5 3.17674 5 0
4.643e-07 2.04602 4.85933 0.786212 4.61693 5 3.16093 5 0
4.644e-07 2.03655 4.85888 0.784207 4.61675 5 3.14521 5 0
4.645e-07 2.02712 4.85843 0.782213 4.61656 5 3.12956 5 0
4.646e-07 2.01774 4.85799 0.78023 4.61638 5 3.11399 5 0
4.647e-07 2.00841 4.85754 0.778258 4.61621 5 3.0985 5 0
4.648e-07 1.99913 4.8571 0.776296 4.61603 5 3.08308 5 0
4.649e-07 1.9899 4.85666 0.774345 4.61585 5 3.06774 5 0
4.65e-07 1.98071 4.85622 0.772405 4.61567 5 3.05248 5 0
4.651e-07 1.97158 4.85579 0.770475 4.6155 5 3.03729 5 0
4.652e-07 1.96249 4.85536 0.768555 4.61532 5 3.02218 5 0
4.653e-07 1.95344 4.85493 0.766646 4.61515 5 3.00715 5 0
4.654e-07 1.94445 4.8545 0.764748 4.61498 5 2.99218 5 0
4.655e-07 1.9355 4.85407 0.76286 4.61481 5 2.9773 5 0
4.656e-07 1.9266 4.85365 0.760981 4.61463 5 2.96249 5 0
4.657e-07 1.91775 4.85323 0.759114 4.61446 5 2.94775 5 0
4.658e-07 1.90894 4.85281 0.757256 4.6143 5 2.93308 5 0
4.659e-07 1.90017 4.85239 0.755408 4.61413 5 2.91849 5 0
4.66e-07 1.89146 4.85197 0.75357 4.61396 5 2.90397 5 0
4.661e-07 1.88278 4.85156 0.751743 4.61379 5 2.88952 5 0
4.662e-07 1.87416 4.85115 0.749925 4.61363 5 2.87515 5 0
4.663e-07 1.86558 4.85074 0.748117 4.61347 5 2.86084 5 0
4.664e-07 1.85704 4.85034 0.746319 4.6133 5 2.84661 5 0
4.665e-07 1.84855 4.84993 0.744531 4.61314 5 2.83245 5 0
4.666e-07 1.8401 4.84953 0.742752 4.61298 5 2.81835 5 0
4.667e-07 1.8317 4.84913 0.740983 4.61282 5 2.80433 5 0
4.668e-07 1.82333 4.84873 0.739224 4.61266 5 2.79038 5 0
4.669e-07 1.81502 4.84833 0.737474 4.6125 5 2.7765 5 0
4.67e-07 1.80674 4.84794 0.735733 4.61234 5 2.76269 5 0
4.671e-07 1.79851 4.84755 0.734002 4.61218 5 2.74894 5 0
4.672e-07 1.79033 4.84716 0.732281 4.61203 5 2.73526 5 0
4.673e-07 1.78218 4.84677 0.730569 4.61187 5 2.72166 5 0
4.674e-07 1.77408 4.84638 0.728866 4.61172 5 2.70812 5 0
4.675e-07 1.76602 4.846 0.727172 4.61156 5 2.69464 5 0
4.676e-07 1.758 4.84562 0.725488 4.61141 5 2.68124 5 0
4.677e-07 1.75003 4.84524 0.723812 4.61126 5 2.6679 5 0
4.678e-07 1.74209 4.84486 0.722146 4.6111 5 2.65462 5 0
4.679e-07 1.7342 4.84449 0.720489 4.61095 5 2.64142 5 0
4.68e-07 1.72634 4.84411 0.718841 4.6108 5 2.62828 5 0
4.681e-07 1.71853 4.84374 0.717201 4.61065 5 2.6152 5 0
4.682e-07 1.71076 4.84337 0.715571 4.61051 5 2.60219 5 0
4.683e-07 1.70303 4.843 0.713949 4.61036 5 2.58924 5 0
4.684e-07 1.69534 4.84264 0.712337 4.61021 5 2.57636 5 0
4.685e-07 1.68769 4.84227 0.710733 4.61007 5 2.56354 5 0
4.686e-07 1.68008 4.84191 0.709137 4.60992 5 2.55079 5 0
4.687e-07 1.67251 4.84155 0.707551 4.60978 5 2.5381 5 0
4.688e-07 1.66498 4.84119 0.705973 4.60963 5 2.52547 5 0
4.689e-07 1.65749 4.84083 0.704403 4.60949 5 2.51291 5 0
4.69e-07 1.65004 4.84048 0.702842 4.60935 5 2.5004 5 0
4.691e-07 1.64262 4.84012 0.70129 4.60921 5 2.48796 5 0
4.692e-07 1.63525 4.83977 0.699746 4.60907 5 2.47559 5 0
4.693e-07 1.62791 4.83942 0.69821 4.60893 5 2.46327 5 0
4.694e-07 1.62061 4.83908 0.696683 4.60879 5 2.45101 5 0
4.695e-07 1.61335 4.83873 0.695164 4.60865 5 2.43882 5 0
4.696e-07 1.60613 4.83839 0.693653 4.60851 5 2.42669 5 0
4.697e-07 1.59895 4.83805 0.69215 4.60838 5 2.41461 5 0
4.698e-07 1.5918 4.8377 0.690656 4.60824 5 2.4026 5 0
4.699e-07 1.58469 4.83737 0.689169 4.60811 5 2.39065 5 0
4.7e-07 1.57761 4.83703 0.687691 4.60797 5 2.37875 5 0
4.701e-07 1.57058 4.83669 0.686221 4.60784 5 2.36692 5 0
4.702e-07 1.56358 4.83636 0.684758 4.60771 5 2.35514 5 0
4.703e-07 1.55662 4.83603 0.683304 4.60757 5 2.34343 5 0
4.704e-07 1.54969 4.8357 0.681857 4.60744 5 2.33177 5 0
4.705e-07 1.5428 4.83537 0.680419 4.60731 5 2.32017 5 0
4.706e-07 1.53594 4.83504 0.678988 4.60718 5 2.30862 5 0
4.707e-07 1.52912 4.83472 0.677565 4.60705 5 2.29714 5 0
4.708e-07 1.52234 4.8344 0.67615 4.60692 5 2.28571 5 0
4.709e-07 1.51559 4.83408 0.674742 4.60679 5 2.27434 5 0
4.71e-07 1.50888 4.83376 0.673342 4.60667 5 2.26302 5 0
4.711e-07 1.5022 4.83344 0.671949 4.60654 5 2.25176 5 0
4.712e-07 1.49556 4.83312 0.670564 4.60641 5 2.24056 5 0
4.713e-07 1.48895 4.83281 0.669187 4.60629 5 2.22941 5 0
4.714e-07 1.48237 4.83249 0.667817 4.60617 5 2.21832 5 0
4.715e-07 1.47583 4.83218 0.666455 4.60604 5 2.20729 5 0
4.716e-07 1.46933 4.83187 0.6651 4.60592 5 2.1963 5 0
4.717e-07 1.46286 4.83156 0.663752 4.6058 5 2.18538 5 0
4.718e-07 1.45642 4.83126 0.662411 4.60567 5 2.17451 5 0
4.719e-07 1.45001 4.83095 0.661078 4.60555 5 2.16369 5 0
4.72e-07 1.44364 4.83065 0.659752 4.60543 5 2.15292 5 0
4.721e-07 1.4373 4.83035 0.658434 4.60531 5 2.14221 4.5 0
4.722e-07 1.431 4.83005 0.657122 4.60519 5 2.13155 4 0
4.723e-07 1.42472 4.82975 0.655818 4.60507 5 2.12095 3.5 0
4.724e-07 1.41849 4.82945 0.65452 4.60496 5 2.1104 3 0
4.725e-07 1.41228 4.82916 0.65323 4.60484 5 2.0999 2.5 0
4.726e-07 1.4061 4.82886 0.651947 4.60472 5 2.08945 2 0
4.727e-07 1.39996 4.82857 0.65067 4.60461 5 2.07905 1.5 0
4.728e-07 1.39385 4.82828 0.649401 4.60449 5 2.06871 1 0
4.729e-07 1.38777 4.82799 0.648138 4.60438 5 2.05842 0.5 0
4.73e-07 1.38172 4.8277 0.646882 4.60426 5 2.04818 0 0
4.731e-07 1.37571 4.82741 0.645633 4.60415 5 2.03799 0 0
4.732e-07 1.36972 4.82713 0.644391 4.60404 5 2.02785 0 0
4.733e-07 1.36377 4.82685 0.643156 4.60392 5 2.01776 0 0
4.734e-07 1.35785 4.82656 0.641927 4.60381 5 2.00772 0 0
4.735e-07 1.35196 4.82628 0.640705 4.6037 5 1.99773 0 0
4.736e-07 1.3461 4.826 0.63949 4.60359 5 1.98779 0 0
4.737e-07 1.34027 4.82573 0.638281 4.60348 5 1.9779 0 0
4.738e-07 1.33447 4.82545 0.637079 4.60337 5 1.96806 0 0
4.739e-07 1.3287 4.82518 0.635883 4.60326 5 1.95827 0 0
4.74e-07 1.32296 4.8249 0.634694 4.60315 5 1.94853 0 0
4.741e-07 1.31725 4.82463 0.633511 4.60305 5 1.93884 0 0
4.742e-07 1.31157 4.82436 0.632335 4.60294 5 1.92919 0 0
4.743e-07 1.30592 4.82409 0.631165 4.60283 5 1.91959 0 0
4.744e-07 1.3003 4.82382 0.630001 4.60273 5 1.91004 0 0
4.745e-07 1.29471 4.82356 0.628844 4.60262 5 1.90054 0 0
4.746e-07 1.28915 4.82329 0.627693 4.60252 5 1.89108 0 0
4.747e-07 1.28361 4.82303 0.626548 4.60241 5 1.88168 0 0
4.748e-07 1.27811 4.82277 0.625409 4.60231 5 1.87231 0 0
4.749e-07 1.27263 4.82251 0.624277 4.60221 5 1.863 0 0
4.75e-07 1.26719 4.82225 0.623151 4.6021 5 1.85373 0 0
4.751e-07 1.26177 4.82199 0.62203 4.602 5 1.84451 0 0
4.752e-07 1.25638 4.82173 0.620916 4.6019 5 1.83533 0 0
4.753e-07 1.25101 4.82148 0.619808 4.6018 5 1.8262 0 0
4.754e-07 1.24568 4.82122 0.618706 4.6017 5 1.81711 0 0
4.755e-07 1.24037 4.82097 0.61761 4.6016 5 1.80807 0 0
4.756e-07 1.23509 4.82072 0.61652 4.6015 5 1.79908 0 0
4.757e-07 1.22984 4.82047 0.615436 4.6014 5 1.79013 0 0
4.758e-07 1.22462 4.82022 0.614358 4.60131 5 1.78122 0 0
4.759e-07 1.21942 4.81997 0.613285 4.60121 5 1.77236 0 0
4.76e-07 1.21425 4.81973 0.612218 4.60111 5 1.76354 0 0
4.761e-07 1.20911 4.81948 0.611158 4.60101 5 1.75477 0 0
4.762e-07 1.20399 4.81924 0.610102 4.60092 5 1.74604 0 0
4.763e-07 1.1989 4.819 0.609053 4.60082 5 1.73735 0 0
4.764e-07 1.19384 4.81875 0.608009 4.60073 5 1.72871 0 0
4.765e-07 1.1888 4.81851 0.606971 4.60063 5 1.72011 0 0
4.766e-07 1.18379 4.81828 0.605939 4.60054 5 1.71155 0 0
4.767e-07 1.17881 4.81804 0.604912 4.60045 5 1.70303 0 0
4.768e-07 1.17385 4.8178 0.603891 4.60035 5 1.69456 0 0
4.769e-07 1.16892 4.81757 0.602875 4.60026 5 1.68613 0 0
4.77e-07 1.16401 4.81733 0.601865 4.60017 5 1.67774 0 0
4.771e-07 1.15913 4.8171 0.60086 4.60008 5 1.6694 0 0
4.772e-07 1.15427 4.81687 0.599861 4.59999 5 1.66109 0 0
4.773e-07 1.14944 4.81664 0.598867 4.5999 5 1.65283 0 0
4.774e-07 1.14464 4.81641 0.597879 4.59981 5 1.6446 0 0
4.775e-07 1.13986 4.81618 0.596896 4.59972 5 1.63642 0 0
4.776e-07 1.1351 4.81596 0.595918 4.59963 5 1.62828 0 0
4.777e-07 1.13037 4.81573 0.594946 4.59954 5 1.62018 0 0
4.778e-07 1.12567 4.81551 0.593979 4.59945 5 1.61212 0 0
4.779e-07 1.12098 4.81528 0.593017 4.59937 5 1.6041 0 0
4.78e-07 1.11633 4.81506 0.59206 4.59928 5 1.59612 0 0
4.781e-07 1.1117 4.81484 0.591108 4.59919 5 1.58818 0 0
4.782e-07 1.10709 4.81462 0.590162 4.59911 5 1.58027 0 0
4.783e-07 1.1025 4.8144 0.589221 4.59902 5 1.57241 0 0
4.784e-07 1.09794 4.81419 0.588285 4.59893 5 1.56459 0 0
4.785e-07 1.0934 4.81397 0.587354 4.59885 5 1.55681 0 0
4.786e-07 1.08889 4.81376 0.586428 4.59877 5 1.54906 0 0
4.787e-07 1.0844 4.81354 0.585507 4.59868 5 1.54135 0 0
4.788e-07 1.07994 4.81333 0.584591 4.5986 5 1.53368 0 0
4.789e-07 1.07549 4.81312 0.58368 4.59852 5 1.52605 0 0
4.79e-07 1.07107 4.81291 0.582774 4.59843 5 1.51846 0 0
4.791e-07 1.06668 4.8127 0.581873 4.59835 5 1.51091 0 0
4.792e-07 1.0623 4.81249 0.580976 4.59827 5 1.50339 0 0
4.793e-07 1.05795 4.81228 0.580085 4.59819 5 1.49591 0 0
4.794e-07 1.05362 4.81208 0.579199 4.59811 5 1.48847 0 0
4.795e-07 1.04932 4.81187 0.578317 4.59803 5 1.48106 0 0
4.796e-07 1.04503 4.81167 0.57744 4.59795 5 1.4737 0 0
4.797e-07 1.04077 4.81147 0.576568 4.59787 5 1.46636 0 0
4.798e-07 1.03653 4.81126 0.5757 4.59779 5 1.45907 0 0
4.799e-07 1.03232 4.81106 0.574838 4.59771 5 1.45181 0 0
4.8e-07 1.02812 4.81086 0.573979 4.59763 5 1.44459 0 0
4.801e-07 1.02395 4.81066 0.573126 4.59756 5 1.4374 0 0
4.802e-07 1.0198 4.81047 0.572277 4.59748 5 1.43025 0 0
4.803e-07 1.01567 4.81027 0.571433 4.5974 5 1.42313 0 0
4.804e-07 1.01156 4.81007 0.570593 4.59733 5 1.41605 0 0
4.805e-07 1.00747 4.80988 0.569758 4.59725 5 1.40901 0 0
4.806e-07 1.00341 4.80969 0.568928 4.59718 5 1.402 0 0
4.807e-07 0.999362 4.80949 0.568102 4.5971 5 1.39502 0 0
4.808e-07 0.995339 4.8093 0.56728 4.59703 5 1.38808 0 0
4.809e-07 0.991336 4.80911 0.566463 4.59695 5 1.38118 0 0
4.81e-07 0.987355 4.80892 0.565651 4.59688 5 1.3743 1.20283e-10 0
4.811e-07 0.983394 4.80873 0.564842 4.5968 5 1.36747 0.5 0
4.812e-07 0.979454 4.80855 0.564039 4.59673 5 1.36066 1 0
4.813e-07 0.975535 4.80836 0.563239 4.59666 5 1.35389 1.5 0
4.814e-07 0.971636 4.80817 0.562444 4.59659 5 1.34716 2 0
4.815e-07 0.967757 4.80799 0.561653 4.59651 0 1.36533 2.5 0
4.816e-07 0.963899 4.8078 0.560867 4.59644 0 1.38341 3 0
4.817e-07 0.96006 4.80762 0.560084 4.59637 0 1.40141 3.5 0
4.818e-07 0.956242 4.80744 0.559306 4.5963 0 1.41931 4 0
4.819e-07 0.952443 4.80726 0.558532 4.59623 0 1.43713 4.5 0
4.82e-07 0.948664 4.80708 0.557763 4.59616 0 1.45485 5 0
4.821e-07 0.944905 4.8069 0.556997 4.59609 0 1.47249 5 0
4.822e-07 0.941166 4.80672 0.556236 4.59602 0 1.49004 5 0
4.823e-07 0.937446 4.80655 0.555479 4.59595 0 1.5075 5 0
4.824e-07 0.933745 4.80637 0.554726 4.59588 0 1.52488 5 0
4.825e-07 0.930064 4.80619 0.553977 4.59582 0 1.54217 5 0
4.826e-07 0.926402 4.80602 0.553232 4.59575 0 1.55937 5 0
4.827e-07 0.922759 4.80585 0.552491 4.59568 0 1.57649 5 0
4.828e-07 0.919135 4.80567 0.551754 4.59561 0 1.59352 5 0
4.829e-07 0.91553 4.8055 0.551021 4.59555 0 1.61047 5 0
4.83e-07 0.911943 4.80533 0.550293 4.59548 0 1.62733 5 0
4.831e-07 0.908376 4.80516 0.549568 4.59542 0 1.64411 5 0
4.832e-07 0.904827 4.80499 0.548847 4.59535 0 1.66081 5 0
4.833e-07 0.901296 4.80482 0.54813 4.59528 0 1.67742 5 0
4.834e-07 0.897784 4.80466 0.547416 4.59522 0 1.69395 5 0
4.835e-07 0.89429 4.80449 0.546707 4.59516 0 1.7104 5 0
4.836e-07 0.890814 4.80432 0.546002 4.59509 0 1.72676 5 0
