t 1 2 3 4 5
0.0041600 -0.007045 -0.010722 -0.007045 -0.014090 -0.007045
0.0041700 -0.006996 -0.003677 -0.006996 -0.013992 -0.006996
0.0041800 -0.006847 0.003319 -0.006847 -0.013693 -0.006847
0.0041900 -0.006600 0.010166 -0.006600 -0.013200 -0.006600
0.0042000 -0.006261 0.016766 -0.006261 -0.012523 -0.006261
0.0042100 -0.005837 0.023027 -0.005837 -0.011674 -0.005837
0.0042200 -0.005334 0.028864 -0.005334 -0.010668 -0.005334
0.0042300 -0.004761 0.034198 -0.004761 -0.009522 -0.004761
0.0042400 -0.004127 0.038959 -0.004127 -0.008255 -0.004127
0.0042500 -0.003443 0.043086 -0.003443 -0.006886 -0.003443
0.0042600 -0.002719 0.046529 -0.002719 -0.005438 -0.002719
0.0042700 -0.001966 0.049248 -0.001966 -0.003932 -0.001966
0.0042800 -0.001195 0.051214 -0.001195 -0.002390 -0.001195
0.0042900 -0.000418 0.052409 -0.000418 -0.000836 -0.000418
0.0043000 0.000354 0.052827 0.000354 0.000707 0.000354
0.0043100 0.001109 0.052474 0.001109 0.002218 0.001109
0.0043200 0.001837 0.051365 0.001837 0.003674 0.001837
0.0043300 0.002528 0.049528 0.002528 0.005057 0.002528
0.0043400 0.003173 0.046999 0.003173 0.006346 0.003173
0.0043500 0.003762 0.043826 0.003762 0.007524 0.003762
0.0043600 0.004288 0.040064 0.004288 0.008576 0.004288
0.0043700 0.004745 0.035776 0.004745 0.009489 0.004745
0.0043800 0.005126 0.031032 0.005126 0.010251 0.005126
0.0043900 0.005427 0.025906 0.005427 0.010853 0.005427
0.0044000 0.005645 0.020479 0.005645 0.011290 0.005645
0.0044100 0.005778 0.014835 0.005778 0.011556 0.005778
0.0044200 0.005826 0.009057 0.005826 0.011651 0.005826
0.0044300 0.005788 0.003231 0.005788 0.011576 0.005788
0.0044400 0.005667 -0.002557 0.005667 0.011334 0.005667
0.0044500 0.005466 -0.008224 0.005466 0.010931 0.005466
0.0044600 0.005188 -0.013690 0.005188 0.010376 0.005188
0.0044700 0.004839 -0.018878 0.004839 0.009679 0.004839
0.0044800 0.004425 -0.023717 0.004425 0.008851 0.004425
0.0044900 0.003953 -0.028142 0.003953 0.007907 0.003953
0.0045000 0.003431 -0.032096 0.003431 0.006862 0.003431
0.0045100 0.002866 -0.035527 0.002866 0.005733 0.002866
0.0045200 0.002268 -0.038393 0.002268 0.004537 0.002268
0.0045300 0.001646 -0.040662 0.001646 0.003292 0.001646
0.0045400 0.001009 -0.042308 0.001009 0.002018 0.001009
0.0045500 0.000367 -0.043317 0.000367 0.000734 0.000367
0.0045600 -0.000272 -0.043684 -0.000272 -0.000543 -0.000272
0.0045700 -0.000897 -0.043412 -0.000897 -0.001794 -0.000897
0.0045800 -0.001500 -0.042515 -0.001500 -0.003000 -0.001500
0.0045900 -0.002073 -0.041015 -0.002073 -0.004145 -0.002073
0.0046000 -0.002607 -0.038943 -0.002607 -0.005214 -0.002607
0.0046100 -0.003096 -0.036336 -0.003096 -0.006192 -0.003096
0.0046200 -0.003533 -0.033240 -0.003533 -0.007065 -0.003533
0.0046300 -0.003912 -0.029707 -0.003912 -0.007824 -0.003912
0.0046400 -0.004229 -0.025795 -0.004229 -0.008458 -0.004229
0.0046500 -0.004480 -0.021566 -0.004480 -0.008961 -0.004480
0.0046600 -0.004663 -0.017085 -0.004663 -0.009326 -0.004663
0.0046700 -0.004776 -0.012422 -0.004776 -0.009551 -0.004776
0.0046800 -0.004817 -0.007647 -0.004817 -0.009634 -0.004817
0.0046900 -0.004788 -0.002829 -0.004788 -0.009577 -0.004788
0.0047000 -0.004691 0.001959 -0.004691 -0.009381 -0.004691
0.0047100 -0.004526 0.006650 -0.004526 -0.009053 -0.004526
0.0047200 -0.004299 0.011176 -0.004299 -0.008597 -0.004299
0.0047300 -0.004012 0.015475 -0.004012 -0.008024 -0.004012
0.0047400 -0.003672 0.019487 -0.003672 -0.007343 -0.003672
0.0047500 -0.003283 0.023158 -0.003283 -0.006565 -0.003283
0.0047600 -0.002852 0.026441 -0.002852 -0.005704 -0.002852
0.0047700 -0.002386 0.029293 -0.002386 -0.004772 -0.002386
0.0047800 -0.001892 0.031679 -0.001892 -0.003785 -0.001892
0.0047900 -0.001378 0.033571 -0.001378 -0.002757 -0.001378
0.0048000 -0.000852 0.034950 -0.000852 -0.001704 -0.000852
0.0048100 -0.000321 0.035802 -0.000321 -0.000641 -0.000321
0.0048200 0.000207 0.036122 0.000207 0.000415 0.000207
0.0048300 0.000725 0.035915 0.000725 0.001450 0.000725
0.0048400 0.001224 0.035190 0.001224 0.002449 0.001224
0.0048500 0.001699 0.033966 0.001699 0.003398 0.001699
0.0048600 0.002142 0.032267 0.002142 0.004284 0.002142
0.0048700 0.002548 0.030125 0.002548 0.005095 0.002548
0.0048800 0.002910 0.027577 0.002910 0.005821 0.002910
0.0048900 0.003226 0.024667 0.003226 0.006451 0.003226
0.0049000 0.003490 0.021441 0.003490 0.006979 0.003490
0.0049100 0.003699 0.017952 0.003699 0.007398 0.003699
0.0049200 0.003852 0.014253 0.003852 0.007704 0.003852
0.0049300 0.003947 0.010400 0.003947 0.007894 0.003947
0.0049400 0.003983 0.006453 0.003983 0.007967 0.003983
0.0049500 0.003961 0.002470 0.003961 0.007923 0.003961
0.0049600 0.003882 -0.001491 0.003882 0.007765 0.003882
0.0049700 0.003748 -0.005374 0.003748 0.007496 0.003748
0.0049800 0.003562 -0.009122 0.003562 0.007123 0.003562
0.0049900 0.003326 -0.012684 0.003326 0.006653 0.003326
0.0050000 0.003046 -0.016010 0.003046 0.006092 0.003046
0.0050100 0.002726 -0.019056 0.002726 0.005451 0.002726
0.0050200 0.002371 -0.021782 0.002371 0.004741 0.002371
0.0050300 0.001986 -0.024152 0.001986 0.003972 0.001986
0.0050400 0.001579 -0.026138 0.001579 0.003157 0.001579
0.0050500 0.001154 -0.027717 0.001154 0.002308 0.001154
0.0050600 0.000719 -0.028871 0.000719 0.001438 0.000719
0.0050700 0.000280 -0.029590 0.000280 0.000559 0.000280
0.0050800 -0.000157 -0.029869 -0.000157 -0.000315 -0.000157
0.0050900 -0.000586 -0.029712 -0.000586 -0.001171 -0.000586
0.0051000 -0.000999 -0.029126 -0.000999 -0.001999 -0.000999
0.0051100 -0.001392 -0.028127 -0.001392 -0.002785 -0.001392
0.0051200 -0.001760 -0.026735 -0.001760 -0.003520 -0.001760
0.0051300 -0.002096 -0.024975 -0.002096 -0.004192 -0.002096
0.0051400 -0.002397 -0.022879 -0.002397 -0.004795 -0.002397
0.0051500 -0.002659 -0.020481 -0.002659 -0.005319 -0.002659
0.0051600 -0.002879 -0.017822 -0.002879 -0.005758 -0.002879
0.0051700 -0.003054 -0.014942 -0.003054 -0.006108 -0.003054
0.0051800 -0.003182 -0.011888 -0.003182 -0.006364 -0.003182
0.0051900 -0.003262 -0.008706 -0.003262 -0.006524 -0.003262
0.0052000 -0.003294 -0.005444 -0.003294 -0.006588 -0.003294
0.0052100 -0.003277 -0.002150 -0.003277 -0.006554 -0.003277
0.0052200 -0.003213 0.001127 -0.003213 -0.006427 -0.003213
0.0052300 -0.003104 0.004340 -0.003104 -0.006208 -0.003104
0.0052400 -0.002951 0.007444 -0.002951 -0.005902 -0.002951
0.0052500 -0.002758 0.010395 -0.002758 -0.005515 -0.002758
0.0052600 -0.002527 0.013153 -0.002527 -0.005054 -0.002527
0.0052700 -0.002263 0.015680 -0.002263 -0.004526 -0.002263
0.0052800 -0.001970 0.017943 -0.001970 -0.003941 -0.001970
0.0052900 -0.001653 0.019913 -0.001653 -0.003306 -0.001653
0.0053000 -0.001317 0.021566 -0.001317 -0.002633 -0.001317
0.0053100 -0.000966 0.022883 -0.000966 -0.001932 -0.000966
0.0053200 -0.000606 0.023849 -0.000606 -0.001213 -0.000606
0.0053300 -0.000243 0.024455 -0.000243 -0.000486 -0.000243
0.0053400 0.000118 0.024698 0.000118 0.000237 0.000118
0.0053500 0.000473 0.024580 0.000473 0.000946 0.000473
0.0053600 0.000815 0.024107 0.000815 0.001631 0.000815
0.0053700 0.001141 0.023292 0.001141 0.002282 0.001141
0.0053800 0.001446 0.022150 0.001446 0.002891 0.001446
0.0053900 0.001725 0.020705 0.001725 0.003450 0.001725
0.0054000 0.001975 0.018980 0.001975 0.003950 0.001975
0.0054100 0.002193 0.017005 0.002193 0.004385 0.002193
0.0054200 0.002376 0.014813 0.002376 0.004751 0.002376
0.0054300 0.002521 0.012437 0.002521 0.005043 0.002521
0.0054400 0.002629 0.009916 0.002629 0.005257 0.002629
0.0054500 0.002696 0.007287 0.002696 0.005392 0.002696
0.0054600 0.002724 0.004591 0.002724 0.005447 0.002724
0.0054700 0.002711 0.001867 0.002711 0.005422 0.002711
0.0054800 0.002660 -0.000844 0.002660 0.005319 0.002660
0.0054900 0.002570 -0.003503 0.002570 0.005141 0.002570
0.0055000 0.002445 -0.006074 0.002445 0.004890 0.002445
0.0055100 0.002286 -0.008519 0.002286 0.004572 0.002286
0.0055200 0.002096 -0.010805 0.002096 0.004193 0.002096
0.0055300 0.001879 -0.012901 0.001879 0.003758 0.001879
0.0055400 0.001638 -0.014780 0.001638 0.003275 0.001638
0.0055500 0.001376 -0.016418 0.001376 0.002752 0.001376
0.0055600 0.001098 -0.017794 0.001098 0.002196 0.001098
0.0055700 0.000808 -0.018892 0.000808 0.001617 0.000808
0.0055800 0.000511 -0.019700 0.000511 0.001022 0.000511
0.0055900 0.000211 -0.020211 0.000211 0.000422 0.000211
0.0056000 -0.000088 -0.020422 -0.000088 -0.000176 -0.000088
0.0056100 -0.000382 -0.020334 -0.000382 -0.000763 -0.000382
0.0056200 -0.000665 -0.019952 -0.000665 -0.001330 -0.000665
0.0056300 -0.000935 -0.019287 -0.000935 -0.001870 -0.000935
0.0056400 -0.001188 -0.018352 -0.001188 -0.002375 -0.001188
0.0056500 -0.001419 -0.017165 -0.001419 -0.002838 -0.001419
0.0056600 -0.001627 -0.015745 -0.001627 -0.003253 -0.001627
0.0056700 -0.001808 -0.014119 -0.001808 -0.003616 -0.001808
0.0056800 -0.001960 -0.012311 -0.001960 -0.003920 -0.001960
0.0056900 -0.002082 -0.010351 -0.002082 -0.004163 -0.002082
0.0057000 -0.002171 -0.008269 -0.002171 -0.004343 -0.002171
0.0057100 -0.002228 -0.006098 -0.002228 -0.004456 -0.002228
0.0057200 -0.002252 -0.003870 -0.002252 -0.004504 -0.002252
0.0057300 -0.002243 -0.001618 -0.002243 -0.004486 -0.002243
0.0057400 -0.002201 0.000625 -0.002201 -0.004402 -0.002201
0.0057500 -0.002128 0.002826 -0.002128 -0.004257 -0.002128
0.0057600 -0.002026 0.004954 -0.002026 -0.004051 -0.002026
0.0057700 -0.001895 0.006980 -0.001895 -0.003790 -0.001895
0.0057800 -0.001739 0.008875 -0.001739 -0.003478 -0.001739
0.0057900 -0.001560 0.010614 -0.001560 -0.003120 -0.001560
0.0058000 -0.001361 0.012175 -0.001361 -0.002722 -0.001361
0.0058100 -0.001145 0.013536 -0.001145 -0.002290 -0.001145
0.0058200 -0.000916 0.014681 -0.000916 -0.001832 -0.000916
0.0058300 -0.000676 0.015596 -0.000676 -0.001353 -0.000676
0.0058400 -0.000431 0.016273 -0.000431 -0.000862 -0.000431
0.0058500 -0.000182 0.016704 -0.000182 -0.000365 -0.000182
0.0058600 0.000065 0.016886 0.000065 0.000130 0.000065
0.0058700 0.000308 0.016821 0.000308 0.000615 0.000308
0.0058800 0.000543 0.016514 0.000543 0.001085 0.000543
0.0058900 0.000766 0.015971 0.000766 0.001532 0.000766
0.0059000 0.000975 0.015205 0.000975 0.001951 0.000975
0.0059100 0.001168 0.014229 0.001168 0.002335 0.001168
0.0059200 0.001340 0.013062 0.001340 0.002680 0.001340
0.0059300 0.001490 0.011722 0.001490 0.002981 0.001490
0.0059400 0.001617 0.010232 0.001617 0.003234 0.001617
0.0059500 0.001718 0.008614 0.001718 0.003437 0.001718
0.0059600 0.001794 0.006896 0.001794 0.003587 0.001794
0.0059700 0.001841 0.005102 0.001841 0.003683 0.001841
0.0059800 0.001862 0.003261 0.001862 0.003724 0.001862
0.0059900 0.001855 0.001399 0.001855 0.003711 0.001855
0.0060000 0.001822 -0.000456 0.001822 0.003644 0.001822
