t 3 2 1 6 5 4 7 8
0.0000000e+000 0.0000000e+000 1.6129032e-001 0.0000000e+000 2.3809524e-001 2.3809524e-001 2.3809524e-001 4.5454545e-001 4.5454545e-001
1.0000000e-009 0.0000000e+000 3.1737773e-001 0.0000000e+000 4.6485261e-001 4.6485261e-001 4.6485261e-001 8.6776860e-001 8.6776860e-001
2.0000000e-009 0.0000000e+000 4.6843006e-001 0.0000000e+000 6.8081201e-001 6.8081201e-001 6.8081201e-001 1.2434260e+000 1.2434260e+000
3.0000000e-009 0.0000000e+000 6.1460974e-001 0.0000000e+000 8.8648763e-001 8.8648763e-001 8.8648763e-001 1.5849327e+000 1.5849327e+000
4.0000000e-009 0.0000000e+000 7.5607394e-001 0.0000000e+000 1.0823692e+000 1.0823692e+000 1.0823692e+000 1.8953934e+000 1.8953934e+000
5.0000000e-009 0.0000000e+000 8.9297478e-001 0.0000000e+000 1.2689230e+000 1.2689230e+000 1.2689230e+000 2.1776303e+000 2.1776303e+000
6.0000000e-009 0.0000000e+000 1.0254595e+000 0.0000000e+000 1.4465933e+000 1.4465933e+000 1.4465933e+000 2.4342094e+000 2.4342094e+000
7.0000000e-009 0.0000000e+000 1.1536705e+000 0.0000000e+000 1.6158032e+000 1.6158032e+000 1.6158032e+000 2.6674631e+000 2.6674631e+000
8.0000000e-009 0.0000000e+000 1.2777456e+000 0.0000000e+000 1.7769554e+000 1.7769554e+000 1.7769554e+000 2.8795119e+000 2.8795119e+000
9.0000000e-009 0.0000000e+000 1.3978183e+000 0.0000000e+000 1.9304337e+000 1.9304337e+000 1.9304337e+000 3.0722836e+000 3.0722836e+000
1.0000000e-008 0.0000000e+000 1.5140177e+000 0.0000000e+000 2.0766036e+000 2.0766036e+000 2.0766036e+000 3.2475305e+000 3.2475305e+000
1.1000000e-008 0.0000000e+000 1.6264688e+000 0.0000000e+000 2.2158129e+000 2.2158129e+000 2.2158129e+000 3.4068459e+000 3.4068459e+000
1.2000000e-008 0.0000000e+000 1.7352924e+000 0.0000000e+000 2.3238507e+000 2.3015393e+000 2.3483932e+000 3.5516781e+000 3.5516781e+000
1.3000000e-008 0.0000000e+000 1.8406055e+000 0.0000000e+000 2.4164976e+000 2.3230564e+000 2.4746602e+000 3.6833437e+000 3.6833437e+000
1.4000000e-008 0.0000000e+000 1.9425215e+000 0.0000000e+000 2.5222430e+000 2.2862849e+000 2.5949145e+000 3.8030398e+000 3.8030398e+000
1.5000000e-008 0.0000000e+000 2.0411498e+000 0.0000000e+000 2.6402315e+000 2.1967273e+000 2.7094424e+000 3.9118543e+000 3.9118543e+000
1.6000000e-008 0.0000000e+000 2.1365966e+000 0.0000000e+000 2.7526014e+000 2.0921213e+000 2.8185166e+000 4.0107767e+000 4.0107767e+000
1.7000000e-008 0.0000000e+000 2.2289644e+000 0.0000000e+000 2.8596204e+000 1.9924964e+000 2.9223967e+000 4.1007061e+000 4.1007061e+000
1.8000000e-008 0.0000000e+000 2.3183527e+000 0.0000000e+000 2.9615432e+000 1.8976157e+000 3.0213302e+000 4.1824600e+000 4.1203212e+000
1.9000000e-008 0.0000000e+000 2.4048574e+000 0.0000000e+000 3.0586126e+000 1.8072530e+000 3.1155526e+000 4.2567819e+000 4.0595126e+000
2.0000000e-008 0.0000000e+000 2.4885717e+000 0.0000000e+000 3.1510596e+000 1.7211933e+000 3.2052882e+000 4.3243471e+000 3.9281281e+000
2.1000000e-008 0.0000000e+000 2.5695855e+000 0.0000000e+000 3.2391044e+000 1.6392318e+000 3.2907506e+000 4.3857701e+000 3.7350387e+000
2.2000000e-008 0.0000000e+000 2.6479860e+000 0.0000000e+000 3.3229566e+000 1.5611731e+000 3.3721435e+000 4.4416092e+000 3.4882297e+000
2.3000000e-008 0.0000000e+000 2.7238574e+000 0.0000000e+000 3.4028158e+000 1.4868315e+000 3.4496604e+000 4.4923720e+000 3.1948839e+000
2.4000000e-008 0.0000000e+000 2.7972814e+000 0.0000000e+000 3.4788722e+000 1.4160300e+000 3.5234861e+000 4.5385200e+000 2.9044399e+000
2.5000000e-008 0.0000000e+000 2.8683368e+000 0.0000000e+000 3.5513068e+000 1.3486000e+000 3.5937963e+000 4.5804727e+000 2.6403999e+000
2.6000000e-008 0.0000000e+000 2.9371001e+000 0.0000000e+000 3.6202922e+000 1.2843810e+000 3.6607584e+000 4.6186116e+000 2.4003636e+000
2.7000000e-008 0.0000000e+000 3.0036453e+000 0.0000000e+000 3.6859926e+000 1.2232200e+000 3.7245318e+000 4.6532833e+000 2.1821487e+000
2.8000000e-008 0.0000000e+000 3.0680438e+000 0.0000000e+000 3.7485644e+000 1.1649714e+000 3.7852684e+000 4.6848030e+000 1.9837715e+000
2.9000000e-008 0.0000000e+000 3.1303650e+000 0.0000000e+000 3.8081565e+000 1.1094966e+000 3.8431128e+000 4.7134572e+000 1.8034287e+000
3.0000000e-008 0.0000000e+000 3.1906758e+000 0.0000000e+000 3.8649110e+000 1.0566634e+000 3.8982026e+000 4.7395066e+000 1.6394806e+000
3.1000000e-008 0.0000000e+000 3.2490411e+000 0.0000000e+000 3.9189628e+000 1.0063461e+000 3.9506692e+000 4.7631878e+000 1.4904369e+000
3.2000000e-008 0.0000000e+000 3.3055236e+000 0.0000000e+000 3.9704408e+000 9.5842485e-001 4.0006373e+000 4.7847162e+000 1.3549427e+000
3.3000000e-008 0.0000000e+000 3.3601842e+000 0.0000000e+000 4.0194674e+000 9.1278558e-001 4.0482260e+000 4.8042874e+000 1.2317661e+000
